row_number,original_comment,translated_comment
371,OK CAN WE AGREE THAT THIS THE BEST SONG ED SHEERAN HAS MADE ??❤❤ October 2024,OK CAN WE AGREE THAT THIS THE BEST SONG ED SHEERAN HAS MADE  October 2024
372,16 October 2024🎉🎉🎉,16 October 2024 🎉🎉🎉
373,All these are comments!!!😱😱,All these are comments 😱😱
374,Me❤,Me
375,Someone in 2025 licining this song 🎉❤,Someone in 2025 licining this song  🎉
376,Anyone in 2025❤,Anyone in 2025
381,❤,❤
382,Who came to watch it again in 2024?👋👋,Who came to watch it again in 2024 👋👋
388,2024 🇮🇳🇮🇳🇮🇳,2024 🇮🇳🇮🇳🇮🇳
390,🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🎉,🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🎉
391,Anyone here from Arijit singh ❤,Anyone here from Arijit singh
393,Any one india 🤟😊,Any one india  🤟😊
394,💎 who listening October‽‽,who listening October 💎
396,You😂,You 😂
397,❤,❤
400,🤣🤣🤣🤣I like this music to annoy my little brother😂😂😂😂,I like this music to annoy my little brother 🤣🤣🤣🤣😂😂😂😂
401,Just fantastic!!! 💗💗💗Klaipeda,Lithuania,Just fantastic KlaipedaLithuania 💗💗💗
405,Anyone October 2024🎉,Anyone October 2024 🎉
406,October 16 24 ❤,October 16 24
407,This song ist soooooooo cool , i like this song !!😊😊😊,This song ist soooooooo cool  i like this song  😊😊😊
408,2017:2024😮??????,2017:2024😮??????
409,2017😂😂,2017😂😂
411,From India🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳???,From India 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
415,2050❤,2050❤
416,Who watch in 2024 oct...❤,Who watch in 2024 oct
417,2025.....new year 🎉,2025new year 🎉
419,Always favourite song ❤,Always favourite song
421,Masterpiece by a classic artist. ❤,Masterpiece by a classic artist
422,❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉,❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉
426,Alby & me 💙,Alby  me  💙
429,0.25x💀,025x 💀
431,Bro today is the same history 😭,Bro today is the same history  😭
434,👇Whos here in November 1706-2050❤❤❤❤,Whos here in November 17062050 👇
436,❤❤❤,❤❤❤
437,Anyone 2070..? 💯,Anyone 2070 💯
441,Нравиться голос Ширана😊,I like Sheeran's voice 😊
442,LOVE 😍 SHE IS HOT ❤‍🔥,LOVE  SHE IS HOT  😍🔥
444,October 2024- Still can't get over this song  😩,October 2024 Still cant get over this song   😩
445,Tá mui❤❤🎉😊to legal do nota 1010,It's really cool from note 1010 🎉😊
447,❤❤❤❤❤❤❤😊😊😊😊,❤❤❤❤❤❤❤😊😊😊😊
448,😊😊,😊😊
450,Eu cansei de ser pobre 🎶🎶🎶,I'm tired of being poor 🎶🎶🎶
453,항상 늘 건행하세요,Always be safe
457,가정의 만복이 가득하세요,May your family be filled with happiness
462,I love you song best song my cantre 🇮🇳🇮🇳🇮🇳 up53,I love you song best song my cantre  up53 🇮🇳🇮🇳🇮🇳
463,My😂😂😂,My 😂😂😂
466,Someone likes this song very much❤,Someone likes this song very much
470,Bernard Sylvie ❤❤❤❤❤❤signature ✌️💪💯💯💯💘 1:21 1:23 1:24 1:25 1:25,Bernard Sylvie signature  121 123 124 125 125 💪💯💯💯💘
471,anyone in 2099?😂,anyone in 2099 😂
472,Nostalgic😢...........!!!!!!!,Nostalgic 😢
475,🇮🇳🇮🇳🙏🙏🙏,🇮🇳🇮🇳🙏🙏🙏
478,Nostalgia 😊😢 i was at kindergarten now i am on college 😢❤ ❤you 1:21,Nostalgia  i was at kindergarten now i am on college  you 121 😊😢😢
480,It is very boost me❤🎉,It is very boost me 🎉
485,16 0ctober @ñyōñE 😊😅 
2024,16 0ctober ñyōñE  
2024 😊😅
486,神曲從小聽到大,I've been listening to the Divine Comedy since I was a kid
487,❤,❤
491,2024 oct 15 ⏳❤️,2024 oct 15
492,Who watch in 2027❤,Who watch in 2027
493,2024❤❤😂,2024❤❤😂
495,❤❤❤❤❤❤❤,❤❤❤❤❤❤❤
498,永遠に再生され続けるのだろうかなりクールな音楽だ
そしてこのコメントもあっという間に過去になる,It's cool music that will probably continue to play forever. And this comment will soon become a thing of the past.
499,❤️❤️,❤️❤️
501,гоё дуу байна ❤❤ орос хэлтэй надад таалагдсан байна🎉🎉🎉🎉😂😂😂😂,It's a nice song, it's in Russian, I like it. 🎉🎉🎉🎉😂😂😂😂
504,I can't stop listening to this, its been 7 years and still its my fav💓,I cant stop listening to this its been 7 years and still its my fav 💓
506,2024見ている人いるしかも日本だったり？この曲神,There are people watching 2024, and it's in Japan. This song is amazing.
509,俺にとって人生のオープニング,The opening of my life
512,Today my birthday but 0 like 😢,Today my birthday but 0 like 😢
514,Nise 🎉🎉 7yes my 100k 🎉🎉,Nise  7yes my 100k 🎉🎉🎉🎉
516,Waooouuuuuh the same effect 
How is here ❤❤❤❤,Waooouuuuuh the same effect 
How is here
517,any one 2024 Oct？,any one 2024 Oct
518,हुआ हुआ हुआ हुआ...😆,haa haa haa haa 😆
520,Favorite ❤️❤️,Favorite
525,Yo yo honey Singh ❤,Yo yo honey Singh
526,15 October 2024 let's see how many people  listening this song❤,15 October 2024 lets see how many people  listening this song
530,15 October 2024 ❤❤,15 October 2024
532,Anyone watching in 2025😅😂,Anyone watching in 2025 😅😂
535,Damn bro cooked so hard 🫰🏻🫰🏻😤🫰🏻,Damn bro cooked so hard  🫰🏻🫰🏻😤🫰🏻
537,The club isn't the best place to find a lover so the bar is where I go mmmm 😌😌😌,The club isnt the best place to find a lover so the bar is where I go mmmm  😌😌😌
539,Timeless classic song!!! ! ❤️🔥🔥🔥🔥🔥,Timeless classic song   🔥🔥🔥🔥🔥
541,Know that I know what this song is about..this shouldn’t be on kids channels☠️☠️☠️,Know that I know what this song is aboutthis shouldnt be on kids channels
544,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
548,Anyone in OCTOBER 14 ?? 2024❤❤❤❤,Anyone in OCTOBER 14  2024
553,December 2926❤❤❤,December 2926
555,I love you Ed Sheeran!! 😊😊😊,I love you Ed Sheeran  😊😊😊
561,Is anyone from Egypt 🇪🇬,Is anyone from Egypt  🇪🇬
567,Congrats 6,3B🎉🎉🎉🎉🎉,Congrats 63B 🎉🎉🎉🎉🎉
571,❤❤I love you song,I love you song
572,❤❤❤❤ ayaanle cale xasan yare,I am a young man.
576,Population of world 🌎 7.5 b and listner of this song like 6.3 b 😮😮😮,Population of world  75 b and listner of this song like 63 b  🌎😮😮😮
578,Real Madrid 2017😮,Real Madrid 2017 😮
579,❤❤❤,❤❤❤
580,Is she beautiful? 😂😂😂😂 Somebody say something 😅😢😢,Is she beautiful  Somebody say something  😂😂😂😂😅😢😢
582,Bro your dope ❤
I love the lyrics,Bro your dope 
I love the lyrics
584,October 2024 1k like please 🙏,October 2024 1k like please  🙏
585,Icr ❤,Icr
586,😊❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊,😊❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊
594,昔からシェイプ、オブ、ユーは聞いているけど何回聞いても飽きない😂❤❤,I've been listening to Shape of You for a long time, but I never get bored of listening to it. 😂
600,Only legend wacth this song in 2025😂😂😂,Only legend wacth this song in 2025 😂😂😂
602,5,2,1 is my favourite song ❤❤❤❤,521 is my favourite song
603,I just lost my beautiful sister mina a hit run got killed 😢and listening to ed songs 🎵 mades me 😊❤ 😢,I just lost my beautiful sister mina a hit run got killed and listening to ed songs  mades me   😢🎵😊😢
608,🎉🎉🎉  2024........,🎉🎉🎉  2024........
610,6,346,125,634 vistas 💀,6346125634 views 💀
612,Lo mejor de la música salió en ese año ❤❤❤,The best of music came out that year
613,Alguém em 2024❤❤❤😊,Someone in 2024 😊
618,Who's here October 14th 2024?😳,Whos here October 14th 2024 😳
625,🎉😊,🎉😊
626,They love each other 
❤,They love each other
628,Anyone's the best song😢,Anyones the best song 😢
630,روعة ❤😊😊😊😊😊😊❤,magnificence 😊😊😊😊😊😊
631,От България да Привет❤❤❤🎉🎉🎉😊😊😊,Hello from Bulgaria 🎉🎉🎉😊😊😊
634,What? 2024 october ?😂❤,What 2024 october  😂
637,22:25 ❤❤❤❤,22:25 ❤❤❤❤
641,Trở lại 1 thời để nhớ 😢😢😢,Back to a time to remember 😢😢😢
644,🩶🖤🤍,🩶🖤🤍
645,This song will be remembered in our hearts of always.❤,This song will be remembered in our hearts of always
647,Jfjfjddjdjhdd❤,Jfjfjddjjhdd
648,2024??😂🫠,2024??😂🫠
649,Asdfcfccvbccvgcgghgggcvvhfgh❤,Asdfcfccvbccvgcgghgggcvvhfgh
650,日本人見てる人いる？😂,There are Japanese people watching 😂
652,Romani?😅😅,Romani 😅😅
659,My favorite song ever❤,My favorite song ever
660,Who is play song  13  10.  2024🎉🎉🎉😊,Who is play song  13  10  2024 🎉🎉🎉😊
671,Overated song ever 😶,Overated song ever 😶
674,❤,❤
675,Where are the people asking in 2025?❤,Where are the people asking in 2025
676,You can achieve something only after hard work. Salute to ED Sheeran❤❤❤,You can achieve something only after hard work Salute to ED Sheeran
679,I will stop smoking if this comment gets 2k likes ❤,I will stop smoking if this comment gets 2k likes
680,English or Spanish 😢,English or Spanish  😢
687,Love u❤,Love u
693,だいすき,I love it
694,The best part is when he goes, OH I OH I OH I OH I! Lol 😆,The best part is when he goes OH I OH I OH I OH I Lol  😆
695,it's beautiful music ❤❤,its beautiful music
696,We will never ever stop listning 😉😅,We will never ever stop listning 😉😅
699,It's OCTOBERRRR 2024??❤️,Its OCTOBERRRR 2024
701,2014😂😂,2014😂😂
702,聞き入っちゃう,I listen intently
706,커플댄스 있던디..,There was a couple dance
708,Pray for me I lost hope in life
Please , My name is Teja 😔,Pray for me I lost hope in life
Please  My name is Teja  😔
709,My grandmother died yesterday☹️,My grandmother died yesterday
713,めっちゃいい,Really good
716,Love uuuuuuuu ED SHEERAN ❤️ ❤️,Love uuuuuuu ED SHEERAN
722,日本人いる？,There are Japanese people
723,SINGLE 😅👇,SINGLE 😅👇
724,I just realized he was talking about smexy without the m and y😭😭😭,I just realized he was talking about smexy without the m and y 😭😭😭
727,I AM HERE✊🏼,I AM HERE 🏼
732,🗺🌤⛅️,🗺🌤⛅️
738,2025 January ❤❤❤❤,2025 January
739,Absolute cinema 👏🗿,Absolute cinema 👏🗿
743,Qau é o nome dese filme 😅,What's the name of this movie? 😅
748,ايوه يا عربي 😂😂,Yes, Arab 😂😂
750,2024 October ❤,2024 October
755,I really liked d last part.. Where she jst came in 2 fight👍🏾,I really liked d last part Where she jst came in 2 fight 👍🏾
758,Nos vemos en mayooo😬😬😬,See you in May! 😬😬😬
760,after 7 year bro fire ❤,after 7 year bro fire
764,I live in India (Bihar ❤),I live in India Bihar
767,Memories 😢,Memories 😢
772,Love you❤❤❤,Love you
773,إذا هاذي الاغنيه من طفولتكم يعني انتو لسه اطفال👌👍,If this song is from your childhood, then you are still children 👌👍
774,Who listen this song 2024❤❤❤❤,Who listen this song 2024
775,October 12 2024❤?,October 12 2024
779,❤❤,❤❤
780,Several years have passed and this song is still my favorite. ❤❤🎉🎉,Several years have passed and this song is still my favorite  🎉🎉
781,Tradução pra nos Mineiros(as) 
Oua oua oua  UAI 😌,Translation for us Mineirosas

Oua oua oua UAI 😌
782,2024 OCTOBER 📌,2024 OCTOBER 📌
784,😢😢,😢😢
785,2024🎉🎉❤😢,2024🎉🎉❤😢
787,Who watch in 2024❤,Who watch in 2024
793,2024 ? ❤😊,2024 ? ❤😊
798,❤❤❤❤❤❤😊😊Emanuele que música legal,Emanuele what cool music 😊😊
799,❤😊,❤😊
803,この曲中毒性やばい,This song is so addictive
804,World's population 8.2B, and the views for this masterpiece 6.3B 💗💗,Worlds population 82B and the views for this masterpiece 63B  💗💗
805,12/10/24🎉,12/10/24🎉
806,God Bless You My Beloved ❤,God Bless You My Beloved
807,❤❤❤❤❤❤❤❤❤❤❤❤😊,❤❤❤❤❤❤❤❤❤❤❤❤😊
810,I don't understand the lyrics but I am dancing with this song😂,I dont understand the lyrics but I am dancing with this song 😂
813,❤,❤
815,❤❤❤,❤❤❤
816,2024 Somalia 🇸🇴 😊,2024 Somalia 🇸🇴😊
818,👇10 Billion next year❤,10 Billion next year 👇
820,これ日本語でなんて言う曲名ですか？,What is the name of this song in Japanese?
823,I love you song ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ india 🇮🇳🇮🇳 up 53,I love you song  india  up 53 🇮🇳🇮🇳
824,This is amazing who believe it<<>>🔥❣️✅✅,This is amazing who believe it 🔥
827,Siema kto w 2024 12 października??❤,Hey there in 2024 October 12th
831,Who listen this song first time>>❤✅,Who listen this song first time
841,🎉🎉🎉,🎉🎉🎉
843,Th 2024❤,Th 2024
847,一人で森の中で聞くこの歌好き。,I like this song when I listen to it alone in the forest
849,Anyone in 2024👇🏻👇🏻,Anyone in 2024 👇🏻👇🏻
854,Alguem em 2025 ? 😂😂😂,Someone in 2025 😂😂😂
857,🚬🚬,🚬🚬
864,Snapcha too please 😢❤ I love this song,Snapcha too please  I love this song 😢
866,Shape of you?😭🙏 That's Statement by Neffex,Shape of you Thats Statement by Neffex 😭🙏
870,I love you Boos❤,I love you Boos
872,𝐑𝐥𝐫𝐩𝐫𝐩𝐞,𝐑𝐥𝐫𝐩𝐫𝐩𝐞
874,Τέλειο 😊😊😊,Perfect 😊😊😊
875,hai you song very very good😮😮😮😮,hai you song very very good 😮😮😮😮
877,In october listening to music ❤❤❤❤❤❤❤ shape of You❤❤❤❤,In october listening to music  shape of You
883,the top comment says oct 11 tomorrow it will be 12 right?.editing comment 😂,the top comment says oct 11 tomorrow it will be 12 rightediting comment  😂
887,🙏,🙏
888,굿굿,Good good
890,❤❤❤,❤❤❤
896,Ronaldo created a channel ☠️☠️☠️,Ronaldo created a channel
898,❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤
901,この曲を聴くと気分がとてもあがります！！,When I listen to this song I feel so good
903,anyone October 2024
👇🏻,anyone October 2024
 👇🏻
904,TODAY IS OCT 2024
STILL OBSESSED❤,TODAY IS OCT 2024
STILL OBSESSED
908,11 /10/2024😂🎉,11 /10/2024😂🎉
910,6969 January? anyone??? 😂,6969 January anyone  😂
911,2024 november ❤😂,2024 november 😂
915,🎉,🎉
916,😮 2:34,😮 2:34
919,I love song ❤❤❤❤,I love song
922,Listen the song❌ Listen the life✅,Listen the song Listen the life
924,Hẹn tôi 10 năm sau😴,See me in 10 years 😴
928,#Transcribe his fans want to see his lyrics  here in 🇯🇵,Transcribe his fans want to see his lyrics  here in  🇯🇵
929,11.10.2024 Кто 🎧,11102024 Who 🎧
931,🎃🎃😘🥰😍🤩😑,🎃🎃😘🥰😍🤩😑
932,我是台湾人，但我很喜欢听英文歌。有和我一样的人吗？,I am Taiwanese but I like listening to English songs. Is there anyone like me?
933,2024 November Bangladesh ❤,2024 November Bangladesh
934,日本の相撲と勝負だと,A match against Japanese sumo
935,🇧🇷🇧🇷🇧🇷,🇧🇷🇧🇷🇧🇷
936,Anyone here 2026 football world cup😊⚽⚽🥅,Anyone here 2026 football world cup 😊🥅
939,10/10/2024❤ ?,10/10/2024❤ ?
943,Today it October 10th 2024 am listening to this song on repeat ❤❤❤❤ am so in love,Today it October 10th 2024 am listening to this song on repeat  am so in love
944,❤❤❤❤😊😊😊😊,❤❤❤❤😊😊😊😊
951,Rip ratan tata 😮😢😢😢😢,Rip ratan dad 😮😢😢😢😢
953,😂2024,😂2024
954,🟢🟡⚫,🟢🟡⚫
956,I love  music ❤❤❤❤,I love  music
958,October 2024 gang 👇,October 2024 gang  👇
959,Do some one from Assam ❤ (⁠◍⁠•⁠ᴗ⁠•⁠◍⁠)⁠❤,Do some one from Assam  ᴗ
963,10 actober 24 🎉,10 actober 24  🎉
964,❤️,❤️
965,hi, I'm from the future 2024,25,26,27,28,29,30🎉❤,hi Im from the future 2024252627282930 🎉
966,Who is waching 10/10/2024😘😩,Who is waching 10102024 😘😩
967,The legendary song!😂,The legendary song 😂
968,Snap AI suggests this song to me 🌚🤍,Snap AI suggests this song to me  🌚🤍
969,chill❤,chill
977,Waw nice👍👍,Waw nice 👍👍
978,6.3B Views??❤,63B Views
979,2025 anybody 💀,2025 anybody 💀
980,Today is 10 October ❤,Today is 10 October
981,2024 october🎉,2024 october 🎉
982,Any daily viewers....❤,Any daily viewers
983,最近ですがうちの通所リハビリセンター、この曲に合わせて立ち座りの運動をしています。
こんな有名な曲とは知らなかった❣,Recently, at my rehabilitation center, we have been doing standing and sitting exercises to this song. I had no idea it was such a famous song.
987,２０２４年で日本人でみてる人ー🙋,Anyone watching this in 2024 who is Japanese? 🙋
992,WHO is in November listen😊❤,WHO is in November listen 😊
993,エド・シーランのShape of You
ですね,Ed Sheeran's Shape of You
994,2025 January???😂,2025 January 😂
996,Every moment is Love time❤😂,Every moment is Love time 😂
999,3:59 , that kick was perfect 😅😅,359  that kick was perfect  😅😅
1000,October 10/2024🇧🇩,October 102024 🇧🇩
