row_number,original_comment,translated_comment
229,🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩,🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
230,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
232,Jai shree ram ❤,Jai shree ram
234,Jai shree Sita Ram Ji 🚩🌼 Jai bajrang bali Ji 🚩📿,Jai shree Sita Ram Ji Jai Bajrang Bali Ji 🚩🌼🚩📿
235,❤️🧡💛💚💙💜🤎🖤🤍🩷🩵🩶,❤️🧡💛💚💙💜🤎🖤🤍🩷🩵🩶
236,❤xe❤ we❤r❤r,werr car
239,જય શ્રી રામ જય શ્રી હનુમાનજી મહારાજ 🎉🎉,Hail Lord Rama Hail Lord Hanuman Maharaj 🎉🎉
242,20 October attendance here❤,20 October attendance here
243,Jai shree Ram ji Jai sr Hanuman ji ❤❤❤,Jai Shri Ram Ji, Jai Shri Hanuman Ji.
244,जय बजरंग बली 🚩,Jai Bajrang Bal 🚩
249,जय सियाराम 🚩🛐🛐🛐,Jay Sayram 🚩🛐🛐🛐
250,Jai Shree Ram Jai Shree Hanuman🎉🎉🎉🎉🎉🙏🙏🙏🙏🙏💐💐💐💐💐,Jai Shree Ram Jai Shree Hanuman 🎉🎉🎉🎉🎉🙏🙏🙏🙏🙏💐💐💐💐💐
252,Jay shree ram🙏,Jay shree ram 🙏
253,Jay Hanuman jii ❤,Hail Hanuman ji
254,JAY shree Ram ❤,JAY shree Ram
255,Jai shree ram 🙏🙏🙏🙏🙏🙏🙏,Jai shree ram  🙏🙏🙏🙏🙏🙏🙏
257,❤😊i love hanuman❤❤😊🎉,i love hanuman 😊😊🎉
261,Jai siya Ram 🙏🏻🙏🏻,Jai Siya Ram 🙏🏻🙏🏻
262,Jai shree Ram ji 🙏🙏,Jai Shri Ram Ji 🙏🙏
263,🌹🙏🌹,🌹🙏🌹
265,Jai shree hanuman ji raksha karna Prabhu hamesha hamesha 🙏🙏❤️🙏❤️❤️🙏🙏,Jai Shri Hanuman ji, protect us, Lord always, 🙏🙏🙏🙏🙏
269,Jay bajrang bali ji🙏,Jay Bajrang Bali ji 🙏
272,Jay shree ram🙏🙏🙏,Jay shree ram 🙏🙏🙏
273,❤❤❤,❤❤❤
275,20 /10/2024 jai shree Ram ❤❤❤❤,20 102024 Jai Shree Ram
277,Jay Siya ram jay bala ji maharaj Jay gurudev maharaj❤❤,Hail Siya Ram, Hail Bala Ji Maharaj, Hail Gurudev Maharaj
278,🌹🙏🙏🙏🙏🙏🌹,🌹🙏🙏🙏🙏🙏🌹
279,🙏🙏🌹🌹👏👏 Jay Shree ram  ♥️♥️🌹🌹👏 Jay Veer hanuman 🌹 🙏,Jay Shree ram   Jay Veer hanuman 🙏🙏🌹🌹👏👏🌹🌹👏🌹🙏
280,जय श्री राम ❤❤🚩🚩🙏🙏,Jai Shar Ram 🚩🚩🙏🙏
281,Jay hanuman ji🙏,Jay hanuman ji 🙏
282,Jai shree Ram 🙏🙏🙏,Jai shree Ram  🙏🙏🙏
291,🙏🙏🙏🙏20 october2024,20 october2024 🙏🙏🙏🙏
293,❤ Jai shree hanuman ji ❤ Jai Balaji jiiiiiiiiiii ki ❤,Hail Shree Hanuman, Hail Balaji jiiiiiiiiii
295,Jay  Shree  Ram  Jay  Shree  Hanuman. ..🙏🙏🙏🙏🙏,Jay  Shree  Ram  Jay  Shree  Hanuman  🙏🙏🙏🙏🙏
296,Jai shree Ram ❤❤,Jai shree Ram
297,Jai Shri Ram bhakt 🎉🎉🎉🎉 Shri Hanuman ji ❤❤❤❤sada raksha kijiye,Hail Lord Rama, devotee Lord Hanuman, please protect us forever 🎉🎉🎉🎉
299,Jai shree ram ❤,Jai shree ram
300,Jay Jay shree Ram 🙏🙏♥️♥️
Bajrang Bali ki Jay 🙏🙏♥️♥️,Jay Jay shree Ram 
Bajrang Bali ki Jay 🙏🙏🙏🙏
301,Jai Shree ram🚩🚩🚩,Jai Shree ram 🚩🚩🚩
302,Ram bhakt Hanuman Jai ho.....🙏🙏,Ram devotee Jai Hanuman 🙏🙏
303,Hanuman jai shree Ram ♈ hindu ❤,Hanuman jai shree Ram hindu
304,Jay bajrang bali ki ❤,Jay Bajrang Bali
306,Jay bajranbali ❤,Jay bajranbali
310,🙏🙏🙏🙏🙏🙏,🙏🙏🙏🙏🙏🙏
311,Jai shri ram 🚩🚩🙏🙏🙏 Jai bajrangbali 🚩🚩🚩🙏🙏🙏,Jai Shri Ram, Jai Bajrangbali 🚩🚩🙏🙏🙏🚩🚩🚩🙏🙏🙏
313,20 October ko kon kon hanuman chalisa sun re ho ,,,,,,, Jai shree Ram 🙏,Who will be the Hanuman Chalisa on 20 October? Jai Shree Ram 🙏
314,Jai shree Ram aur Jai bajrang bali 🙏🙏🙏🙏🙏🙏,Hail Lord Rama and Hail Bajrang Bali 🙏🙏🙏🙏🙏🙏
315,Jai shri ram ❤❤,Jai shri ram
316,Mast song ha❤❤❤,Mast song ha
317,20 October ko kon kon Hanuman chalisa sun raha 🎉❤,Who is listening to Hanuman Chalisa on 20 October? 🎉
318,Jai shree ram ❤ Jai shree hanuman ji ❤,Hail Lord Rama, Hail Lord Hanuman.
319,October me kon kon dekhra 😊😊,who did you see in October 😊😊
323,Jai bajrang Bali 🙏🙏,Jai Bajrang Bali 🙏🙏
324,Jai shree Ram 🙏❤,Jai shree Ram  🙏
325,Jai bajrang bali ❤,Hail Bajrangbali
327,I proud most views video in world "hanuman chalisa" ❤❤❤,I proud most views video in world hanuman chalisa
333,Karwa chauth ke din kaun kaun suun RHA hai 🎉,Who is listening to this on the day of Karva Chauth 🎉
334,Jay,, Shree,,,ram,,,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏❤❤❤❤❤❤❤🙏🙏🙏👑👑👑👑👑👑👑👑👑👑👑👑👑🙏🙏🙏🙏🙏❤❤❤❤❤🙏🙏🙏🙏🙏🙏🙏🙏🙏👑👑👑👑,Jay Shreeram 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏👑👑👑👑👑👑👑👑👑👑👑👑👑🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏👑👑👑👑
336,Jay Shree Ramji❤❤❤🎉🎉🎉😅😅😅Jay Bajrangbali,Jay Shree Ramji Jay Bajrangbali 🎉🎉🎉😅😅😅
339,20 October ko kon kon sun raha ha 😊😊,Who is listening to October 20 😊😊
341,Jay shri hanuman 🙏🙏💖💖,Jay shri hanuman 🙏🙏💖💖
344,❤best music in our life ❤❤jai shree ram ♥️♥️,best music in our life jai shree ram
345,Jai shree ram ji jai shree hanuman ji 🙏♥️,Hail Lord Ram, Hail Lord Hanuman 🙏
346,Kon kon Hanuman Chalisa har din sunta hai 🙏,Who recites Hanuman Chalisa every day? 🙏
347,Jai Shree Ram 🙏,Jai Shree Ram  🙏
348,Jai bajrangbali 🙏,Jai Bajrangbali 🙏
353,Jay shree ram jay bajrang bali🙏🙏,Jay shree ram jay bajrang bali 🙏🙏
355,Jai Shree Ram ❤❤🙏🙏 
Jai Hanuman Ji ❤❤🙏🙏,Jai Shree Ram 
Jai Hanuman Ji 🙏🙏🙏🙏
356,Mai abhi sun Raha hu live❤❤❤❤❤❤ kolkata se,I am currently sunbathing live from Kolkata
357,जय श्री राम 🙏 जय श्री हनुमान की जय 🙏,Jai Shara Ram Jai Shara Hanuman ka Jai 🙏🙏
360,2024❤,2024❤
363,Jai shree ram 😊❤,Jai shree ram  😊
365,Jai shree Ram jai shree ram jai shree ram 🙏🙏🙏,Jai Shree Ram Jai Shree Ram Jai Shree Ram 🙏🙏🙏
367,🙏 Jai Shree Ram 🙏,Jai Shree Ram 🙏🙏
369,JAI BAJRANGBALI ❤❤,JAI BAJRANGBALI
370,JAI HANUMAN ❤❤,Hail Hanuman
371,JAI HANUMAN❤❤,JAI HANUMAN
372,JAI SHREE BALA JI❤❤,JAI SHREE BALA JI
373,JAI SHREE RAM ❤❤,JAI SHREE RAM
374,SUNDAY 20 OCTOBER 2024 1:43 PM ❤❤,SUNDAY 20 OCTOBER 2024 143 PM
375,Jay shree ram 🙏🙏🙏🙏Jay shree hanuman ji 🙏🙏🚩🚩🚩🚩🚩🚩🚩,Jay shree ram Jay shree hanuman ji 🙏🙏🙏🙏🙏🙏🚩🚩🚩🚩🚩🚩🚩
378,goosebumps moment ❤,goosebumps moment
380,Jay shree ram 🙏🙏🙏🙏Jay shree hanuman ji 🙏🙏🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩,Jay shree ram Jay shree hanuman ji 🙏🙏🙏🙏🙏🙏🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
381,30 OCTOBER KO KON DEKH RAHA HAI ❤JAY SHREE RAM ❤,Who is watching on 30 October? Jai Shree Ram
383,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊
387,Jai shree Ram 🙏❣️,Jai shree Ram  🙏
388,Jai hanuman ❤,Hail Hanuman
389,❤❤❤vlkRA,wolfRA
390,Jai shree Ram 🙏🏻🙏🏻,Jai shree Ram  🙏🏻🙏🏻
391,हर दिन हनुमान चालीसा सुनने वालो को “जय श्री राम “🙏🙏,Jai Sharam to the one who listens to Hanuman Chalisa every day 🙏🙏
395,Jai Shree Ram 🙏🙏,Jai Shree Ram  🙏🙏
396,Jai shree ram 🙏🏻🙏🏻,Jai shree ram  🙏🏻🙏🏻
397,PGSMLPP🙏🙏,PGSMLPP 🙏🙏
398,Jai shree Shree Ram🙏🙏,Jai shree Shree Ram 🙏🙏
399,PGSMLPP🙏🙏,PGSMLPP 🙏🙏
400,😢fuxgg😢😂❤❤,fuxgg 😢😢😂
403,Day 13🙏,Day 13 🙏
405,🌹💐🙏🙏 JAY SHREE RAM JAY HANUMAN 🙏💐🌹❤️❤️❤️❤️,JAY SHREE RAM JAY HANUMAN 🌹💐🙏🙏🙏💐🌹
407,Sita Ram Sita Ram Sita Ram hanuman ji ki 🙏🙏🙏🙏🙏🙏,Sita Ram Sita Ram Sita Ram Hanuman's 🙏🙏🙏🙏🙏🙏
409,Jai Bajrang Bali 👏👏👏👏👏✨✨✨✨✨ 20 Oct 2024 Sunday ✅,Jai Bajrang Bali 20 October 2024 Sunday 👏👏👏👏👏
414,Jai Shree Ram Ji 👏👏👏👏Jai Bajrang Bali Ji 👏👏👏👏👏Jai Hanuman Ji 👏👏👏👏👏,Hail Lord Rama, Hail Bajrang Bali, Hail Hanuman 👏👏👏👏👏👏👏👏👏👏👏👏👏👏
415,जय श्री सीताराम जी जय हनुमान जी 🙏🙏🌹🌹,Jai Shar Satram J Jai Hanuman J 🙏🙏🌹🌹
416,Jay shree ram jai hanuman ji ❤❤❤❤❤,Jay shree ram jai hanuman ji
417,20-10-24 i am watching hanuman chalisa 🙏Jay  shree ram,201024 i am watching hanuman chalisa Jay  shree ram 🙏
419,Jai shree Ram ji ❤❤❤❤❤❤❤❤❤
Jai shree Hanuman ji ❤❤❤❤❤❤❤❤❤,Jai shree Ram ji 
Jai shree Hanuman ji
421,Jay sri ram 🙏,Jay sri ram 🙏
