row_number,original_comment,translated_comment
148,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
150,Қазақтар барма❤❤❤❤,Kazakhs are not allowed.
151,🎉🎉🎉😢,🎉🎉🎉😢
155,Өте😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😅😅😅😊😊😊😊😊😊😊😊😊😊😊😊😊😂😂😂😂😂😂😂😂😂😂,Very 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😅😅😅😊😊😊😊😊😊😊😊😊😊😊😊😊😂😂😂😂😂😂😂😂😂😂
163,Very  bad  song. 
😢,Very  bad  song 😢
169,왜도망가,Why are you running away?
171,Jseš dement 
😊😊😊😊😊😅,You are demented. 😊😊😊😊😊😅
173,🎉,🎉
174,I am here ❤❤❤❤,I am here
176,Узб салом🇸🇱😊,Hello Uzbek 🇸🇱😊
179,20幾年前的搖滾樂,Rock music from 20 years ago
180,Viein A.  CASAMIA❤ VIAMDND,I took A CASAMIA VIAMDND
186,It's been 15 years😢,Its been 15 years 😢
187,この音楽が公開された6日後が誕生日,My birthday is 6 days after this music is released
190,...
😊,...
😊
198,😂😂🎉,😂😂🎉
200,i love it ❤,i love it
202,😅😅😅😅😂😂😂,😅😅😅😅😂😂😂
204,I ❤ it 😂😂😂😂😂😂😂😂,I  it 😂😂😂😂😂😂😂😂
207,😂😂😂😂,😂😂😂😂
208,This ruined the song for me 😒,This ruined the song for me  😒
211,Who Is Watching in 2024 October 👇,Who Is Watching in 2024 October  👇
218,😂2024,😂2024
219,😂Rhcp,Rhcp 😂
220,Gskbe🎉,Gskbe 🎉
221,More likes than he has subs 💀,More likes than he has subs  💀
222,To much memories man New generation dont know this nostalgic😢😢,To much memories man New generation dont know this nostalgic 😢😢
224,😂,😂
225,I’ve played this song from my brothers car and it was so funny😂😂😂,Ive played this song from my brothers car and it was so funny 😂😂😂
226,Just from a frog😅😅😅,Just from a frog 😅😅😅
227,1:19 impossible ❤,119 impossible
228,How I waited the entire day on VIVA and MTV just to hear this song being played. 😅,How I waited the entire day on VIVA and MTV just to hear this song being played  😅
232,Ieuk❤,Iuk
233,😅😮😢😊😢😂
😂😮,😅😮😢😊😢😂
😂😮
234,❤❤❤❤❤❤,❤❤❤❤❤❤
247,I love this song ❤so much,I love this song so much
249,Bro made this song before I born 💀,Bro made this song before I born  💀
252,❤❤,❤❤
253,❤❤❤❤,❤❤❤❤
255,❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉😂😂😂😅😅😅😅😅😮😮😮😮😮😮❤❤❤❤😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉😂😂😂😅😅😅😅😅😮😮😮😮😮😮❤❤❤❤😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅
260,😂😂😂😂😂😂😂😂😂❤❤❤❤❤😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂❤❤❤❤❤😂😂😂😂😂😂
261,The views😮😮😮,The views 😮😮😮
263,🎉😢😂🎉😢😮😅😊😂❤,🎉😢😂🎉😢😮😅😊😂❤
264,2024😂🎉,2024😂🎉
267,😂😂😂😂😂😂😂😂😂😂😂😂😂😂GioRiA,GioRiA 😂😂😂😂😂😂😂😂😂😂😂😂😂😂
270,Who is 2024 😂😂😂😂😂,Who is 2024  😂😂😂😂😂
276,Crazy frog ain't Crazy 🗣️🔥🔥🔥🔥,Crazy frog aint Crazy 🗣🔥🔥🔥🔥
278,Questa canzone ci sono nata 😂😂😂fa ridere,This song I was born there makes you laugh 😂😂😂
281,15年前？！？！,15 years ago
282,I remember my childhood era and now im 19 years old ❤,I remember my childhood era and now im 19 years old
283,😂😂😂😂,😂😂😂😂
284,這什麼鬼歌啊難聽了,What kind of ghost song is this? It’s so ugly.
287,Anybody here 2024❤😅,Anybody here 2024 😅
289,The little crazy frog 🐸,The little crazy frog  🐸
290,Any after 15 years after 😂😂,Any after 15 years after 😂😂
291,Nostalgia 💫,Nostalgia 💫
292,Who's whatching this in october 2024
👇,Whos whatching this in october 2024
 👇
293,2024❤🎉,2024❤🎉
294,ㅋ,ㅋ
296,🎉🎉🎉ding ding😂😂,ding ding 🎉🎉🎉😂😂
299,Yes I Monkey😊😊😊🎉,Yes I Monkey 😊😊😊🎉
300,It was my Childhood favourite song 😂😂😂,It was my Childhood favourite song  😂😂😂
301,MJIKA😢 0:17,WORLD 017 😢
303,😂,😂
307,Who is 2024❤❤❤,Who is 2024
308,Watching this video Oct. 2024. 😁👍 Sending so much love from Vietnam to the world. ❤❤❤❤,Watching this video Oct 2024  Sending so much love from Vietnam to the world  😁👍
311,WE GETTING SCAMMED WITH THIS ONS 🔥🔥🔥,WE GETTING SCAMMED WITH THIS ONS 🔥🔥🔥
313,🇦🇮🇧🇫,🇦🇮🇧🇫
316,Wow hay love mainemis am amaya😊,Wow hay love mainemis am amaya 😊
317,Esta buena la canción está 🗣️🗣️🗣️💥💥💥,This song is good 🗣🗣🗣💥💥💥
319,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
321,Dios hace año que no veía este video 😅,God, I haven't seen this video in years. 😅
326,❤❤,❤❤
329,🎉😂😂😂😂😂😂😂😂😅😊,🎉😂😂😂😂😂😂😂😂😅😊
331,2024🔥,2024🔥
332,Xd  bruuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉😅😅😅😅😅😮😮😮,Xd bruuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu 😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉😅😅😅😅😅😮😮😮
334,😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂
338,Corre corre corre corre corre😂😂😂😂😂😂😂,Run run run run run run 😂😂😂😂😂😂😂
339,Corre corre😊,Run run 😊
341,1:25 😂😂😂😂,1:25 😂😂😂😂
342,!! 😂,!! 😂
344,Goooooo 2024😊😊😊😊,Goooooo 2024 😊😊😊😊
347,Me 🇲🇦🇲🇦😂😍❤,Me 🇲🇦🇲🇦😂😍
355,🇮🇷⚔️🇮🇶,🇮🇷⚔️🇮🇶
356,Good vibes in year 2024❤❤ ding ding😂😂,Good vibes in year 2024 ding ding 😂😂
357,Darun...❤❤,Darun
360,Niye herkes ingiliz😮,Why is everyone English? 😮
361,Еапрсачарапарсрсарпрапсппиарапвпврвпаппмп😅пмапвппеппооароароооаоповрп,Еапрсачарапарсрсарпрапсппиарапвпврвпаппмппмапвппеппооароароооаоповрп 😅
364,Вранарчнсатяратпр😊илашеопшпоырпоистмпоатоа👍👍👍👍👍,Vranarchnsatyaratprilasheopshpoyrpoistmpoatoa 😊👍👍👍👍👍
365,😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂😂😂😂😂😂مامابابا❤❤,Mamapapa 😂😂😂😂😂😂😂😂😂😂😂😂😂
366,😂,😂
373,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
378,5 😂😂😂😂,5 😂😂😂😂
381,Anyone in November 😂

👇,Anyone in November 

 😂👇
382,ههههههههههههههههههههه احلا ايام😂❤,Hahaha 😂
383,Super🎉,Super 🎉
384,❤❤❤17.10.2024,❤❤❤17.10.2024
386,I'm at 2024.15 years later 😅,Im at 202415 years later  😅
389,😂,😂
391,This song made me " Crazy Human"😂,This song made me  Crazy Human 😂
394,🗿🗿🗿,🗿🗿🗿
397,15 years ago omagat 😮,15 years ago omagat 😮
398,จะเจอคนไทยมาเม้นไหมว่ะ😂,Will I meet a Thai person? 😂
399,😮😅😅😅😅😀💙💙💙💙💙💙💙💙💙💙💙💙,😮😅😅😅😅😀💙💙💙💙💙💙💙💙💙💙💙💙
400,2024❤,2024❤
406,😊😊😊😊😊😊🦹🦹🦹🤔🤐👹☠️💀👾👽🤖🦠🦹🦸🌡️🌫️🔥🌋🏜️,😊😊😊😊😊😊🦹🦹🦹🤔🤐👹☠️💀👾👽🤖🦠🦹🦸🌡️🌫️🔥🌋🏜️
409,Dddfueudueuud🎉,Dddfueudueuud 🎉
413,Who is from BD?😂😂😂,Who is from BD 😂😂😂
422,😊🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤,😊🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤
423,Dá até para sentir o cheiro do churros! 😍,You can even smell the churros 😍
431,😂😂😂😂😂😂,😂😂😂😂😂😂
435,2024❤,2024❤
436,❤❤❤,❤❤❤
442,Bem bem din din din din din bim bim bim bobo bobo😮🎉,Drink drink din din din din bim bim bim bobo bobo 😮🎉
443,Melhor música do mundo bem bem🎉 0:19,Best music in the world well well 019 🎉
444,W i still love this jam 🔥🔥🔥,W i still love this jam 🔥🔥🔥
445,b..ls is erased 😄,bls is erased  😄
446,😂 the funniest song ever. I watch it all the time like every single day.,the funniest song ever I watch it all the time like every single day 😂
452,It's crazy to think it's already been 15 years😢,Its crazy to think its already been 15 years 😢
455,Better than ksi 🗿,Better than ksi 🗿
458,Man this song is older than me
edit: I never got a like our a comment 😢,Man this song is older than me
edit I never got a like our a comment  😢
460,هههههه😂,Hahahahahaha 😂
462,Кто из 2025❤,Who from 2025
464,🎉🎉🎉,🎉🎉🎉
465,Listeners in 2024
👇,Listeners in 2024 👇
469,My beautiful childhood❤,My beautiful childhood
470,Meeeeeeeee🎉😂,Meeeeeeeeeeeee 🎉😂
471,This bring back the good old memories😂😂,This bring back the good old memories 😂😂
472,😭😭🤣🤣🤣❤️,😭😭🤣🤣🤣❤️
473,❤️,❤️
477,❤😊❤😂😊😂😊🎉coccvv,coccvv 😊😂😊😂😊🎉
478,i'm back in 2024💔,im back in 2024 💔
481,항상 언제나 건행하세요,Always, always, always be healthy
482,1.34😮😮,1.34😮😮
483,😅😅😅,😅😅😅
484,Who is 2024😂😂😂😂😂,Who is 2024 😂😂😂😂😂
485,4 M views 💀💀💀💀💀💀💀💀,4 M views 💀💀💀💀💀💀💀💀
486,0.25x💀🤣,025x 💀🤣
488,2024❤❤❤,2024❤❤❤
490,Это не официальная версия. В официальной версии у него писюн был😂,This is not the official version. In the official version he had a dick. 😂
492,Child wood Vibe 🎉❤,Child wood Vibe  🎉
497,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
502,Our Childhood Masterpiece. ❤,Our Childhood Masterpiece
507,😊😊😊😅😅😅,😊😊😊😅😅😅
509,who’s here today👇,whos here today 👇
513,😂😂😂😂😂,😂😂😂😂😂
519,I just found this accidentally😮....,I just found this accidentally 😮
520,😅I'm here from 2024,Im here from 2024 😅
525,Greatest of all time❤,Greatest of all time
526,15 ans déjà 😭😭😭,15 years already 😭😭😭
532,Ouvindo aqui no Brasil 🎉😊,Listening here in Brazil 🎉😊
533,Animations back then were something else,Glad it was part of my chilhod❤,Animations back then were something elseGlad it was part of my chilhod
539,WILL NEVER BE FORGOTTEN! ✨,WILL NEVER BE FORGOTTEN
540,مره حبيت والله❤❤❤,I loved once, I swear
541,4 миллиарда просмотров? 😳,4 billion views 😳
543,Классная песня ❤❤❤❤,Cool song
545,I'm from Indonesia 🇮🇩 and from the future in 2024,Im from Indonesia  and from the future in 2024 🇮🇩
553,😂😂😂😂,😂😂😂😂
554,Once this song was a super hit, but now it is a masterpiece.🔥🔥☠️,Once this song was a super hit but now it is a masterpiece 🔥🔥
557,Madness personified—frogified?? 😂,Madness personifiedfrogified  😂
558,Nostalgia al 100%❤,Nostalgia al 100
563,意味わからん,I don't understand
565,jkbvhjhghfvuhifduihfvh😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,jkbvhjhghfvuhifduihfvh 😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
567,Ggvvvggggvgffk7⁸😂j❤vxlk⁹p,Ggvvvggggvgffk7⁸jvxlk⁹p 😂
568,Hahahahahhahahaha 😂😂,Hahahahahahahahaha 😂😂
573,😅😅Хотя Хотя й%0,Although Although y0 😅😅
575,😂😂😂😂😂😂😂😂😂 شيء بضحك شيء بضحك يا جماعه,Something funny, something funny, guys 😂😂😂😂😂😂😂😂😂
576,😊😊😊😊😊😊😊😊😊😊😊,😊😊😊😊😊😊😊😊😊😊😊
577,😊😊😊😊😊😊😊😊😊 0:19,😊😊😊😊😊😊😊😊😊 0:19
578,2024 still watching from 2015😂😂
Very interesting and satisfying video❤❤,2024 still watching from 2015
Very interesting and satisfying video 😂😂
579,hello 2024🎉,hello 2024 🎉
582,Best song ever in the world🎉🎉🎉🎉🎉🎉😂🎉🎉❤❤❤❤❤❤,,Best song ever in the world 🎉🎉🎉🎉🎉🎉😂🎉🎉
590,Yu😅,Yu 😅
599,Still in my brake 🎉🎉🎉❤😂,Still in my brake 🎉🎉🎉😂
602,Answer me for 2024❤❤❤,Answer me for 2024
603,😂😂😂😂🤣🤣🤣🤣🤣😎😎😎,😂😂😂😂🤣🤣🤣🤣🤣😎😎😎
607,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 2:33,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 2:33
609,Sou brasileira 
😢,I am Brazilian 😢
611,ニューヨーク・メッツ,New York Mets
613,Parece umadança robô😂😂😂😂,It looks like a robot dance 😂😂😂😂
615,Hola  💚,Hello 💚
616,Anyone here nearly 2025💀,Anyone here nearly 2025 💀
619,Jn  hj😂xdcdtsd,Jn  hjxdcdtsd 😂
622,😀😊🙂🫥😑😬☹️😞😠😡🤬aaaaaaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa 😀😊🙂🫥😑😬😞😠😡🤬
623,🎉,🎉
626,Юл ты ль с эвддээ😅дзхвээхщувлая.    


Делать за ЖЖ
 1:40 тикйййй смешной меня,Yul you le s evddeeedzkhveehshchuvlaya

Do for LJ
140 tikiiiiii funny me 😅
628,😨😨😨😨😨😨😨😨,😨😨😨😨😨😨😨😨
632,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️  love,love
635,Who is listening in October 2024❤,Who is listening in October 2024
638,I love you so much do you ❤❤❤❤❤❤,I love you so much do you
641,fgmgbaaaaaaa😊,fgmgbaaaaaaaaa 😊
650,❤ilu🎉❤,city 🎉
651,ليش بس اني عربي ☹️,Why only I am Arab?
654,15ปีที่เเล้วเพลงกลับมาในปี2024😂,15 countries and the song will be released in 2024. 😂
658,Geil❤❤❤,Horny
660,🤣😂😂🤣😂,🤣😂😂🤣😂
662,Почти 5мрлд посмотреть 😮😮😮,Almost 5 billion watch 😮😮😮
663,2:34 взьогт на работе полудня тшхь ьщрщулди❤❤,234 take a break from work midday
664,Estava horrores quando era penena,até hoje escuto🎉,It was horrible when I was a penna, I still hear it today 🎉
665,2024 guys🎉,2024 guys 🎉
669,2025🙋‍♂️,2025🙋‍♂️
673,😂😂🤣🤣,😂😂🤣🤣
677,All this time i thought it was an aliens 😭,All this time i thought it was an aliens  😭
679,October 2024, this video still the best ever 🎉🎉,October 2024 this video still the best ever  🎉🎉
680,🤣😄😁👍✌️,🤣😄😁👍✌️
681,😢😢😢😢😢😢😢ich liebe dich und dein Songs,I love you and your songs 😢😢😢😢😢😢😢
683,Мидмлиижьрхло😂рпжьчмт❤бвдидь,Midmliizhrkhlorpzhchmtbvdid 😂
686,2024 attendance 👇😅,2024 attendance 👇😅
688,😂😂😂😂😂😂 I don’t now  why I like it 😂,I dont now  why I like it  😂😂😂😂😂😂😂
690,😅😂😂😂😂😂😂😂😂😂😂😂,😅😂😂😂😂😂😂😂😂😂😂😂
692,Siempre será un temazo 🗣🔥❗️,It will always be a great song 🗣🔥
696,💜🍄g4yyy4ggg4uuuyg💜💜💜😅,g4yyy4ggg4uuuyg 💜🍄💜💜💜😅
697,😂,😂
698,2024🔥🔥🔥,2024🔥🔥🔥
699,Woffo woffo baby 😮😮😮,Woffo woffo baby  😮😮😮
707,Scatman me encanta 🥰😍🤩🖼️,I love Scatman 🥰😍🤩🖼
713,Nostalgia 😊,Nostalgia 😊
714,Purani yadein taza ho gyi ❤😊😂,Old memories became fresh 😊😂
719,🎉🎉🎉🎉🎉,🎉🎉🎉🎉🎉
720,Aaj bhi vhi baat hai 13 saal ho gaye 😘🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌,The same thing is happening even today, 13 years have passed 😘🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌
725,XD 🤣😂🤣😂,XD 🤣😂🤣😂
726,I just found out this has subtitles help me 😭😭💀,I just found out this has subtitles help me  😭😭💀
728,I better not be the only person who hated this song 😭,I better not be the only person who hated this song  😭
730,🐸,🐸
732,😂😂,😂😂
733,Hola 👋👋👋👋,Hello 👋👋👋👋
734,"ring ding d-d ding ding ring ding d-d bem bem bem" such a motivational song😭❤️,ring ding dd ding ding ring ding dd bem bem bem such a motivational song 😭
735,Lol 😂,Lol 😂
736,They need a new song like new Duck Song & remaster stuff ^~^ 😊😂🎉😮🎉,They need a new song like new Duck Song  remaster stuff   😊😂🎉😮🎉
740,Masterpiece 😂,Masterpiece 😂
742,MI INFACIA DE PEQUEÑO ❤,MY CHILDHOOD AS A LITTLE GIRL
749,:%43≠ &3%6_₽
Неоо^/÷■,43 36_
Nooo
751,Anyone in 2024 😅,Anyone in 2024 😅
752,Come on 🎉,Come on  🎉
753,Melhor música do mundo😅,Best music in the world 😅
757,انا احدثكم من المستقبل 
انا الان في عام 2024
كانت 15 عشر سنه مؤلمه,😶‍🌫️🥴,I am talking to you from the future
I am now in the year 2024
It was 15 painful years 😶🌫🥴
762,Algum brasileiro aqui em 2024? 🇧🇷,Any Brazilian here in 2024 🇧🇷
768,Old is gold❤,Old is gold
773,Robert to you ❤️ and see that my resume,Robert to you  and see that my resume
783,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
786,А я когда то её боялся😂,I was afraid of her once. 😂
787,Вчера я видел сон очень старый сон😢,Yesterday I saw a dream, a very old dream 😢
790,Who is she 2050😂,Who is she 2050 😂
794,Nice job crazy frog 🐸,Nice job crazy frog 🐸
795,有沒有台灣人😂,Are there any Taiwanese? 😂
797,🐸,🐸
800,🤣🤣🤣🤣🤣❤‍🩹❤‍🩹❤‍🩹hahahahaahahahahahahah,hahahahahahahahahahaha 🤣🤣🤣🤣🤣🩹🩹🩹
801,I'm 4 years old now, and obviously not 22
😂😂😂,Im 4 years old now and obviously not 22
 😂😂😂
804,Легенда🔥,Legend 🔥
810,My childhood favorite song😊,My childhood favorite song 😊
813,2009: epic music 
2024: A LEGEND MUSIC 🔥🔥🔥🔥🔥🔥🔥🔥,2009 epic music 
2024 A LEGEND MUSIC 🔥🔥🔥🔥🔥🔥🔥🔥
815,❤😂🎉😢🎉😮🎉😅🎉😊😊😅😮😅😊😊,❤😂🎉😢🎉😮🎉😅🎉😊😊😅😮😅😊😊
816,❤❤❤🎉🎉🎉,❤❤❤🎉🎉🎉
820,wow i cant belive u just record 😮,wow i cant belive u just record  😮
828,I LOVE THIA SONG SO MUCH "DING DING"🎉😊,I LOVE THIA SONG SO MUCH DING DING 🎉😊
830,I love it ❤❤😅🎉🎉🎉,I love it 😅🎉🎉🎉
831,This was my childhood favorite song😢 2:41,This was my childhood favorite song 241 😢
836,Estou em estado de choque 😃,I'm in shock 😃
837,Cool😂,Cool 😂
846,Aaaaaaaaaaaaaaaaaaa😩😩😩😩😩😩😩te. Amo soy  tu fan,Aaaaaaaaaaaaaaaaaaaate I love you I'm your fan 😩😩😩😩😩😩😩
850,😅,😅
852,❤,❤
858,4.8 billions?? Really??😱,48 billions Really 😱
860,❤❤❤❤🎉🎉🎉🎉🎉🎉❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,❤❤❤❤🎉🎉🎉🎉🎉🎉❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊
868,A normal day in 2009😂😂😂,A normal day in 2009 😂😂😂
872,2024🎉😂,2024🎉😂
873,😂😂,😂😂
874,My teacher decied to put it this song in school 1 year ago 💀,My teacher decied to put it this song in school 1 year ago  💀
876,Someone in 2024 listening to this great song?❤️,Someone in 2024 listening to this great song
883,حتی علی شاکر مو هیج لایکان😂😂😂,Even Ali Shaker doesn't have any likes. 😂😂😂
884,Its crazy when my teachers decided to open this song on Sports day😭😭,Its crazy when my teachers decided to open this song on Sports day 😭😭
892,Bro thinks he’s crazy frog💀🙏,Bro thinks hes crazy frog 💀🙏
896,W ww going on😂🎉🎉,W ww going on 😂🎉🎉
897,LA CANZONE MI PIACE TANTISSIMO ❤❤❤❤❤❤,I LIKE THE SONG SO MUCH
899,Graduation party of my primary school… 💭🥰
Nostalgia to 💯 % !!! 💭🥰,Graduation party of my primary school 
Nostalgia to     💭🥰💯💭🥰
905,Ngày xưa nhảy mệt nghỉ 😂😂😂,I used to dance so hard 😂😂😂
906,❤❤❤❤ j'adore,Jade
908,I love❤,I love
913,like this favorit the song.💌,like this favorit the song 💌
914,😂,😂
916,Who watch it on 2024😂😂,Who watch it on 2024 😂😂
918,12.10.2024 KURDİSTAN.❤🎉,12102024 KURDİSTAN 🎉
919,I’m go to gems founders and this song comes for green house (gems founders students👇,Im go to gems founders and this song comes for green house gems founders students 👇
920,Кто из 2024?😊,Who from 2024 😊
923,Si great ❤,And nausea
925,🤭🤔🤪🥶😪,🤭🤔🤪🥶😪
926,Emlla❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉😊😊😊😊😊,Emla 🎉🎉🎉🎉🎉🎉🎉🎉🎉😊😊😊😊😊
928,2024😮🎉,2024😮🎉
934,Everytime someone likes this comment, I will listen to this song again 😂,Everytime someone likes this comment I will listen to this song again  😂
936,Who remembers we wathed this in 2018
   👇,Who remembers we wathed this in 2018
    👇
939,Легендарная песня❤,Legendary song
943,2025😂,2025😂
946,アニメーションの見た目と声のギャップが好きすぎる,I love the gap between the appearance of the animation and the voice.
