row_number,original_comment,translated_comment
251,🙇😍🤩🤩🤩🤩🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😋😋😋🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,🙇😍🤩🤩🤩🤩🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😋😋😋🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩
252,X🥲😊,X 🥲😊
254,Do do do don't believe me just watch😂😂🎉🎉🎉🎉🎉🎉🎉,Do do do dont believe me just watch 😂😂🎉🎉🎉🎉🎉🎉🎉
255,É hoje !! Só vem Brunão ❤,It's today, just come Brunão
256,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
257,MICHEL JAKSON ❤❤❤❤❤❤❤❤!!!!!!!!!!,MICHEL JAKSON
258,❤❤❤❤❤❤❤❤❤tankio virimach beautifaul musique ❤,density cooking beautifaul musique
261,Leslie hahaha 🤣 hot 🔥 on fire since I was brought into the Flock hahaha 🤣 there she goes hahaha 🤣🤣,Leslie hahaha  hot  on fire since I was brought into the Flock hahaha  there she goes hahaha  🤣🔥🤣🤣🤣
264,Y love you Bruninho 🇧🇷🇧🇷🇧🇷🇧🇷❤,I love you Bruninho 🇧🇷🇧🇷🇧🇷🇧🇷
266,不敢相信这是9年前的音乐这么流行,I can't believe this music was so popular 9 years ago
269,❤ Love this video,Love this video
276,아래 깔리는 리듬이 매력적이다,The rhythm underneath is attractive
277,My mum's literally cleaning to this playlist its that good 😂😂,My mums literally cleaning to this playlist its that good  😂😂
279,Gente o homem aranha no MV 😮,People, Spider-Man in the MV 😮
281,💤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 2:46 2024???,💤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 2:46 2024???
282,💤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 2:46 2024???,💤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 2:46 2024???
283,Me😂,Me 😂
285,👏👏👏👏👏👏👏👏👏,👏👏👏👏👏👏👏👏👏
288,No me gustó es lo peor que e escuchado le di su dislike ☹️😞💀,I didn't like it, it's the worst thing I've ever heard, I gave it a dislike 😞💀
293,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
303,린짜,Lincha
304,홀리 쉿 마더,Holy shh mother
306,I thought bruno mars owned this song turned out mark ronson had it😅,I thought bruno mars owned this song turned out mark ronson had it 😅
308,Bruno Mars G.O.A.T 🐐,Bruno Mars GOAT  🐐
310,Pls make some more videos like this👍👍👍,Pls make some more videos like this 👍👍👍
314,❤❤❤,❤❤❤
317,People that were either bored and are listening to random hit or just chillin.
👇,People that were either bored and are listening to random hit or just chillin
 👇
320,Fill my cup Put some liquor in it 😊,Fill my cup Put some liquor in it  😊
322,5billions views😭🙏,5billions views 😭🙏
326,He still does it ALL in 2024!❤,He still does it ALL in 2024
327,I love it ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,I love it
330,😊,😊
334,日本人いますかー？,Are there any Japanese people?
341,O‘ZBEKISTAN 🇺🇿  olg‘a 2024,UZBEKISTAN is 2024 🇺🇿
342,i was all happy with this song and then saw the date that it was released 😥,i was all happy with this song and then saw the date that it was released  😥
344,2196万👍はイカれてる笑,21.96 million is insane lol 👍
348,This is the ultimate dance song 😊,This is the ultimate dance song  😊
350,❤,❤
354,すごく申し訳ないけど
ドンペリ２０杯と聞こえてしまう自分がいる（）,I'm so sorry, but I hear 20 glasses of Dom Perignon
358,❤ 2024 October 🥰🥳,2024 October  🥰🥳
362,🥳🥳🥳🥳🥰🥰😍😍😍😍😍😍😍😍😂😂😂🤣🤣😅😅😅😅😅🫠🫠🫠,🥳🥳🥳🥳🥰🥰😍😍😍😍😍😍😍😍😂😂😂🤣🤣😅😅😅😅😅🫠🫠🫠
363,Don't believe me , juste watchhhhhhhhhhh 🎧🎶🎶🎶🎶🎶🎼🎼🎼🎼🎼🎵🎵🎵🎤🎤🎤🎤🎤,Dont believe me  juste watchhhhhhhhhhh 🎧🎶🎶🎶🎶🎶🎼🎼🎼🎼🎼🎵🎵🎵🎤🎤🎤🎤🎤
368,Half the world know this song 😮,Half the world know this song  😮
370,Ma core de danse  sur cette chanson 😂,My dance core to this song 😂
371,한국에선  마춰서  ㅋ 나이트에서춤쳐써씀~,In Korea, I finished it and used it to dance at night
375,यदि आपने इसका अनुवाद किया है, तो आपको इसे पसंद करना होगा! ❤,If you translate this you must like it
390,유쾌한 노래,A cheerful song
400,I AM right-NOW ❤❤❤❤❤❤❤❤,I AM rightNOW
401,Up , down hahahaha!!!😂😂😂,Up  down hahahaha 😂😂😂
408,✨️POV: You're a kid of the 2010s owning the street with this song😎✨️,POV Youre a kid of the 2010s owning the street with this song 😎
409,Girl said ya hola louya 😂,The girl said, "Oh, hello, louya." 😂
410,Que buen gusto musical Don Lorenzo 🗿⚽,What good musical taste, Don Lorenzo. 🗿
411,🎉🎉❤❤😅😅,🎉🎉❤❤😅😅
413,❤️,❤️
419,Cocaine is one hell of a drug 😂,Cocaine is one hell of a drug  😂
423,Есть русскоговорящие? 😂,There are Russian speakers 😂
431,❤❤❤,❤❤❤
433,I love this song omg 😨 😅❤❤❤❤❤❤😊🎉,I love this song omg   😨😅😊🎉
435,🎉🎉🎉😂😂🎉🎉🎉🎉🎉🎉,🎉🎉🎉😂😂🎉🎉🎉🎉🎉🎉
436,I and a zillion others love our Rob ❤❤❤❤🎉,I and a zillion others love our Rob  🎉
442,Get into it Bruno Mars! 😅😂❤🎉,Get into it Bruno Mars  😅😂🎉
446,I came from the weird al polka mv 💀,I came from the weird al polka mv  💀
447,In before 6 billion views 😅,In before 6 billion views  😅
448,Vim conferir o clipe por causa de Leozito. 💁🏽‍♀️,I came to check out the clip because of Leozito 💁🏽
449,2024 октябрь 12 👍👍,October 12, 2024 👍👍
451,who in the spooky month? 🎃👇,who in the spooky month  🎃👇
452,🤟😎👍,🤟😎👍
458,Oh my God! I can't believe it, I'm going to sing this song with him ❤,Oh my God I cant believe it Im going to sing this song with him
459,Uwielbiam❤❤❤ ta marynarka robi robotę 🔥,I love this jacket it does the job 🔥
460,Esta cansion due de mi graduación ❤❤,This song is about my graduation
461,❤,❤
464,한국인 모여라,Koreans gather together
465,assalamu'alaikum wrb salam kenal RIVALDO SELIAN Aceh Tenggara Kutacane I Love ❤the🌹🌹🌹 songs,,Assalamualaikum wrb Nice to meet you RIVALDO SELIAN Southeast Aceh Kutacane I Love the songs 🌹🌹🌹
469,Nice🎉,Nice 🎉
470,sonic 2 ahh song 💀👽,sonic 2 ahh song  💀👽
475,Susecrive plzz😢😢😢😢😢😢,Susecrive plzz 😢😢😢😢😢😢
479,🎉❤😅😮😢😊,🎉❤😅😮😢😊
482,Hell yea 😊😊😊,Hell yea  😊😊😊
484,Realizei meu sonho de criança e ouvi essa ao vivo 😭💗,I fulfilled my childhood dream and heard this live 😭💗
485,JUAINA CARLA MENA 17❤❤😊😊,JUANA CARLA MENA 17 😊😊
490,This fucking music video is ridiculously 🔥,This fucking music video is ridiculously  🔥
496,😂😂🥰🤩🤩,😂😂🥰🤩🤩
497,É demais ele😂🤩😍,He's too much 😂🤩😍
499,(9 years) October 2024 Anyone HERE ?? 😂❤
Say HELLO...😅 WELL THIS SONG IS SO BEAUTIFUL,9 years October 2024 Anyone HERE  
Say HELLO WELL THIS SONG IS SO BEAUTIFUL 😂😅
500,2024?❤,2024?❤
503,❤❤,❤❤
507,THE MOST POPULAR NOSTALGIA SONG OF ALL TIME, 5B VIEWS CONGRATS 👏🎉!!!!!,THE MOST POPULAR NOSTALGIA SONG OF ALL TIME 5B VIEWS CONGRATS  👏🎉
508,Anyone come here again because of Dokyeom?😂,Anyone come here again because of Dokyeom 😂
509,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
511,誰かいるかい！？,Is anyone there?
513,Uptown Funk you up 🔥🔥🔥🔥,Uptown Funk you up  🔥🔥🔥🔥
514,I am 8 and my 2 year old me: dancing like crazy 😂,I am 8 and my 2 year old me dancing like crazy  😂
515,Estaba musicaaaa😻,It was music 😻
519,❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤
520,Adoro❤❤❤❤❤,I adore
525,🍑,🍑
526,I love your songs sir 😮❤😊,I love your songs sir  😮😊
532,Nice🎉,Nice 🎉
537,October 2024 anyone😊😊,October 2024 anyone 😊😊
542,Love it❤❤🎉,Love it 🎉
543,0:56 just hits different  😫💗,056 just hits different 😫💗
546,Someone is here 2024?❤,Someone is here 2024
547,10/2024 e eu aqui 🇧🇷❤,102024 and I'm here 🇧🇷
549,Sackboy 🥺🥺❣️❣️,Sackboy 🥺🥺
554,2065? 🔥,2065? 🔥
557,anyone hare in 2024
😐,anyone hare in 2024
 😐
558,Miss this feel good music😢,Miss this feel good music 😢
563,😊,😊
565,0:56 自分用,056 For myself
569,🇧🇷2024❤,🇧🇷2024❤
574,اروش اغنية تسعيناتي😂,Arush 90's song 😂
577,2024 septiembre 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🎉🎉🎉😮🫴🇲🇽,2024 September 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🎉🎉🎉😮🫴🇲🇽
578,2024 anyone? 🙋🏽‍♂️,2024 anyone 🙋🏽
580,anybody just randomly watching 2010 hits?😁,anybody just randomly watching 2010 hits 😁
583,I said up down up down funk up😍🕴️🕺,I said up down up down funk up 😍🕴🕺
591,2:08  😊😊😊😊😊😊😊😊,2:08  😊😊😊😊😊😊😊😊
592,October 2024 anyone here 
👇,October 2024 anyone here 
 👇
594,❤🎉❤🎉❤😊,❤🎉❤🎉❤😊
595,❤🎉❤🎉❤,❤🎉❤🎉❤
596,😅,😅
599,😂😊hahahahaha,hahahahahaha 😂😊
601,2024 gang gather here ❤,2024 gang gather here
603,Bernostalgia dengar lagu ini pas masih jaman jaman warnet di Indonesia😂,Nostalgic for hearing this song when we were still in the internet cafe era in Indonesia 😂
605,happy birthday❤,happy birthday
606,Alguien en 2024 después de 2014😢,Someone in 2024 after 2014 😢
608,Bruno Mars - Uptown Funk ft. Mark Ronson❌
Mark Ronson - Uptown Funk ft. Bruno Mars ✅,Bruno Mars  Uptown Funk ft Mark Ronson
Mark Ronson  Uptown Funk ft Bruno Mars
612,Muito masssaaaa❤,Very cool
613,❤❤❤❤🎉I like🎉🎉🎉🎉🎉❤,I like 🎉🎉🎉🎉🎉🎉
614,Who's here after 9 years y'all? I'm still not over this masterpiece Bruno's on FIRE ❤‍🔥,Whos here after 9 years yall Im still not over this masterpiece Brunos on FIRE  🔥
617,He's so so so good 🫶🫶👍👏👏👏👏,Hes so so so good 🫶🫶👍👏👏👏👏
619,Love❤❤❤❤❤❤❤,Love
625,🪬🦉🦁🎾⛑️🕺🏼,🪬🦉🦁🎾⛑️🕺🏼
626,🎉,🎉
631,いい曲,Good song
632,Skibidi song dop dop ýe 😊😊😊,Skibidi song dop dop ye 😊😊😊
634,Mon,7 Oct 2024 From work place😪,Mon7 Oct 2024 From work place 😪
645,Who is watching from 2024?
👇,Who is watching from 2024
 👇
652,❤,❤
653,😮 I don't like this song,I dont like this song 😮
654,What
🎉🎉🎉,What
 🎉🎉🎉
658,I thought this was Brunos' song😭
He was just a FEATURE???,I thought this was Brunos song
He was just a FEATURE 😭
659,anyone right now🎉🎉❤❤ 7th oct 2024😅,anyone right now 7th oct 2024 🎉🎉😅
667,Infelizmente o "brilho" é sorteado.
Poucos nasceram pra brilhar e alguns nasceram pra escuridão.😢😢😢,Unfortunately, brightness is a draw
Few were born to shine and some were born to darkness 😢😢😢
674,😂😂😂,😂😂😂
678,Time travel….

🤫 


🌹,Time travel 🤫🌹
679,Okey tenkyou mutlluklar herkeze🎉😅,Okey tenkyou happiness to everyone 🎉😅
680,😂❤😂❤🎉😅😊😊😊😊😂😂😊🎉😮😮😮❤😂🎉🎉😢😢u😮,u 😂😂🎉😅😊😊😊😊😂😂😊🎉😮😮😮😂🎉🎉😢😢😮
685,Who's around 2024😅,Whos around 2024 😅
692,❤❤❤❤❤❤❤I love this song 😊😊😊🎉🎉🎉,I love this song  😊😊😊🎉🎉🎉
701,2024👇,2024👇
705,2024 sábado 5 de octubre ❤,2024 Saturday October 5
712,Anyone October 2024😊?,Anyone October 2024 😊
716,❤❤❤❤❤❤❤,❤❤❤❤❤❤❤
717,❤❤❤❤❤❤,❤❤❤❤❤❤
719,STILL V-HOT IN OCTOBER-2024 right-NOW ❤❤❤❤❤❤❤,STILL VHOT IN OCTOBER2024 rightNOW
724,Ud8f8r8❤❤❤❤❤😂😂😂😂😂😂❤❤❤❤❤😂😂😂😂😂😮😮😅😊😊😊ha 😮es 😮🎉😢🎉😅😂😅🎉😮❤❤❤ur8r8t,Ud8f8r8ha is ur8r8t 😂😂😂😂😂😂😂😂😂😂😂😮😮😅😊😊😊😮😮🎉😢🎉😅😂😅🎉😮
725,Udie5e86rut7🎉🎉🎉🎉uiro6r,Udie5e86rut7uiro6r 🎉🎉🎉🎉
740,Gotta love that bass-line 🎉😅,Gotta love that bassline  🎉😅
743,On dansais sur cette chanson en primaire ❤NOSTALGIE❤,We used to dance to this song in elementary school NOSTALGIA
751,Good music 🎶 🎵,Good music   🎶🎵
754,Obra de arte wow
❤,Wow artwork
758,❤❤🎉🎉здесь  ктото  есть,is there someone here 🎉🎉
760,Dis used to be my shi when i was little😭,Dis used to be my shi when i was little 😭
765,Bravo!🎉,Bravo 🎉
770,It's 4th October 2024 🚩,Its 4th October 2024  🚩
772,Welcome in OCT 2024🎉,Welcome in OCT 2024 🎉
778,God caring about sinners*? True Or false? Perez of Portland use to be a sinner.
😅,God caring about sinners True Or false Perez of Portland use to be a sinner
 😅
786,Fam desde estado de México viva Méxicooooooooo🎉🎉🎉,Fam from the state of Mexico, long live Mexico! 🎉🎉🎉
791,无语,Speechless
793,2:03 🥵🤗😱😳😨,2:03 🥵🤗😱😳😨
799,2024 to 4202🎉❤,2024 to 4202 🎉
805,A minha preferida 😍😍,My favorite 😍😍
806,I love this song 🎵,I love this song  🎵
810,❤❤,❤❤
811,Kdo poslouchá právě teď 3.10.2024❤,Who is listening right now 3102024
812,Bruno earth 💀,Bruno earth  💀
814,October 3 2024 😂😂❤,October 3 2024  😂😂
815,最高,Highest
817,💃💃💃💃🫣🫣🫣💃😊,💃💃💃💃🫣🫣🫣💃😊
818,👍👍👍,👍👍👍
820,❤,❤
822,❤😂,❤😂
823,He loves you and died for our sins please come to Jesus Christ He will fix everything ❤️,He loves you and died for our sins please come to Jesus Christ He will fix everything
826,Believe Me By Lil Wayne in response and Amen brother from another Mother you are to hott?!❤🎉,Believe Me By Lil Wayne in response and Amen brother from another Mother you are to hott 🎉
831,❤❤❤❤❤,❤❤❤❤❤
832,temaso❤,temaso
833,💙💙💙💙💙💙💙💙💙💙,💙💙💙💙💙💙💙💙💙💙
836,BROOOH (bruno mars☠💀),BROOOH bruno mars 💀
837,😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁
838,Listening at 3:30 am 😂😂 damn hot,Listening at 330 am  damn hot 😂😂
841,:)😊,:)😊
844,10 years later and it still slaps 🎉🎉,10 years later and it still slaps  🎉🎉
846,James Brown would be proud ❤,James Brown would be proud
847,Ha b.    Yurj
Bb jgnu
❤😮😊,Ha b Yurj
Bb jgnu 😮😊
848,❤🎉😊

Ovdj,Here 🎉😊
850,Ho are to 2024😂😂😂😂,Ho are to 2024 😂😂😂😂
855,2024 October 2 🎉,2024 October 2  🎉
858,Anyone on 2 oct 24? 😊,Anyone on 2 oct 24  😊
859,Lockリズトレ,Lock List Trading
860,❤❤❤,❤❤❤
861,🔥,🔥
863,Epic 🔥,Epic 🔥
867,Don’t sweat the swap stop 😮 😅😂 1:42,Dont sweat the swap stop   142 😮😅😂
871,🔥🔥,🔥🔥
877,Who's Listening in October 2024? 🔥😎,Whos Listening in October 2024  🔥😎
887,Quem vai no show em são Paulo esee ano ❤❤,Who's going to the show in São Paulo this year?
891,カッコよく踊れる人ばっか😆💕,There are only people who can dance coolly 😆💕
894,❤️‍🔥❤️‍🔥❤️‍🔥this song livin' in my heart for a long time,this song livin in my heart for a long time 🔥🔥🔥
895,Anyone here in 2024❤,Anyone here in 2024
897,Will anyone listen to this beautiful music in 2024❤?,Will anyone listen to this beautiful music in 2024
899,534 Crore 🎉,534 Crore 🎉
908,Mark ronson is only in the video😂 and bruno sang all of it😂😅,Mark ronson is only in the video and bruno sang all of it 😂😂😅
911,❤️🫶,❤️🫶
913,Sei nem como elogiar uma OBRA DE ARTE DESSAAAAAAAAAAAAAAAAA!!!

💃💃💃💃💃💃💃💃💃💃💃💃💃💃,I don't even know how to praise a WORK OF ART LIKE THIS 💃💃💃💃💃💃💃💃💃💃💃💃💃💃
914,October 2024
👇,October 2024
 👇
917,This was like 20 years sgo😂,This was like 20 years sgo 😂
918,i want this song played at my funeral ❤,i want this song played at my funeral
921,Algum Brasileiro ai? 🇧🇷🇧🇷🇧🇷🇧🇷,Any Brazilians there? 🇧🇷🇧🇷🇧🇷🇧🇷
928,I love this song and I am still learning the dance to it 😊,I love this song and I am still learning the dance to it  😊
930,❤❤❤Bruno Mars!!!  I'm a big fan!!!,Bruno Mars  Im a big fan
932,❤❤❤❤❤❤❤😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
933,👏🏻👏🏻👏🏻🙆🏻‍♀️🎁🌵🌱💡,👏🏻👏🏻👏🏻🙆🏻‍♀️🎁🌵🌱💡
937,有,have
939,Easeilase❤😊❤😊❤❤😊❤😊❤😊❤😊❤😊❤😊❤❤❤❤😊❤❤😊❤😊😊😊❤,Senior citizen 😊😊😊😊😊😊😊😊😊😊😊😊😊
941,2024😂⬇️,2024😂⬇️
944,ich liebe Omas ❤❤❤❤❤,I love grandmas
946,中1の体育祭の踊りのときにこの曲使って優秀賞とったよー！！！,I used this song during my dance at the sports festival in my first year of middle school and won an award.
948,2024 ❤,2024 ❤
952,Uptown fankwordがupdownに聞こえるんだな😂。,Uptown funkword sounds like updown 😂
953,おぉ～スゲー久しぶりにドンキーの見て
字幕無しの方見ようと思ってきたら
