row_number,original_comment,translated_comment
86,😊😊😊😊😊😊❤🎉,😊😊😊😊😊😊❤🎉
87,Before saw lyrics I sing a song different way 😂😂.,Before saw lyrics I sing a song different way  😂😂
89,20 Oct 2024 🎉,20 Oct 2024  🎉
90,😍😍😍😍😍😍😍😍😍😍😍😍😍😍,😍😍😍😍😍😍😍😍😍😍😍😍😍😍
91,BRASIL AQUI ❤,BRAZIL HERE
92,I think it's time south Africa win women t20 world cup ❤,I think its time south Africa win women t20 world cup
93,Song💥😌,Song 💥😌
94,This time for 🌍 ❤❤❤,This time for   🌍
96,The best world cap 2010💔,The best world cap 2010 💔
98,Fèm rive ak 1k like chak moun kap gadel nan ane 2024 sa please🙏🙏🙏🙏,Let's reach 1k likes for everyone watching in 2024 please 🙏🙏🙏🙏
105,Brasil❤❤❤❤❤❤,Brazil
106,This song deserve respect 🎉,This song deserve respect  🎉
107,I don't usually comment but when it comes to these 2 💯,I dont usually comment but when it comes to these 2  💯
112,October 2024🇿🇦🇿🇦🇿🇦,October 2024 🇿🇦🇿🇦🇿🇦
113,your  voise 😍  is amazing,your  voise   is amazing 😍
114,2024❤🎉,2024❤🎉
116,Was für eine Frau Perfektor Hüftschwung,Geiles aussehen tolle Stimme 🎉,What a woman Perfector Hip swingGreat looks great voice 🎉
118,👑👑👑👑,👑👑👑👑
121,❤❤❤,❤❤❤
122,is good ❤❤,is good
126,👍👍👍👍👍,👍👍👍👍👍
127,Love❤️👍,Love 👍
130,❤❤❤,❤❤❤
132,4B thats crazy 😮😮😮😮,4B thats crazy  😮😮😮😮
134,Out 2024 🎉,Out 2024 🎉
139,From 2024 November 🎉🎉🎉 enjoying ❤❤,From 2024 November  enjoying 🎉🎉🎉
140,19 octobre 2024 qui et la ? ❤️❤️❤️❤️,October 19, 2024 who and the
141,You are a good soldier ❤,You are a good soldier
142,19 October 2024❤,19 October 2024
144,VIVA EL FUTBOOLLL!!!⚽⚽ BAGGIO,LONG LIVE FUTBUOLLL BAGGIO
147,piala dunia terbaik dan paling membekas kenangannya 😢,the best and most memorable world cup 😢
149,Who in 2025 😂😂,Who in 2025  😂😂
151,Uzbekistan 🇺🇿,Uzbekistan 🇺🇿
152,😍,😍
155,❤ from india,from india
156,I love you, ❤❤🇿🇦 South Africa 🇿🇦❤❤❤,I love you  South Africa  🇿🇦🇿🇦
165,N❤❤wyk😊,Neighborhood 😊
167,I remember when this song was released 2010 when I was pregnant with my first born daughter ❤❤🎉,I remember when this song was released 2010 when I was pregnant with my first born daughter  🎉
168,Anyone October 2024 ❤❤🎉,Anyone October 2024  🎉
171,❤❤😊😅😂😂😂🎉🎉a svedlove pred oltářem,and in front of the altar 😊😅😂😂😂🎉🎉
172,2026😮,2026😮
178,ท่านพ่อยืมตราพระเจ้าแผ่นดินดินอังกฤษ🙏🗽♥️ขอทรงพระเจริญด้วยเกล้าด้วยกระชอนเดชะ  พระคุณล้นฟ้าพระมหาราชา,I would like to offer my best regards to the King of Thailand, the King of the Land of the Golden Monkey. May His Majesty the King be prosperous and glorious. 🙏🗽
179,😂😂😂😂😂,😂😂😂😂😂
181,20/20😅,20/20😅
183,Adoro África lindo de mais ❤❤,I love Africa, it's so beautiful
185,Anyone in October 2024❤؟؟,Anyone in October 2024
192,❤❤❤❤,❤❤❤❤
194,Who is just randomly think to listen old song...😶✅😐,Who is just randomly think to listen old song 😶😐
195,4:09 ❤❤❤❤❤❤ là một loài thực vật có ❤❤❤❤❤❤,409 is a plant species that has
199,Welcome from argentina ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂😂❤❤😂😂😂❤❤😂😂,Welcome from argentina  😂😂😂😂😂😂😂😂😂
200,Wow how are you doing today ❤🎉,Wow how are you doing today  🎉
202,Anyone 19/10/2024❤❤,Anyone 19102024
203,Now 2024❤,Now 2024
205,Destronó a Katy Perry, se convirtió en el vídeo más visto 🎉🎉🎉,Dethroned Katy Perry and became the most viewed video 🎉🎉🎉
208,2024😮,2024😮
209,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
211,❤❤❤🎉hi hello love you thank you so much ❤❤🎉,hi hello love you thank you so much  🎉🎉
215,No "WhO iS hErE iN 2024? 👇🏻👇🏻👇🏻" comments allowed here.,No WhO iS hErE iN 2024  comments allowed here 👇🏻👇🏻👇🏻
219,💜,💜
220,And Africa delivered ❤❤,And Africa delivered
221,So good ❤❤❤,So good
223,❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤
224,❤❤❤❤,❤❤❤❤
228,❤,❤
230,World pooulation 8 Arab, viewer of this song is  over 4 arab. What a historic song is this😘😘😘,World pooulation 8 Arab viewer of this song is  over 4 arab What a historic song is this 😘😘😘
233,Que rica esta musica ❤🎉🎉🎉,How delicious this music is 🎉🎉🎉
234,❤❤❤❤❤❤love love love love love love,love love love love love love
236,Me in 2024 at 1:10 am😂,Me in 2024 at 110 am 😂
239,😢,😢
240,Most beautiful World Cup song ❤,Most beautiful World Cup song
241,❤❤❤❤❤,❤❤❤❤❤
243,October 2024...💃💃💃💃💃💃💃💃💃💃💃,October 2024 💃💃💃💃💃💃💃💃💃💃💃
244,2024 🔥👍🏼,2024 🔥👍🏼
247,2024❤🔥🕺,2024❤🔥🕺
250,A masterpiece song for all time ❤,A masterpiece song for all time
251,18 del Octubre 2024 🎉🎉🇧🇷🇧🇷🇧🇷🇧🇷🫶🙌👋,October 18, 2024 🎉🎉🇧🇷🇧🇷🇧🇷🇧🇷🫶🙌👋
252,Aaaaaaa!!!😂😂😂😂❤❤❤❤🎉🎉🎉🎉😢😢😢😢😅😅😅😅😊😊😊😊😊😊😊😊😊😊😅😅😊😊,Aaaaaaaaa 😂😂😂😂🎉🎉🎉🎉😢😢😢😢😅😅😅😅😊😊😊😊😊😊😊😊😊😊😅😅😊😊
255,❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉😢😮😮😮😮😮😮😮😮😮😮😮😅😅😅😅😅😅😅😅😊😊😊😊😊😊😊😊😊😊😊❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉😢😮😮😮😮😮😮😮😮😮😮😮😅😅😅😅😅😅😅😅😊😊😊😊😊😊😊😊😊😊😊❤❤❤❤❤❤❤
256,Gossbums....❤,Gossbums
257,Who played football (i play)
👇,Who played football i play
 👇
260,👏🏻👏🏻👏🏻👏🏻🎊🎊🎊🎊,👏🏻👏🏻👏🏻👏🏻🎊🎊🎊🎊
261,Who is like me in 2024? 1k likes please 🙏,Who is like me in 2024 1k likes please 🙏
262,Ronaldo!!!!!!!!!!!!!❤❤❤❤,Ronaldo
263,Love from Bangladesh 🇧🇩❤️,Love from Bangladesh  🇧🇩
264,Anyone 2024 October
👇,Anyone 2024 October
 👇
266,Fire song kweli😊😊😊😊😊❤❤❤🎉🎉,Fire song indeed 😊😊😊😊😊🎉🎉
267,💌💌💌😍😍😍🤑❤️,💌💌💌😍😍😍🤑❤️
268,I love you ,I miss you so much  and I love  this  song 🎵,I love you I miss you so much  and I love  this  song  🎵
269,Anyone in 2024😢,Anyone in 2024 😢
271,I love this song (1 like and i like you❤🥰,I love this song 1 like and i like you 🥰
272,Brasil 🎸🎷❤🇧🇷,Brazil 🎸🎷🇧🇷
273,Who is October 2024❤,Who is October 2024
274,2024 October ❤,2024 October
277,October 2024,🗿🗿,October 2024 🗿🗿
278,Le son africain remix👏👏👏,African sound remix 👏👏👏
279,Nah my favorite song  🥺✨♥️,Nah my favorite song   🥺
281,When Messi was looking like Oliver from Hannah Montana 😂😂,When Messi was looking like Oliver from Hannah Montana  😂😂
283,Love from INDIA 🇮🇳 ♥️,Love from INDIA   🇮🇳
286,Messi goat button 🔘,Messi goat button 🔘
291,2010... After world cup final. I married with my wife... ❤❤❤ 14 years. Not feel until now,2010 After world cup final I married with my wife  14 years Not feel until now
295,Узбекистан❤,Uzbekistan
306,2024 October 🇭🇺🇭🇺🇭🇺🇭🇺❤️🤍💚 have a lovely day,2024 October  have a lovely day 🇭🇺🇭🇺🇭🇺🇭🇺🤍💚
308,California Bar               you knew                   Stay BV🔥🔥🥰🔥🔥🥰🥰🥰🥰🍾🍾👯👯👯👯💃🏼🎊🎈,California Bar               you knew                   Stay BV 🔥🔥🥰🔥🔥🥰🥰🥰🥰🍾🍾👯👯👯👯💃🏼🎊🎈
311,I am coming back in 2026. Please 🙏 like 
👇,I am coming back in 2026 Please  like 
 🙏👇
314,❤❤❤❤❤❤❤❤❤အားပေးနေတယ်ခလေးကြိုးစားပါ,❤❤❤❤❤❤❤❤❤အားပေးနေတယ်ခလေးကြိုးစားပါ
317,Anyone 2024
👇,Anyone 2024 👇
318,Nostalgia people's like here(19/10/24)....❤❤,Nostalgia peoples like here191024
319,this song belongs to us south Africans😭,this song belongs to us south Africans 😭
320,Who's here in 2051 with biceps inbuilt speker 🔊,Whos here in 2051 with biceps inbuilt speker  🔊
322,Love shakira ❤❤❤❤❤❤,Love shakira
324,Thanks for 0 likes😢,Thanks for 0 likes 😢
325,People listening to this in 2024
👇,People listening to this in 2024
 👇
327,Listening in 2024 still feels fresh ❤❤❤❤ proud African ❤❤🎉,Listening in 2024 still feels fresh  proud African  🎉
329,This song give motivation 😂,This song give motivation  😂
330,I noticed one thing in this song that Ronaldo 😂😂😂😂 now the Goat Ronaldo,I noticed one thing in this song that Ronaldo  now the Goat Ronaldo 😂😂😂😂
332,2024❤😂🎉,2024❤😂🎉
333,🎵🦕🛸⭐☀️⭐🛸🦕🎵,🎵🦕🛸⭐☀️⭐🛸🦕🎵
334,We all Africa❤❤❤,We all Africa
337,❤,❤
338,I am TamilNadu I am Trans India this is my favourite song of me ❤️❤️❤️❤️,I am TamilNadu I am Trans India this is my favourite song of me
342,Именно так чувствуется май 🎉🎉🎉🎉,This is how May feels 🎉🎉🎉🎉
343,🙏,🙏
344,Pasó a ser una de las más reproducidas en 2024 ❤,It became one of the most played in 2024
345,2024 Also best❤,2024 Also best
347,❤❤❤❤❤,❤❤❤❤❤
349,Acá los que le ven desde 2024 y 2025😅😅😅,Here are those who see him from 2024 and 2025 😅😅😅
351,Anyone October 2024 hearing this masterpiece song ❤,Anyone October 2024 hearing this masterpiece song
353,Samina mina a..a😆,Samina mina aa 😆
356,😍,😍
359,Who’s here with me October 2024🕺💃,Whos here with me October 2024 🕺💃
360,This song is legendary, 14 years ago and over a thousand people still come here to listen 🎶💃💃,This song is legendary 14 years ago and over a thousand people still come here to listen  🎶💃💃
362,14 years ago😭❤,14 years ago 😭
368,17 octobre 2024 🎉❤,October 17, 2024 🎉
369,The best song of world cup ever🎉 always feel good and exciting😊,The best song of world cup ever always feel good and exciting 🎉😊
370,I like this song❤❤❤❤,I like this song
371,Please like me 😢😢😢😢😢,Please like me 😢😢😢😢😢
372,サッカーで世界は繋がれる,Soccer connects the world
373,Like ❤,Like
374,Zoʻrr❤❤❤❤,Zoʻrr
376,İn amazing music ❤ love you Shakira
👎
👇,İn amazing music  love you Shakira 👎👇
381,União de povos futebol ⚽🏈 galera❤🎉🎉🎉🎉,Union of peoples football gang 🏈🎉🎉🎉🎉
384,❤❤❤,❤❤❤
386,我不會說英文但我國小有聽過這個,I don't speak English but I heard this when I was a kid
387,❤❤❤❤❤❤❤❤❤❤❤❤❤❤🌹🌷🌺❤💞💕💟Shakira,Shakira 🌹🌷🌺💞💕💟
388,2010 was the best year to South Africans 🇿🇦💯,2010 was the best year to South Africans  🇿🇦💯
390,Je suis fière de être africaine 🥰😻,I am proud to be African 🥰😻
398,2010😖😫😩,2010😖😫😩
400,October 2026✋✋?,October 2026
403,2024😂❤,2024😂❤
404,Love you shakira❤..2024,Love you shakira2024
406,❤❤❤😊😊😊,❤❤❤😊😊😊
409,Who is here in October 17 2024😍🥰,Who is here in October 17 2024 😍🥰
410,من جاء اليوم 😭😭😭,Who came today? 😭😭😭
413,❤❤❤,❤❤❤
418,Who is in 2024 👇👇👇me pls like,Who is in 2024 me pls like 👇👇👇
419,Have nice❤❤❤🇧🇩🇧🇩🇧🇩,Have nice 🇧🇩🇧🇩🇧🇩
420,Have nice❤❤❤🇧🇩🇧🇩🇧🇩,Have nice 🇧🇩🇧🇩🇧🇩
421,Have nice❤❤❤,Have nice
423,Nice voice 😮 and l like it 😁😁,Nice voice  and l like it 😮😁😁
426,quien 2024❤,who 2024
428,❤,❤
430,When the Arab part comes Goosebumps guaranted ❤,When the Arab part comes Goosebumps guaranted
431,❤❤
Oct - 17th - 2024
11:47pm,Oct  17th  2024
1147pm
434,Eu  adorei  e  amei❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,I loved it and loved it
436,me encanta 🤩👍❤🎇🎖️🥇🏅,I love 🤩👍🎇🎖🥇🏅
437,🎉😂😅,🎉😂😅
438,Albrjsobk❤'s lhlslqbl gls,Albrjsobks lhlslqbl gls
439,Me 🎉🎉,Me 🎉🎉
440,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤szb,beautiful
443,Who came to watch it in 2024?👋👋,Who came to watch it in 2024 👋👋
444,🐺❣️❣️❣️❣️,🐺❣️❣️❣️❣️
445,I am a Bangladeshi 🇧🇩,I am a Bangladeshi 🇧🇩
453,❤❤❤wo,wo
455,🎉🎉🎉🎉my son loves this song😊,my son loves this song 🎉🎉🎉🎉😊
458,This is for África ❤❤❤❤❤❤❤❤❤,This is for África
459,Best song😊,Best song 😊
460,The best world cup song ever🎉❤ Waka Waka Africa,The best world cup song ever Waka Waka Africa 🎉
463,Wow ❤❤❤🎉🎉,Wow 🎉🎉
464,Whooooo I love 💗💗💗💗😘😘😘 it so much,Whooooo I love  it so much 💗💗💗💗😘😘😘
468,『WAKA WAKA』は定期的に聴きたくなる✨,I want to listen to WAKA WAKA regularly.
471,0:11 Morocco inspiration for intro, "Sla w Slam" blessing 🔥🔥,011 Morocco inspiration for intro Sla w Slam blessing  🔥🔥
472,Who is watching on 17 October 2024❤,Who is watching on 17 October 2024
474,Waka Waka Waka waka😂 lott,Waka Waka Waka waka lott 😂
479,Who in 2024 November ❤,Who in 2024 November
481,2024🙌🏻,2024🙌🏻
483,16-10-2024❤😂,16-10-2024❤😂
487,Indian me kune kune sun raha hai 😎,which sun is shining in India 😎
490,🤗🥰♥️💕👋💋🌹,🤗🥰♥️💕👋💋🌹
492,I watch this video on 16/10/2024🎉,I watch this video on 16102024 🎉
494,My favourite song ❤,My favourite song
495,Anyone in 2024 😊,Anyone in 2024 😊
497,100 🎉,100 🎉
498,0.25x💀💀💀💀🤣🤣🤣🤣,025x 💀💀💀💀🤣🤣🤣🤣
499,Dang 0:41 👀👀💀💀💀,Dang 041 👀👀💀💀💀
500,It never gets olddd🎉❤🎉❤❤❤🎉🎉🎉🎉,It never gets olddd 🎉🎉🎉🎉🎉🎉
502,Hi I'm from Mozambique and obsessed with tgis songggggg❤❤❤❤❤❤❤❤❤❤❤❤❤,Hi Im from Mozambique and obsessed with tgis songggggg
503,Still same vibes 😭🎀,Still same vibes 😭🎀
506,그 감독님.... 1:33,That director 133
511,16 oct 2024🙋‍♀️,16 oct 2024 🙋
512,2024😍,2024😍
515,From ❤🎉 somaliya waw,from somalia waw 🎉
516,Who's in 2025😅,Whos in 2025 😅
517,I love You Sakira❤❤,I love you Shakira
522,باقي احد غيري يسمعها في 2024 😊,Is there anyone else who will hear it in 2024? 😊
525,I LOVE you 😭😭😭😭,I LOVE you 😭😭😭😭
526,It never gets old 😊,It never gets old 😊
527,16 oct 2024.?? 😂,16 oct 2024 😂
531,⬅️⬅️⬅️⬅️☎️🖲🖲,⬅️⬅️⬅️⬅️☎️🖲🖲
532,مين في 2024يسمعها زيي 😂,Who in 2024 will hear it like me? 😂
533,😱,😱
535,❤🎉,❤🎉
536,Mee🎉🎉🎉,Mee 🎉🎉🎉
538,‏‪0:28‬‏ CR7🐐💀☝️😉1,028 CR71 🐐💀😉
540,Anyone in these ending months of 2024😢😢
just a masterpiece.,Anyone in these ending months of 2024
just a masterpiece 😢😢
543,Orgulloso de ser 🇨🇴 Colombiano,Proud to be Colombian 🇨🇴
545,Lets go to Africa😂😂Finding more tunnels😂😂😂😂😂😂,Lets go to AfricaFinding more tunnels 😂😂😂😂😂😂😂😂
546,Busted😂😂😂😂😂,Busted 😂😂😂😂😂
550,Who in 2024??😊,Who in 2024 😊
551,Who’s watching in 2024? This comment will not get likes 😢,Whos watching in 2024 This comment will not get likes  😢
555,Бред😂,Brad 😂
556,Masterpiece of music ❤,Masterpiece of music
558,ไปผู้แทนองค์พระมหากษัตริย์ อังกฤษ  ท่านพ่อ  🙏,Go to represent His Majesty the King of England. 🙏
559,Amei😘 😥😍,I loved 😘😥😍
563,Login 2024🎉🎉🎉,Login 2024 🎉🎉🎉
564,This video has so many views 😮,This video has so many views  😮
565,Free🇵🇸🇵🇸❤❤,Free 🇵🇸🇵🇸
566,Free🇵🇸🇵🇸❤❤,Free 🇵🇸🇵🇸
567,Free🇵🇸🇵🇸❤❤,Free 🇵🇸🇵🇸
572,#อย่าลืมรณรงค์ การเหยีบผิวด้วยนะครับ🙏🚵🏿‍♂️🇹🇭,Don't fight the battle with the scumbags. 🙏🚵🏿🇹🇭
573,🇮🇳 Indian audience 
╲⁠/,Indian audience 
 🇮🇳
576,Amaaazinggg froom 2024❤🥹🦋🦋,Amaaazinggg froom 2024 🥹🦋🦋
577,Concuerdo esta es una jojita🎉❤,I agree this is a little gem 🎉
581,Lots of love from Chandigarh India ❤❤ I love this song ❤,Lots of love from Chandigarh India  I love this song
583,🤣🤣🤣🤣🤣🤣🤣🤣🤣😍😘,🤣🤣🤣🤣🤣🤣🤣🤣🤣😍😘
585,2024 please 🎉🎉🎉😂😂,2024 please  🎉🎉🎉😂😂
587,I  like the   song ❤,I  like the   song
588,Crazy nostalgia Probably the best world cup ever top 3💯,Crazy nostalgia Probably the best world cup ever top 3 💯
590,😮❤,😮❤
592,2024 somew ❤whone??,2024 somew whone
593,❤❤South Africa,South Africa
594,😅🔥🔥🔥🔥‼️Afrika is there to stay,Afrika is there to stay 😅🔥🔥🔥🔥
600,I'm in 2024 who is listening in 2024😂❤❤,Im in 2024 who is listening in 2024 😂
601,Who in October 👍,Who in October  👍
602,🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴,🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴🇩🇴
603,Who watching in October 2024? 😮,Who watching in October 2024  😮
604,If anyone is reading this commeat then I pray to God that God gives long life to their parents 🙏,If anyone is reading this commeat then I pray to God that God gives long life to their parents  🙏
606,Who in 2024? ❤,Who in 2024
607,First time I watched 15 oct 2024😅😅😅😅,First time I watched 15 oct 2024 😅😅😅😅
608,Bro is like football 😂,Bro is like football  😂
609,❤❤❤,❤❤❤
611,🎉🎉🎉,🎉🎉🎉
612,15 october ❤,15 october
613,❤🎉🎉🎉❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉,❤🎉🎉🎉❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉
614,❤,❤
615,🇧🇷,🇧🇷
616,A melhor copa do mundo 😭,The best world cup 😭
617,2024🎉,2024🎉
624,🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹❤️,🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹❤️
625,🔊,🔊
628,😊😊😊,😊😊😊
630,Good  great  I love ❤️  your  dance ❤❤❤❤❤❤❤❤,Good  great  I love   your  dance
631,شرم الشيخ كلو بتسمع الاغنية دي ف  شارعً خليج نعمة 😂,Everyone in Sharm El Sheikh is listening to this song in Naama Bay Street 😂
632,شرم الشيخ كلو بتسمع الاغنية دي ف  شارعً خليج نعمة 😂,Everyone in Sharm El Sheikh is listening to this song in Naama Bay Street 😂
633,LARA❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉,LARA 🎉🎉🎉🎉🎉🎉🎉🎉🎉
634,❤,❤
635,November 🇧🇩 kaw aso 2024,November  kaw aso 2024 🇧🇩
638,😂😂😂😂😂😂😂😂😂😅k,k 😂😂😂😂😂😂😂😂😂😅
642,😢❤,😢❤
644,2024❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊 Shakira,2024 Shakira 😊😊😊😊😊😊😊
647,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
648,2024 ❤❤❤❤,2024 ❤❤❤❤
650,47 mln 🎉🎉🎉🎉🎉,47 mln 🎉🎉🎉🎉🎉
653,Anyone in October? ❤
1 like plz,Anyone in October 
1 like plz
654,Waka Waka is now officially the most viewed video by a female artist in YouTube history 👏🏼😍👑,Waka Waka is now officially the most viewed video by a female artist in YouTube history  👏🏼😍👑
657,🥰🥰🇲🇽🇲🇽💐🏠☎️,🥰🥰🇲🇽🇲🇽💐🏠☎️
658,Good foot ball memories 😢,Good foot ball memories  😢
661,❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉😊😊😊❤❤🎉séa ckoia iadl,I am a ckoia. 🎉🎉🎉🎉🎉😊😊😊🎉
662,🇧🇷🇧🇷🇧🇷🇧🇷 2024 Shakira,2024 Shakira 🇧🇷🇧🇷🇧🇷🇧🇷
665,I m listening in 2024 after 14 year 🫂💗,I m listening in 2024 after 14 year 🫂💗
666,Tsara😮😮😊🎉,Good 😮😮😊🎉
667,Who is watching today?😊,Who is watching today 😊
669,Bro i haven't heard this since i was in first grade now I'm in 6th😭😭😢😢,Bro i havent heard this since i was in first grade now Im in 6th 😭😭😢😢
672,I am watching this video in 2024 🎉😂,I am watching this video in 2024  🎉😂
674,Nice song ❤❤,Nice song
675,我終於找到原版作者了,I finally found the original author
676,Himno Legendario 🎉🎉🎉,Legendary Anthem 🎉🎉🎉
679,🇮🇱🇵🇭🇮🇱🇵🇭🇮🇱🇵🇭🇮🇱🇵🇭🇮🇱❤❤,🇮🇱🇵🇭🇮🇱🇵🇭🇮🇱🇵🇭🇮🇱🇵🇭🇮🇱❤❤
680,Songs ❤,Songs
683,Messi⚽,Messi
687,14년전...,14 years ago
689,4 bilhões de visualizações ❤🎉😊,4 billion views 🎉😊
690,14.10.2024 ❤❤❤,14.10.2024 ❤❤❤
695,Like plssssss😊,Like plssssssss 😊
697,Who is in 2024?
Please like my comment ,so I can come to watch this again 😁,Who is in 2024
Please like my comment so I can come to watch this again  😁
698,Nice❤,Nice
701,Indonesia goes to fifa world cup 2026
Bismillah🙏🙏🙏,Indonesia goes to fifa world cup 2026
Bismillah 🙏🙏🙏
711,😮😮😮😮,😮😮😮😮
712,Kvlvkbm❤❤❤g,Kvlvkbmg
714,Who is from November 2024 😊😊😊,Who is from November 2024  😊😊😊
721,❤,❤
723,I like 2010🎉🎉🎉,I like 2010 🎉🎉🎉
724,#Soltera 🎉🎉🎉,Single woman 🎉🎉🎉
725,🇧🇷❤ shakira and Brasil and África ❤🌍,shakira and Brasil and África  🇧🇷🌍
731,🇨🇳🈲㊙️🈶🈵🈶🈴❤,🇨🇳🈲㊙️🈶🈵🈶🈴❤
732,Anyone in 2025?🎉🎉,Anyone in 2025 🎉🎉
734,My memories song❤,My memories song
735,Never dies😢,Never dies 😢
