row_number,original_comment,translated_comment
150,She literally called the Tiger "Kitty Purry"😂 so iconic,She literally called the Tiger Kitty Purry so iconic 😂
153,One of the most watched female music videos for a reason, folks. Even after all this time 😍,One of the most watched female music videos for a reason folks Even after all this time  😍
155,Brasil❤,Brazil
159,2024😍,2024😍
162,Wow that's a good song.and❤❤❤❤😊🎉 love you too,Wow thats a good songand love you too 😊🎉
166,Geweldeg❤,Awesome
167,Who is watching this song on 2024❤❤,Who is watching this song on 2024
169,very nice❤,very nice
171,2024👇👍,2024👇👍
172,Welcoming fans 2024🎉,Welcoming fans 2024 🎉
173,Katy perry i like your videos my fan😊😊,Katy perry i like your videos my fan 😊😊
179,Meu nome e Júlia 😂,My name is Julia 😂
181,Thats a loooooooong comment ngl but its true SUIIIIIIIIIIIII😂,Thats a loooooooong comment ngl but its true SUIIIIIIIIIIIII 😂
182,November 2024 let's gather here🎉,November 2024 lets gather here 🎉
183,We love you 💕💜 from saxon and Jackson,We love you  from saxon and Jackson 💕💜
184,Omg 😦 ekkkkkkk🎉🎉🎉🎉,Omg ekkkkkkk 😦🎉🎉🎉🎉
185,This is katy perry here with a new 🆕 video omg🎉 This is the best way for me and my,This is katy perry here with a new  video omg This is the best way for me and my 🆕🎉
189,damn 11 years already？,damn 11 years already
192,its 2024 and still listening to this song😅,its 2024 and still listening to this song 😅
195,Bruh😂,Bruh 😂
196,I'm watching on 18th October 2024 @ 10:52 am 😊,Im watching on 18th October 2024  1052 am  😊
197,When life was luxurious 😂😂,When life was luxurious  😂😂
199,❤,❤
200,❤,❤
201,🎉🎉,🎉🎉
203,4 billion 😮,4 billion 😮
204,Me I love Katy Perry 😊,Me I love Katy Perry  😊
205,There are things that never gets old,  this song is one of them.💖💖,There are things that never gets old  this song is one of them 💖💖
206,Memories ❤😢,Memories 😢
207,👇Who is watching in. September     2024?????,Who is watching in September     2024 👇
211,Hola 👋 ❤❤❤❤❤❤❤❤me encanta,Hi I love it 👋
218,This is the most slay thing ever ✨✨✨✨✨✨✨✨✨✨✨ 1:36,This is the most slay thing ever  136
227,Lol 😂😂 should listen to her version after giving birth 😂🤣,Lol  should listen to her version after giving birth  😂😂😂🤣
229,Wow❤,Wow
231,Miermano cumple anos😅🎉🎉🎉🎉,My brother's birthday 😅🎉🎉🎉🎉
235,I LOVE❤❤❤❤❤❤❤,I LOVE
238,0:31 ☠️ my panters is slepping br but I watiching youtube,031  my panters is slepping br but I watiching youtube
241,Who is watching in 2025 👇🏽👇🏽,Who is watching in 2025  👇🏽👇🏽
245,Love this song ❤❤❤,Love this song
248,I love katy parry she's so cute and sweet ❤,I love katy parry shes so cute and sweet
249,❤ Perry we have a crush on you❤❤,Perry we have a crush on you
251,Who is watching in October 17, 2024??!😂,Who is watching in October 17 2024 😂
254,I like your videos a lot❤,I like your videos a lot
256,Me my self 😅😅😅, love you buddy,Me my self  love you buddy 😅😅😅
257,I' m Not late no no no 😅😅😅,I m Not late no no no 😅😅😅
258,Oh I see it now “the eye of the tiger”  ( | ) 👀😂,Oh I see it now the eye of the tiger      👀😂
264,👇who's watching in november 2024???????,whos watching in november 2024 👇
273,I was 6 months when this was uploaded💀,I was 6 months when this was uploaded 💀
274,❤❤❤😂,❤❤❤😂
275,Who is in 2024
👇,Who is in 2024
 👇
276,I think shes the most beautiful bbw! ❤🎉,I think shes the most beautiful bbw  🎉
281,Será mi canción favorita por siempre y no habrá otra que la reemplace ❤,It will be my favorite song forever and there will be no other to replace it.
282,Still listening...💖💖💖💖💖💝💝,Still listening 💖💖💖💖💖💝💝
283,Ada Pula saka harimau keluar 😂😂,There is also a tiger that comes out. 😂😂
291,This I feel like is good for women empowerment 👁👄👁🤞🌸🩵,This I feel like is good for women empowerment  👁👄👁🤞🌸🩵
300,This still fire 🔥,This still fire  🔥
302,I am watching this in India... biggest fan of katy Perry ❤️❤️,I am watching this in India biggest fan of katy Perry
305,I love This woman 😅,I love This woman  😅
306,This is my future wife 😅,This is my future wife  😅
308,Hi iove you song🎉❤❤❤ 😊,Hi iove you song  🎉😊
309,Isso me lembra. Quando eu via alguns vídeo de gacha life com essa música😔👍,This reminds me of when I saw some gacha life videos with this song 😔👍
311,Who’s here now in October 16, 2024😊,Whos here now in October 16 2024 😊
317,Hello alguien del 2024😢,Hello someone from 2024 😢
323,I'm ❤,Im
329,lol 😂😂😂😂 when I was 12 was amazing the roaring part but now looks so cringe 🤣🤣🤣,lol  when I was 12 was amazing the roaring part but now looks so cringe  😂😂😂😂🤣🤣🤣
331,Who is watching in november 2024??????👇🏻,Who is watching in november 2024 👇🏻
334,I love this 🔥🔥🔥🔥,I love this  🔥🔥🔥🔥
336,GOD JOBB❤,GOOD JOB
337,Let's get Katy Perry to 5 billion before 2025🎉🎉🎉😀,Lets get Katy Perry to 5 billion before 2025 🎉🎉🎉😀
339,I was 4 and that’s like the only song I knew😂 (I’m not from the USA in fact I’m Vietnamese 😅),I was 4 and thats like the only song I knew Im not from the USA in fact Im Vietnamese  😂😅
342,I am dance in this on UKG class❤,I am dance in this on UKG class
348,Good bye 2024 
Be ready 2025 😝,Good bye 2024 
Be ready 2025  😝
349,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ roar 👍👍👍🤩🤩🤩🤩🤩☺️,roar 👍👍👍🤩🤩🤩🤩🤩
353,16 OCT 2024🙋‍♀️,16 OCT 2024 🙋
354,I'm here❤,Im here
358,Yes
❤🎉🎉🎉🎉🎉🎉🎉🎉,Yes 🎉🎉🎉🎉🎉🎉🎉🎉
362,How is she going to survive in the snow 🤷‍♀️,How is she going to survive in the snow  🤷
364,I am watching  roar in october❤,I am watching  roar in october
366,Is anyone watching this in 2024 October 😊,Is anyone watching this in 2024 October  😊
368,Who's🤔 watching⌚ in👇 December☃️ 2024!?🗓️,Whos watching in December 2024 🤔👇🗓
370,This used to my my fav song, and it still will forever will be 😊,This used to my my fav song and it still will forever will be  😊
371,Me my name is Ava ❤👧🏻👍🏼,Me my name is Ava  👧🏻👍🏼
372,It is my birthday 🎉🎉🎉🎉,It is my birthday  🎉🎉🎉🎉
373,Bye 2023 happy 2024 guys❤❤❤,Bye 2023 happy 2024 guys
380,😊❤❤,😊❤❤
383,Amo tanto essa música❤,I love this song so much
385,Who listen 2024 ❤,Who listen 2024
389,Lovey amore❤❤,Lovey amore
393,😢😢😢😢,😢😢😢😢
394,This 2022 yes ???🤨🤗🤗😂,This 2022 yes  🤨🤗🤗😂
399,🕓💌🌴🤗,🕓💌🌴🤗
400,Katy I'm number one fan of
You!!!!!!! ❤❤❤❤,Katy Im number one fan of
You
401,❤❤❤,❤❤❤
402,Nice to la ke it 😊😊😊,Nice to la ke it  😊😊😊
409,Como assim 4 bilhões de visualizações? Meu Deus ❤ muita genteeeee,What do you mean 4 billion views My God so many people
415,Hi good youe 😂❤🎉😢😮 my momsong,Hi good youe  my momsong 😂🎉😢😮
417,🦜🐊🐒🐅🐯ROAR  I love katy perry,ROAR  I love katy perry 🦜🐊🐒🐅🐯
418,3:05 my favorite part ❤,305 my favorite part
423,1:54 1:54 😅❤,1:54 1:54 😅❤
432,😊,😊
433,Who is here right now?? 😊,Who is here right now  😊
434,RRRRROOOOAAAARRRR🐯🐯,RRRRROOOOAAAARRRR 🐯🐯
436,Para entender a la mujer ☝️,To understand women
440,❤love  from 2024❤,love  from 2024
441,Super 👌 ❤❤❤❤,Super 👌
443,1️⃣7️⃣ million likes ❤,17 million likes
452,I miss this era 😢,I miss this era  😢
454,I played this song in 2024 october❤,I played this song in 2024 october
455,🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😇🥰 mepsiwowyd😮,was mepsied 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😇😇🥰😮
457,ioepq jqp🎉kwp " jdk 8:06,ioepq jqpkwp  jdk 806 🎉
458,ioepq jqp🎉kwp " jdk 8:06,ioepq jqpkwp  jdk 806 🎉
459,❤nowpwo🥰 iwqwy oqheo eoag afgueo😊,nowpwo iwqwy oqheo eoag afgueo 🥰😊
462,🔥😈,🔥😈
465,Vamos botar em 5b❤,Let's put it in 5b
467,g.opkyu😊yj🌭j,gopkyuyjj 😊🌭
476,I remember watching this as a kid the meories😭,I remember watching this as a kid the meories 😭
478,Me😊,Me 😊
480,❤,❤
483,4️⃣ billion views❤,4 billion views
488,This guy right here 😮,This guy right here  😮
489,Good bye 2024 welcome 2025 happy New year 🎉,Good bye 2024 welcome 2025 happy New year  🎉
494,In france oh Layonne bachard unique grande costaud belle ravissante miraculée ❤😂🎉,In France, oh Layonne Bachard, unique, big, strong, beautiful, ravishing, miraculously 😂🎉
495,Queria ser corvos😮,I wish I were crows 😮
498,Still my favourite ❤,Still my favourite
501,👇🏻Who is watching in June 2033,Who is watching in June 2033 👇🏻
503,❤ileyrseging😊🥳🥳🌌🐅🐕🐈‍⬛🐈🐊,ileyrseging 😊🥳🥳🌌🐅🐕🐈🐈🐊
504,My childhood 😢,My childhood 😢
509,❤😂❤😂❤😂❤😂❤😂❤👋👍,❤😂❤😂❤😂❤😂❤😂❤👋👍
511,E gostosa ❤,And delicious
516,Watching in October 2024😊,Watching in October 2024 😊
518,Who is in 2024🐾🐾,Who is in 2024 🐾🐾
520,Ytgtgr😂❤,Ytgtgr 😂
521,This song is a vibe❤ , watching in 2024,This song is a vibe  watching in 2024
528,Me:October 2024🎉,MeOctober 2024 🎉
532,Katy: You're gunna hear me roar! 😠

Death Metal Vocalists: THAT'S CUTE 😂,Katy Youre gunna hear me roar 

Death Metal Vocalists THATS CUTE  😠😂
536,I love how she named the tiger " Kitty Purry " 😭✨ LIKE THIS IS SO CUTEE WHATT,I love how she named the tiger  Kitty Purry   LIKE THIS IS SO CUTEE WHATT 😭
539,❤❤❤🎉,❤❤❤🎉
541,🗺🏞🍊🤠🌌,🗺🏞🍊🤠🌌
544,I love your song ❤️❤️❤️🫶🏻🫶🏻,I love your song  🫶🏻🫶🏻
545,I love your music ❤️❤️❤️❤️🫶🏻,I love your music  🫶🏻
546,Canta muy  bonito ❤,He sings very beautifully
547,I will die of happiness for every notification of subscribers 😢 thanks for 1 subscribers 🎉,I will die of happiness for every notification of subscribers  thanks for 1 subscribers  😢🎉
549,2024❤️👍,2024❤️👍
550,😊😮,😊😮
553,Y love you Katy Perry❤❤❤❤,Y love you Katy Perry
557,Love you baby katy perry 🎉🎉,Love you baby katy perry  🎉🎉
561,If your in 2024
👇,If your in 2024
 👇
563,Me 
👎,Me 👎
565,This reminds me of tarzan just a girl version❤,This reminds me of tarzan just a girl version
566,You’re gonna hear me roar!🐯 
Rooooooooooooooar,Youre gonna hear me roar 
Rooooooooooooooar 🐯
574,Hhbbhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhzhhzhhzhhzhhhg❤😊,Hhbbhhhh 😊
576,I am so in to this song ❤❤❤❤❤❤,I am so in to this song
579,Faites vous plaisir 😂🎉❤,Treat yourself 😂🎉
580,M'en fous. Je retournerai pas en arrière. 😂❤🎉,Men crazy I won't go back 😂🎉
583,12 octobre 2024😅,October 12, 2024 😅
585,Perfecta🎉🎉🎉,Perfect 🎉🎉🎉
587,Who is watching this is December 2024
    👇🏼,Who is watching this is December 2024
     👇🏼
589,Vdhrdvyf🎉,Vdhrvyf 🎉
592,❤❤❤❤❤❤❤,❤❤❤❤❤❤❤
596,4 b 😑 ???,4 b 😑
598,3:15 slayyyy gurly✨✨💅💅💅,315 slayyyy gurly 💅💅💅
599,👇October 2024 class  attendance here💜,October 2024 class  attendance here 👇💜
602,This song reminds me of how wonderful I am😇😇 RRRRRRRRROOOOOOOOOOOAAAAAAAAAAARRRRRRRRRRR🥰🥰🥰,This song reminds me of how wonderful I am RRRRRRRRROOOOOOOOOOOAAAAAAAAAAARRRRRRRRRRR 😇😇🥰🥰🥰
603,Amazing song"**💥💥,Amazing song 💥💥
605,12 October 😅,12 October  😅
608,I guess nobody puts the lyrics in the comments no more 🤷‍♀️,I guess nobody puts the lyrics in the comments no more  🤷
611,This brings back Deja vu from 2018 gacha 😭😭,This brings back Deja vu from 2018 gacha  😭😭
615,Good bye 2024❤
Hello 2025❤🎉😊,Good bye 2024
Hello 2025 🎉😊
617,Me 2024❤😂,Me 2024 😂
618,This song is a therian awakening 😭😭😭,This song is a therian awakening  😭😭😭
621,🇧🇷,🇧🇷
630,😂😂😂❤❤❤❤ 0:15,😂😂😂❤❤❤❤ 0:15
631,Just now 02:22  - 12-10-2024❤,Just now 0222   12102024
633,This song sucks ass hell 👎. And you too Katy,This song sucks ass hell  And you too Katy 👎
636,October anyone lol 😂😂😂,October anyone lol  😂😂😂
639,me😂,me 😂
643,🎉 I love Katy Perry ❤,I love Katy Perry  🎉
647,2026?
👇,2026?
👇
651,Roar slayyyyy 🎉🎉🎉🎉🎉🎉🎉🎉,Roar slayyyyy 🎉🎉🎉🎉🎉🎉🎉🎉
652,I LOVE THIS❤🎉,I LOVE THIS 🎉
654,Me I'm watching this in October 11 2024😝😁💖,Me Im watching this in October 11 2024 😝😁💖
656,I love you Katy Perry 😊,I love you Katy Perry  😊
657,I got the eye of a 🐅,I got the eye of a  🐅
658,Everyone Roar 😭🫶😂☺️✅🥹🥺🇧🇩😊👇,Everyone Roar  😭🫶😂🥹🥺🇧🇩😊👇
661,2024 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,2024 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
664,Im watching October 12!!!!!🎉,Im watching October 12 🎉
665,I hope my baby girl cubs ROOOOOOAR. 💙,I hope my baby girl cubs ROOOOOOAR  💙
666,Thank you! ❤,Thank you
668,I love you 😘 ❤❤❤❤,I love you 😘
672,Hoje Leticia 🎉,Today Leticia 🎉
673,October 2024 anyone? ❤,October 2024 anyone
675,Katy perry is there inter childhood but u didn’t know she sang it ti’ll now  
👇,Katy perry is there inter childhood but u didnt know she sang it till now  
 👇
678,👇anyone october 2024,anyone october 2024 👇
679,Good music❤❤,Good music
682,Someone 2024❤❤🎉🎉,Someone 2024 🎉🎉
684,Meeeee ❤❤❤,Meeee
689,👇from the short,from the short 👇
692,👇 Alguém de 2025 2026,Someone from 2025 2026 👇
697,LOL🙂,LOL 🙂
698,I m here in England..I like this song.😍🥰👏🏼🐶🐶🇬🇧🇮🇱,I m here in EnglandI like this song 😍🥰👏🏼🐶🐶🇬🇧🇮🇱
699,😡,😡
700,😂,😂
701,😢,😢
706,Mucho comercial 😡,Lots of commercial 😡
713,Who gives this song nostalgic

👇,Who gives this song nostalgic

 👇
715,ROAR 🐯 chapon in junjele,ROAR capon in junjele 🐯
717,10 October here🎉🎉🎉🎉,10 October here 🎉🎉🎉🎉
720,É o cara do trem o carinha, que mora logo ali 😂🙏🏻❤️,It's the guy from the train, the guy who lives right there. 😂🙏🏻
721,The first time i here this song in a car ❤,The first time i here this song in a car
728,october 2024😊,october 2024 😊
731,I love this love even my classmate  love this song❤❤,I love this love even my classmate  love this song
734,2024🎉,2024🎉
735,After death anyone?😅,After death anyone 😅
737,After 10 years watching ❤❤❤,After 10 years watching
739,Esse vídeo é tudo ❤❤❤,This video is everything
742,😮😮😮😮😮,😮😮😮😮😮
746,,♥️,,♥️
749,Ffcxx❤,Ffcxx
751,Jessica loves this song 😮,Jessica loves this song  😮
752,😄😄😄😄,😄😄😄😄
754,😅,😅
756,Me🎉🎉🎉🎉❤❤❤❤,Me 🎉🎉🎉🎉
759,October 2024. Europe.      Simply a great song! Inspiring!!!👍👍👍      4 057 000 000 😉🧐👋,October 2024 Europe      Simply a great song Inspiring      4 057 000 000  👍👍👍😉🧐👋
762,❤,❤
763,Me😂,Me 😂
765,The tiger became a pet cat😂😂😂😂,The tiger became a pet cat 😂😂😂😂
767,Watching this video Oct. 2024. 😁👍 Sending so much love from Vietnam to the world. ❤❤❤❤❤,Watching this video Oct 2024  Sending so much love from Vietnam to the world  😁👍
769,TEXAS STATE OF THE UNITED STATES OF America Love DUBAI 😊😊,TEXAS STATE OF THE UNITED STATES OF America Love DUBAI  😊😊
770,Katy really hiting the high note 🗣️ 🗣️🗣️🗣️🔥🔥🔥🔥,Katy really hiting the high note   🗣🗣🗣🗣🔥🔥🔥🔥
784,Love this song 🎧💋💓,Love this song  🎧💋💓
788,Top tune 😍❤️,Top tune 😍
790,Sei forte ela mia canzone preferita vero❤❤❤❤❤❤❤❤,You're strong and my favorite song right
796,La amo ❤❤,I love her
800,Outubro de 2024❤,October 2024
801,10th October? 👇,10th October  👇
803,Te amo p❤😂😊🎉,I love you p 😂😊🎉
805,Pin❤❤❤,Pin
810,2023 - 2024
👇🏻,2023 - 2024
👇🏻
814,Anyone 2024 😜,Anyone 2024 😜
820,Who is watching in November 2024🎉!!?,Who is watching in November 2024 🎉
821,Krisha kristika Kumar ❤❤❤❤❤,Krisha Kristika Kumar
823,From we crashed ❤,From we crashed
824,So Shakira has surpassed this....I wouldn't mind. Love'em both😁❤️,So Shakira has surpassed thisI wouldnt mind Loveem both 😁
825,久しぶりにおすすめに出てきたな
ありがとう,It's been a while since I've been recommended this, thank you
829,I Heard this music on 2016😮,I Heard this music on 2016 😮
830,Still in master peace 🎉🎉🎉 hi October,Still in master peace  hi October 🎉🎉🎉
831,❤🎉,❤🎉
833,Me im watching it 2024 who else 👇🏻👇👇🏼👇🏽👇🏾👇🏿,Me im watching it 2024 who else  👇🏻👇👇🏼👇🏽👇🏾👇🏿
834,Anyone watching in November?
👇,Anyone watching in November
 👇
836,🐯🐯🐯🦁🦁🦁🦁🦁,🐯🐯🐯🦁🦁🦁🦁🦁
852,Who’s here in October 8th😊😊,Whos here in October 8th 😊😊
855,🎉,🎉
859,Who thinks Katy is literally slaying and her songs are eating? ❤❤❤❤,Who thinks Katy is literally slaying and her songs are eating
862,2:29 Bulkang Taal 🇵🇭🇵🇭🇵🇭,229 Bulkang Language 🇵🇭🇵🇭🇵🇭
864,❤️‍🔥❤️‍🔥❤️‍🔥,❤️‍🔥❤️‍🔥❤️‍🔥
865,*SRI LANKA*❤
 🇱🇰,SRI LANKA 🇱🇰
866,Happy end❤,Happy end
867,Tarzan  moi h
Jane🤟❤❤❤,Tarzan me h
Jane 🤟
870,Ben geldiiiiim...👣👣👣👣💪💪💪💪
Huuuu...💃💃💃💃💃💃💃💃💃💃💃💃💃,It's sooooo ... 👣👣👣👣💪💪💪💪💃💃💃💃💃💃💃💃💃💃💃💃💃
872,Omg i used to love this😢😢😢😢 MEMORYSS🎉,Omg i used to love this MEMORYSS 😢😢😢😢🎉
873,katyは今は誰とも付き合わずパートナーとチルドレン優先ン〜,Katy is not dating anyone right now and prioritizes her partner and children.
874,Tied with Shakira's Waka Waka ❤,Tied with Shakiras Waka Waka
875,Like this comment if you love katy perry 👍👍,Like this comment if you love katy perry  👍👍
876,Half of the human population on Earth has watched this video at least once 💀,Half of the human population on Earth has watched this video at least once  💀
877,We need this Katy back desperately😭😭,We need this Katy back desperately 😭😭
880,October 2024
👇,October 2024
 👇
883,2025 anyone😂🎉,2025 anyone 😂🎉
885,2:30 my country❤,230 my country
888,Imagine Beyonce killed katy 😭,Imagine Beyonce killed katy 😭
889,Esta es mi  canción favorita ❤🎉,This is my favorite song 🎉
892,🛐🛐🛐,🛐🛐🛐
895,I love this song and. I like this idea 💡 ❤,I love this song and I like this idea   💡
899,She is so pretty 😊,She is so pretty  😊
903,3:26 that kitty purry chain on the tiger's neck 😂😂😂,326 that kitty purry chain on the tigers neck  😂😂😂
904,Who is watching October 10 2024😮,Who is watching October 10 2024 😮
905,⁦🇩🇿⁩⁦🇩🇿⁩❤,⁦🇩🇿⁩⁦🇩🇿⁩❤
913,❤😊,❤😊
926,👇who's watching on 7th October 2024?,whos watching on 7th October 2024 👇
927,я из 2024 😮,I am from 2024 😮
933,🤔waw 😅,waw 🤔😅
934,If you are all!🎉,If you are all 🎉
935,🛐🛐🛐,🛐🛐🛐
937,I loved this so much❤,I loved this so much
941,Katy Perry is so slay who agrees❤
🤟,Katy Perry is so slay who agrees
 🤟
943,LOVE THIS ❤,LOVE THIS
950,QUENN ❤,QUENN
952,Me!!!!!❤,Me
957,2024-2025 anyone 🎉,20242025 anyone 🎉
963,Like if ur here 2k24💯,Like if ur here 2k24 💯
964,I love all of ur songs ❤,I love all of ur songs
966,I will do 12 push-ups every like this video gets😂,I will do 12 pushups every like this video gets 😂
974,I got the eyes on the 🐯 fire,I got the eyes on the  fire 🐯
975,I have been searching this song for some yrs now 😭 tears of joy,I have been searching this song for some yrs now  tears of joy 😭
977,Katy Perry 💚🇧🇷,Katy Perry  💚🇧🇷
981,Can't stop listening ❤,Cant stop listening
983,one day i will die but atleast my comment will live forever here😃,one day i will die but atleast my comment will live forever here 😃
987,Real jungle princess 👑 ❤,Real jungle princess 👑
989,#143 Katy Perry 🦋📈🔥,143 Katy Perry  🦋📈🔥
992,i am❤❤❤❤❤❤❤❤❤❤❤❤❤,i am
996,I love your song❤❤❤❤❤❤❤❤❤❤❤❤,I love your song
998,I 💕 this song,I  this song 💕
1001,Please subscribe ❤❤,Please subscribe
1002,I. love. katy. Perry. so. much. in. the. world😊❤🎉,I love katy Perry so much in the world 😊🎉
1014,❤❤❤❤,❤❤❤❤
1016,From OCT 6 ❤,From OCT 6
1019,2025here🎉,2025here 🎉
1022,With nokia Lumia woww amazing 2013 years🎉🎉,With nokia Lumia woww amazing 2013 years 🎉🎉
1025,Lendária ❤,Legendary
1027,Queen ❤,Queen
1034,VERY ROAR MOMENT






VERY VERY VERY🙄🙄🙄🙄🙄,VERY ROAR MOMENT






VERY VERY VERY 🙄🙄🙄🙄🙄
1038,❤,❤
1039,😂 my fav song and I'm 10 it 1year old than me and it's my mom profile,my fav song and Im 10 it 1year old than me and its my mom profile 😂
1043,Love you ❤😊,Love you 😊
1046,🎉🎉🎉🎉🎉🎉❤❤❤❤❤,🎉🎉🎉🎉🎉🎉❤❤❤❤❤
1048,I am😊❤😂,I am 😊😂
1050,and you’re gonna hear me 🗣️ ROAR,and youre gonna hear me  ROAR 🗣
1053,❤❤❤❤,❤❤❤❤
1054,❤❤❤❤❤,❤❤❤❤❤
1055,Still listening till my death 😅,Still listening till my death 😅
1064,Eu amo waka waka, mas o clipe de Roar é lindo, amo as duas ❤,I love waka waka but the Roar video is beautiful I love them both
1065,The best Music Video of all😍😍😍,The best Music Video of all 😍😍😍
1069,Always Queen 👑,Always Queen 👑
1070,So I felt for everything I love it ❤🎉,So I felt for everything I love it  🎉
1071,I'm here from 2017th to 2024 ❤❤,Im here from 2017th to 2024
1075,Apoyando Roar  para que Waka Waka no gane en vistas ❤,Supporting Roar so that Waka Waka doesn't gain in views
1082,VAMOS LÁ ✨,LET'S GO
1085,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
1090,Yes we will...Katy, Jill needs your help. 🎉 ❤,Yes we willKaty Jill needs your help   🎉
1097,😢been 😮,been 😢😮
1103,Waka waka Shakira melhor 🍯,Waka waka Shakira best 🍯
1108,Me don't forget a Selfie 🙂,Me dont forget a Selfie 🙂
1109,Quem veio pela postagem do Instagram? Curte ❤🇧🇷,Who came for the Instagram post Likes 🇧🇷
1112,اغنيه رانيا جميل🔥🔥,Rania Gamil song 🔥🔥
1113,O melhor do pop pra sempre❤😍🚀,The best of pop forever 😍🚀
1114,Shakira passou nas visualizações… vamos ultrapassar? 🎉,Shakira passed the views, let's surpass them 🎉
1118,Y'all watching in 2024🎉❤,Yall watching in 2024 🎉
1126,Nostalgia hits hard ☹️,Nostalgia hits hard
1129,Geiles Lied 😅😅😅😅,Great song 😅😅😅😅
1132,Full support done ✅,Full support done
