row_number,original_comment,translated_comment
677,2024 🙋,2024 🙋
683,No corporate guys were harmed during the making of this video😂,No corporate guys were harmed during the making of this video 😂
688,バイト中に頭から離れなかった神曲🫶,A divine song that I couldn't get out of my head while working part-time 🫶
689,❤,❤
694,Someone in 2035😂❤
Too much love from India 🎉,Someone in 2035
Too much love from India  😂🎉
695,🎉,🎉
696,Anyone 2024 ❤😩,Anyone 2024 😩
699,Congratulations on four billion views🎉,Congratulations on four billion views 🎉
701,I love this song very much ❤ you are the best person I like it so much you are so talented.❤,I love this song very much  you are the best person I like it so much you are so talented
703,I really love the song and I want to be a content creator but my mom doesn’t like it 😢😢😢😢😢😢🎉🎉🎉🎉🎉,I really love the song and I want to be a content creator but my mom doesnt like it  😢😢😢😢😢😢🎉🎉🎉🎉🎉
706,Con cá xấu đấy từ đâu mà ra😮😊,Where did that ugly fish come from? 😮😊
708,i like this song its inspires me good😊,i like this song its inspires me good 😊
716,awesomeeeeee

😀😀😀😀😀,awesomeeeeee 😀😀😀😀😀
717,👍👍👍👍👈👈😸😺😼😽,👍👍👍👍👈👈😸😺😼😽
718,Whose here 2024❤,Whose here 2024
720,Anyone October 202_4 ❤,Anyone October 202_4
723,The best song I've heard ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,The best song Ive heard
724,4 млрд❤,4 billion
730,Anyone in October 2024
👇,Anyone in October 2024
 👇
731,This song ages like fine wine😩❤,This song ages like fine wine 😩
734,Bunlarda Bakiya gelermish😂,These include visits to Baku. 😂
735,11 year 😢😢,11 year 😢😢
741,I'm From India 🇮🇳🙏........,Im From India 🇮🇳🙏
744,❤❤❤❤❤❤❤❤❤❤❤ Κ ΣΜ,K SM
745,This a blast 🔥🔥,This a blast  🔥🔥
747,Someone in 2030🙂,Someone in 2030 🙂
748,4 billion and counting. What a tune! No need to put dates this is a lifelong song 👌🏻,4 billion and counting What a tune No need to put dates this is a lifelong song  👌🏻
750,Here 4:35 Am listening 👂,Here 435 Am listening 👂
754,𝕎𝕙𝕠 𝕚𝕤 𝕖𝕟𝕛𝕠𝕪𝕚𝕟𝕘 𝕥𝕙𝕚𝕤?͓̽,𝕎𝕙𝕠 𝕚𝕤 𝕖𝕟𝕛𝕠𝕪𝕚𝕟𝕘 𝕥𝕙𝕚𝕤?͓̽
755,Ꮤꃅᚶ ᛈᚱᛟᛈᛟᚦᚽᚳᛊ💀💀💀,Ꮤꃅᚶ ᛈᚱᛟᛈᛟᚦᚽᚳᛊ💀💀💀
757,❤,❤
759,Someone in 2025 😊,Someone in 2025 😊
762,Till the death of my life.. I'll listen❤,Till the death of my life Ill listen
764,Who is there from 2024❤,Who is there from 2024
765,Here😊😊😊,Here 😊😊😊
766,One of the best masterpieces of the 2010's ❤,One of the best masterpieces of the 2010s
769,❤❤❤2024,❤❤❤2024
770,OMG😮,OMG 😮
776,😊😊😊😊😊😊😊,😊😊😊😊😊😊😊
779,Half the population watched this😂😂,Half the population watched this 😂😂
780,anyone in 2025, plz tell me whats happening.😊,anyone in 2025 plz tell me whats happening 😊
781,40억회 ㄷ,4 billion times
789,Recuerdos hermosos❤,Beautiful memories
793,I can't believe this is 11 years already 😢,I cant believe this is 11 years already  😢
800,Good morning Pill Hill😂 How’s the family?  Best 😎🤑,Good morning Pill Hill Hows the family  Best  😂😎🤑
805,2:04 😂,2:04 😂
807,Please😢,Please 😢
810,Who listening this song in 2024 😅😅
👇
👇,Who listening this song in 2024 

 😅😅👇👇
811,Anyone in 2024❤,Anyone in 2024
812,My beloved husband used to love OR. ❤,My beloved husband used to love OR
826,CRAIG ADDIE ALWAYS OUR SONG MY OLD FRIEND. HERES TO “COUNTING STARS” has a whole new meaning now ❤❤❤,CRAIG ADDIE ALWAYS OUR SONG MY OLD FRIEND HERES TO COUNTING STARS has a whole new meaning now
827,Who’s here in October 2024?🎶🎵,Whos here in October 2024 🎶🎵
835,Futuras generaciones, no dejen que esta canción muera ❤,Future generations, don't let this song die.
839,I loved this song when I was 4 the nostalgia❤😢,I loved this song when I was 4 the nostalgia 😢
841,Damn its been 11 years😢,Damn its been 11 years 😢
853,..😊,..😊
856,Well, that Sazam logo... Made me feel older😂,Well that Sazam logo Made me feel older 😂
860,4 BILLIONS! SHEEEESH🎉,4 BILLIONS SHEEEESH 🎉
861,❤❤,❤❤
863,Everyone 2024 October 😢😂🎉,Everyone 2024 October  😢😂🎉
866,Hey pepol the best time to listen to this is when your moving or taking a trip😮,Hey pepol the best time to listen to this is when your moving or taking a trip 😮
869,I was here on October 2,2024 ❤️,I was here on October 22024
872,Praying....Hard....Bible, Books 📚, Geography in Earth 🌎. doing the Writing....🎉😂,PrayingHardBible Books  Geography in Earth  doing the Writing 📚🌎🎉😂
873,✅️,✅️
876,𝔼𝕡𝕚𝕔,𝔼𝕡𝕚𝕔
879,Amazing ❤,Amazing
881,4 billion views 😮😮😮😮😮,4 billion views  😮😮😮😮😮
882,I search baby baby I've been losing sleep 😂,I search baby baby Ive been losing sleep  😂
884,yes i fanaly saw it know😊,yes i fanaly saw it know 😊
888,I love this song 🎉,I love this song  🎉
889,still hits my soul 2024 🎉❤,still hits my soul 2024  🎉
892,My brother likes this song so I put it on ❤,My brother likes this song so I put it on
895,Anyone in October 2024??? ⭐️✨️🤩,Anyone in October 2024  🤩
900,❤😂❤😂❤😂❤😂,❤😂❤😂❤😂❤😂
902,Anyone from 2025😅,Anyone from 2025 😅
903,Everything that kills me make me feel alive, that is the tattoo I wanna make on my spine ❤,Everything that kills me make me feel alive that is the tattoo I wanna make on my spine
904,❤❤❤❤❤❤❤❤😊,❤❤❤❤❤❤❤❤😊
906,Everyone in 1st October?
👇🏻,Everyone in 1st October
 👇🏻
907,4b 😢,4b 😢
909,Yep its meh..🗿,Yep its meh 🗿
912,❤,❤
919,From 2090 🔥🔥🔥🔥🔥🔥,From 2090 🔥🔥🔥🔥🔥🔥
926,October 2024
👇,October 2024
 👇
929,😂,😂
935,I learned when I was little 😭,I learned when I was little  😭
944,😂,😂
945,But baby l vê been l vê been praying hard😂,But baby, this has been praying hard 😂
946,Outside my body😊
Inside my😶,Outside my body
Inside my 😊😶
947,👇Who is watching in October 2024? ❤,Who is watching in October 2024  👇
948,Quase que nem tem visualizações hein? 💥👏👏,It almost doesn't have any views, huh? 💥👏👏
949,anyone in 2026？world cup ronaldo winned,anyone in 2026world cup ronaldo winned
954,😂,😂
955,Great song 🎉❤,Great song 🎉
958,Anyone from 2025😂😂,Anyone from 2025 😂😂
959,Amazing song tbh, It tells us love is more dear than money ❤,Amazing song tbh It tells us love is more dear than money
960,2025🎉🎉,2025🎉🎉
961,❤❤❤❤❤❤,❤❤❤❤❤❤
962,Old, I'm not that old 💝,Old Im not that old  💝
965,I also broke my floor👀,I also broke my floor 👀
968,Korea 🇰🇷 🇰🇷,Korea 🇰🇷🇰🇷
969,Korea 🇰🇷 🇰🇷,Korea 🇰🇷🇰🇷
977,👀,👀
979,Worst plane crashes 
Last words of pilots 
😢,Worst plane crashes 
Last words of pilots 
 😢
981,Why there is someone whispering something in the BGM ? That thing is actually creepy..... 😅😅,Why there is someone whispering something in the BGM  That thing is actually creepy  😅😅
982,I really like this song 🎵 2024.,I really like this song  2024 🎵
984,Claim your seats for this duck 🐤 reply to claim a seat.. seats left:10k,Claim your seats for this duck  reply to claim a seat seats left10k 🐤
989,日本人　来るなぁー来るなぁー,Japanese people, don't come, don't come
992,This is a sound crash air plane 😊😊😊😊😊😊😊😊 is good sound,This is a sound crash air plane  is good sound 😊😊😊😊😊😊😊😊
997,Aviation Edits🔥🔥,Aviation Edits 🔥🔥
1000,If anyone listening this song in 2024 pls let this song never die. I am almost crying 😭,If anyone listening this song in 2024 pls let this song never die I am almost crying  😭
1002,とても良い曲です。❤❤❤🎉
😊,It's a very good song 🎉😊
1005,I like this song so much ❤ so good  I like it so much,I like this song so much  so good  I like it so much
1006,Alhuien mas en 2024
👇🏾,See you later in 2024 👇🏾
1007,👏👏👏👏,👏👏👏👏
1009,Alguem em 2024? 😂,Someone in 2024 😂
1020,Who's in September of 2024 lisening this star. 👇🤩,Whos in September of 2024 lisening this star  👇🤩
1021,Love ko pu kayu❤️,Love the wood flower
1039,my childhood 😢😭,my childhood 😢😭
1040,クールなー　来ーるなー,Cool! Don't come!
1041,👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼
1042,2024?😅,2024?😅
1045,😁,😁
1048,Legendary song ❤❤❤❤❤,Legendary song
1062,Good☺☺☺,Good
1064,Lovely  songs 🎵,Lovely  songs  🎵
1065,11years!!!!!!!!!!!!
The best music in the world😊,11years
The best music in the world 😊
1066,Song is so 🔥,Song is so 🔥
1071,😢,😢
1072,비행기 사고 BGM,Airplane crash BGM
1082,How has half the population heard this song💀,How has half the population heard this song 💀
1096,2024🙋🏻‍♀️✨,2024🙋🏻‍♀️✨
1097,2024 who’s still here COUNTING STARS❤🎉,2024 whos still here COUNTING STARS 🎉
1100,WHAT THE HECK IT HAS 4M😮😮😮,WHAT THE HECK IT HAS 4M 😮😮😮
1103,2024 ❤,2024 ❤
1104,One of the greatest song 😊❤❤,One of the greatest song  😊
1105,Anyone in September 2024 ❤❤❤❤,Anyone in September 2024
1107,Anyone now ❤,Anyone now
1108,Anyone now ❤,Anyone now
1109,Me❤,Me
1111,My Flow, i want to count the stars with you ❤ i love you❤,My Flow i want to count the stars with you  i love you
1113,Makes me feel ALIVE❤,Makes me feel ALIVE
1115,😢😢😭😭😭😭😭😭 I'm a filipino but I'm so fareaway I hope he would come to filipines,Im a filipino but Im so fareaway I hope he would come to filipines 😢😢😭😭😭😭😭😭
1122,Hay quá😂😂😂,Great! 😂😂😂
1123,my childhood 😔,my childhood 😔
1126,❤❤❤🎉🎉,❤❤❤🎉🎉
1131,I love ther song❤❤❤,I love ther song
1138,Yo🎉❤,Yo 🎉
1139,Alguém de 2024?😅🥳❤️👍,Someone from 2024 😅🥳👍
1140,Who’s in 2024 
👇,Whos in 2024 
 👇
1142,Beautiful song..thank you for this beautiful song ❤❤❤❤❤,Beautiful songthank you for this beautiful song
1143,I cant believe this song is 11 years old..😮,I cant believe this song is 11 years old 😮
1147,When th ui s song was released I was 14😊,When th ui s song was released I was 14 😊
1154,Amorous Faith 🌳🌟,Amorous Faith  🌳🌟
1155,I can't believe this masterpiece is almost 12 years old, Time flies by 😢😢,I cant believe this masterpiece is almost 12 years old Time flies by  😢😢
1157,😍🥶😭💯❣,😍🥶😭💯❣
1163,Wow!! ❤❤❤,Wow
1165,Set 2024 👍,Set 2024 👍
1168,2024 🎉👋,2024 🎉👋
1170,Anyone listening today ❤,Anyone listening today
1175,The views💀,The views 💀
1178,Who in 2024 to listen old songs?🎧,Who in 2024 to listen old songs 🎧
1181,😮‍💨,😮‍💨
1183,2024 ❤🔐🔥🔥🔥,2024 ❤🔐🔥🔥🔥
1193,NOSTALGIA 😭,NOSTALGIA 😭
1194,Nostalgia😢😊,Nostalgia 😢😊
1197,I love this song❤❤❤❤❤❤,I love this song
1204,Melhor música de todos os tempos ❤,Best song ever
1206,This song never ever ever gets old tbh 😭😅😅,This song never ever ever gets old tbh 😭😅😅
1207,Here 👌👌,Here 👌👌
1209,Why do i cry when i hear this song in 2024😢,Why do i cry when i hear this song in 2024 😢
1211,Anyone 2025😊😊😊,Anyone 2025 😊😊😊
1214,🎶,🎶
1215,California ❤,California
1216,🖤,🖤
1217,Song ❌motivation,Song motivation
1219,❤,❤
1224,This is my favorite song!!! I feel a really good vibe with it😊❤,This is my favorite song I feel a really good vibe with it 😊
1231,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
1242,👏,👏
1247,Half of the world saw this music❤,Half of the world saw this music
1254,Is thia worth 4 billion?😮,Is thia worth 4 billion 😮
1261,🎉🎉🎉🎉🎉,🎉🎉🎉🎉🎉
1276,Who is listening right now 😢,Who is listening right now  😢
1282,喜欢,like
1284,A song about throwing away the materialistic world embracing human connections ❤,A song about throwing away the materialistic world embracing human connections
1286,Whose listening still listening in 2024❤❤,Whose listening still listening in 2024
1290,OneRepublic is the best that's why I put it on my play list 🎉🎉🎉❤❤,OneRepublic is the best thats why I put it on my play list  🎉🎉🎉
1291,Nostalgia pura, 10 años la primera vez que la escuché y ahora 21. 😢,Pure nostalgia 10 years the first time I heard it and now 21 😢
1292,2024.9.22 又回來了,2024922 is back again
1295,Good song 😊,Good song 😊
1300,One of my most favorite nostalgic song ❤,One of my most favorite nostalgic song
1301,2024 this song still melts my ❤️,2024 this song still melts my
1302,2024 Anyone? 🎉,2024 Anyone 🎉
1307,2024🎉,2024🎉
1311,Its so good❤😂😊,Its so good 😂😊
1319,11 years later… whos watching in 2024 🗣️,11 years later whos watching in 2024  🗣
1320,Anyone remember this from the Movie Earth to  Echo? Comment down 👇,Anyone remember this from the Movie Earth to  Echo Comment down  👇
1330,2024년에는 누가있나요?,Who's there in 2024?
1331,To be honest, I don't like the song.😢😅❤❤,To be honest I dont like the song 😢😅
1337,❤ :(,❤ :(
1342,懐かしい,nostalgic
1347,Wwo🎉🎉🎉,Wwwww 🎉🎉🎉
1349,十分好聽~,Very nice to hear
1350,Anyone in September ❤,Anyone in September
1355,man i missed this im now a teen😢,man i missed this im now a teen 😢
1357,WHY DO YOU LIKE THIS SONG? 👋,WHY DO YOU LIKE THIS SONG 👋
1362,Me when I'm 6:😢😢😢😢😢,Me when Im 6 😢😢😢😢😢
1363,Still A Banger ❤️,Still A Banger
1364,Hello...Love this Song so so much..Hope you are all Safe and Well..Always in my Prayers...😊❤❤❤❤❤❤❤🎉,HelloLove this Song so so muchHope you are all Safe and WellAlways in my Prayers 😊🎉
1366,2024 and it very hot 🔥🔥🔥,2024 and it very hot  🔥🔥🔥
1377,11 years old and still standing strong! 🔥🔥🔥,11 years old and still standing strong  🔥🔥🔥
1386,Anyone from the future 😁,Anyone from the future  😁
1389,Half of the world's population have listened to it 💀,Half of the worlds population have listened to it  💀
1390,2024?Anyone???❤,2024Anyone
1391,4 billion 😮
Still deserves more,4 billion 
Still deserves more 😮
1395,Ok bast song 🎵,Ok bast song 🎵
1397,2024❤,2024❤
1399,💓💓💓,💓💓💓
1400,Best song fortnite 😂,Best song fortnite 😂
1402,Bless u 🐘🐦‍🔥🦚🕊️🦒🦌🦁🌈✨🦄,Bless u 🐘🐦🔥🦚🕊🦒🦌🦁🌈🦄
1403,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
1405,I swear this song will die😊,I swear this song will die 😊
1407,ガチで神曲,Seriously a divine song
1412,2024 kids what is this song 🤔
2010 kids 😄😎,2024 kids what is this song 
2010 kids  🤔😄😎
1414,😂 my tiny jack Russell would been more scary than that crock,my tiny jack Russell would been more scary than that crock 😂
1415,Wow it's been over a decade and I'm still counting stars✨,Wow its been over a decade and Im still counting stars
1418,Anyone here 2024 ❤😅,Anyone here 2024  😅
1420,❤❤❤❤❤,❤❤❤❤❤
1430,まじ神曲やな,Seriously, it's a divine song.
1435,😊,😊
1436,2024🎉,2024🎉
1438,any one who is frm 2030 ❤,any one who is frm 2030
1446,Take the  money watch it burn , पैसा लो जलते हुए देखो 👍,Take the  money watch it burn  पस ल जलत हए दख  👍
1447,✨⭐⭐⭐✨✨✨✨✨✨✨✨✨✨✨✨✨ counting stars 🤩,counting stars  🤩
1453,2:25 😮,2:25 😮
