row_number,original_comment,translated_comment
126,😂😂😂🤣🤣🤣🤣😆😆😅😅😂😂🤣🤣,😂😂😂🤣🤣🤣🤣😆😆😅😅😂😂🤣🤣
128,💀💀,💀💀
130,😅,😅
135,كم شخص يشاهد في 2024🎉,How many people watch in 2024 🎉
136,Us in 2024:🎉🎉🎉 us in 2023:❤❤❤,Us in 2024 us in 2023 🎉🎉🎉
137,still water😂,still water 😂
139,ما فهمت؟ 




ملاحظهــــــــــــــــــــــــــــــــــــــــ /اني بنيه ما اعرف منو سماني هيچ 🙂,I did not understand.

Note: I am a girl and I do not know who named me that. 🙂
140,Please let me r r4rrrqvpdM5🎉❤😮😂,Please let me r r4rrrqvpdM5 🎉😮😂
141,0:27 the ah 💀🙏🏻,027 the ah  💀🙏🏻
145,منو جاي يباوعع 😂,I am a seller. 😂
149,😅😅😅😅😅😅😅,😅😅😅😅😅😅😅
153,😂😂😂,😂😂😂
154,0 :50 was personal 🗿,0 50 was personal  🗿
158,Caca:Bro it's so funny 😂😂😂,CacaBro its so funny  😂😂😂
160,Just keep doing it again is doing it over and over again I guess😅,Just keep doing it again is doing it over and over again I guess 😅
161,Who the hell is that😮,Who the hell is that 😮
164,2024: what is this it's so cringe

2018: 💃🕺💃🕺,2024 what is this its so cringe

2018  💃🕺💃🕺
166,ooo my 2018😢,ooo my 2018 😢
170,抽象💀,abstract 💀
173,Me back then: this song is fire 🔥🔥🔥🔥 
Me now: uh 😭💀,Me back then this song is fire  
Me now uh  🔥🔥🔥🔥😭💀
176,Yuppppppp😮😮😮😮😅😅😅😅😮😮😢🎉😂😂🎉😢😮😅😅😅😮😢😢😢😢😢😢,Yuppppppp 😮😮😮😮😅😅😅😅😮😮😢🎉😂😂🎉😢😮😅😅😅😮😢😢😢😢😢😢
179,😅gg😢 ke,gg 😅😢
181,El que entiende la cosita🥵🛌,He who understands the little thing 🥵🛌
182,Dame tucosita🥵🛌,Give me your thing 🥵🛌
187,Yhj😂🎉,Total 😂🎉
189,😅🤣😂 One of FANS From Saudi Arabia,One of FANS From Saudi Arabia 😅🤣😂
191,October 2024??????
Anyone😂😂😅😊,October 2024
Anyone 😂😂😅😊
196,😂😂😂😂😂😂😂😂😅,😂😂😂😂😂😂😂😂😅
197,SHAREit😢😢😢😅,SHAREit 😢😢😢😅
198,4 milyard❤,4 billion
200,Uyrewawwetuiiihrewwwwwwrtyuiiyewwqetyuiiooooopppidsaawwweryuioopireswwqqwertyuiiiiiiiiiioooooooo😂❤,Uyrewawwetuiiihrewwwwwwrtyuiiyewwqetyuiiooooooppidsaawwweryuioopireswwqqwertyuiiiiiiiiiiiiioooooooo 😂
205,2024😂,2024😂
208,😂😂😂😂😂😂,😂😂😂😂😂😂
209,Who's in 2024😂😂,Whos in 2024 😂😂
211,😂😂😂,😂😂😂
213,Alien: 1%
🐸:99%,Alien 1
99 🐸
214,Wow😂😂😂😂,Wow 😂😂😂😂
215,Love from INDIA 🇮🇳,Love from INDIA  🇮🇳
217,Хахахахахахах😂😂😂😂😂,Hahahahahahahahaha 😂😂😂😂😂
218,😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂
221,0:52😂😂😂,0:52😂😂😂
222,Ya its me😂,Ya its me 😂
225,😂😂😂😂😂😂,😂😂😂😂😂😂
226,Anyone see in 2025😂😂…?,Anyone see in 2025 😂😂
229,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
230,4 მილიარდი, ვოვ ნახევარი მსოფლიო😮😮😮,4 billion wow half the world 😮😮😮
232,Hi😂😂😂😂😂,Hi 😂😂😂😂😂
233,МЫ В 2018 СКУЧНО 👈👈👉
МЫ В 2024 ☠️☠️☠️☠️☠️☠️,WE ARE BORED IN 2018
WE ARE IN 2024 👈👈👉
238,Anyone listening in 2024 November 😅,Anyone listening in 2024 November 😅
245,😅,😅
247,সেই😂😂😂,Signature 😂😂😂
248,Americans😀


Hispanics💀,Americans


Hispanics 😀💀
250,2024😂❤,2024😂❤
254,❤❤❤❤❤😂😂😂😂😂😂😂,❤❤❤❤❤😂😂😂😂😂😂😂
258,Kid: 😃
Big:💀,Kid 
Big 😃💀
259,😂😂😮😂😂😅😂😂 no,no 😂😂😮😂😂😅😂😂
260,😂😂😮😂😂😅😂😂 no,no 😂😂😮😂😂😅😂😂
261,❤❤❤,❤❤❤
262,😅😅😅😅😅😅😅😅,😅😅😅😅😅😅😅😅
266,شكلي بس اني العربي الوحيد هنا 😂😂😅😢,I think I'm the only Arab here 😂😂😅😢
267,wow😂,wow 😂
268,خصم 😢فضحهةةؤؤه٦٧٥ث١,Discount scandal 675th1 😢
270,,8op CMO😅 BJP,8op CMO BJP 😅
272,😅😂😂😂😂,😅😂😂😂😂
274,Luto ele foi encontrado morto no meu telhado de casa kkk😅,Mourning he was found dead on my roof lol 😅
275,This song spoiled my childhood and now at 16 I am realising that what I was listening 💀,This song spoiled my childhood and now at 16 I am realising that what I was listening  💀
276,Anyone in October 17
                 👇,Anyone in October 17
                  👇
279,0:22 a girl moaned ☠️,022 a girl moaned
281,Kkk muito engraçado😂kkkkkkk,Haha ... 😂
283,4مليار 😱😱 😢أنا لما يجيني ألف مشاهدة بجن من الفرح😢,4 billion, when I get a thousand views I go crazy with joy 😱😱😢😢
284,😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂
285,😂😂😂😂😂,😂😂😂😂😂
287,😂😂😂😂😂😂,😂😂😂😂😂😂
289,😊😊😂❤,😊😊😂❤
290,🗿🗿,🗿🗿
293,🗿🗿🗿💔,🗿🗿🗿💔
294,haha 😂😂😂😂,haha 😂😂😂😂
295,Me in October 2024😂,Me in October 2024 😂
296,😎😎😎🤘🤘,😎😎😎🤘🤘
297,You r BTS Army??⟭⟬ ❤❤,You r BTS Army
301,Anyone 2025😂,Anyone 2025 😂
303,This was such a vibe 🔥,This was such a vibe  🔥
304,Anaya😂😂😂😂😂😂😂😂😂😂😂😂💀💀💀💀💀💀💀🤖💀💗💗💗💗💗💗,Anaya 😂😂😂😂😂😂😂😂😂😂😂😂💀💀💀💀💀💀💀🤖💀💗💗💗💗💗💗
312,🇧🇪 0:37 😮😮😊,🇧🇪 0:37 😮😮😊
322,Um this just ruined my childhood memories 😢😂,Um this just ruined my childhood memories  😢😂
330,Me in 2024 having nostalgia and still vibing😂😂😂😂😂😂,Me in 2024 having nostalgia and still vibing 😂😂😂😂😂😂
331,ريد رتبط ❤❤❤,Reid is connected
332,1:07 😳🙀,1:07 😳🙀
333,😂😂😂😂😂😂😂,😂😂😂😂😂😂😂
334,2ŵ]@8)@♧8@‐zzz,,❤pQ,2ŵ88zzzpQ
336,2024 anyone?????????????????????😂,2024 anyone 😂
341,😅🤣🤣🤣🤣🤣🤣🤣🤣,😅🤣🤣🤣🤣🤣🤣🤣🤣
343,😂😂,😂😂
344,😂.😅😅😅😅😅😅😅😅 nice video Ahmed ki Seema,nice video Ahmed ki Seema 😂😅😅😅😅😅😅😅😅
346,这是你要找的中文评论不,This is the Chinese review you are looking for.
347,اغنية الطفولة 😂😂😂😂😂,Childhood song 😂😂😂😂😂
348,0:38 sus? ☠️😭🙏🏻,038 their 😭🙏🏻
349,Any one October 2024😂 ?,Any one October 2024  😂
351,Uzb  sila❤🇺🇿,Uzbek sila 🇺🇿
352,2024😮😮😮❤,2024😮😮😮❤
355,😂😂😂,😂😂😂
356,😅😅😅😅😅,😅😅😅😅😅
358,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
360,Kon Kon is ka comment par na aya hn ❤😂❤,Who hasn't commented on this yet? 😂
361,😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂
362,2024 sale ke ke dekhcho 😂😂,look at the 2024 sale 😂😂
364,😢😢😢😢😢😢😢,😢😢😢😢😢😢😢
365,Cadê a tropa de 2024 em 😂❤,Where are the 2024 troops? 😂
366,❤❤❤❤🎉🎉🎉,❤❤❤❤🎉🎉🎉
368,❤❤❤❤❤❤❤,❤❤❤❤❤❤❤
370,😡😡😡,😡😡😡
371,❤,❤
372,2024 😮😮😂,2024 😮😮😂
373,언제나 항상 건행하세요,Always, always be safe
374,Bhaiya tomato ko😂,tomato ko brother 😂
375,I remember vibing to this song as a kid💀☠️,I remember vibing to this song as a kid 💀
379,😅,😅
380,4 billion views on a video where u cnat even understand the lyrics is carzy💀,4 billion views on a video where u cnat even understand the lyrics is carzy 💀
381,😂😂😂😂😂ilovesongs😂😂😂😂😂😂😂😂😂😂😂,ilovesongs 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
383,English people 😊💃🏻

Spanish people 💀👻

😂😂😂😂😂😂😂😂😂😂,English people 

Spanish people 

 😊💃🏻💀👻😂😂😂😂😂😂😂😂😂😂
384,I'm looking for this video, at last I found it 😅,Im looking for this video at last I found it  😅
385,aaasaas 0:45 az 0:46 zzzssdecdsd❤,aaasaas 045 to 046 zzzssdecdsd
386,2024😂,2024😂
388,This Have a nose a invisible 😅😊😂,This Have a nose a invisible  😅😊😂
392,This video has over 4 trillion i mean billion views 😎,This video has over 4 trillion i mean billion views  😎
397,Wo 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😚😱😨☺️🥰😍😘🩷🩷🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😘😘😍😍🥰☺️,Wo 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😚😱😨🥰😍😘🩷🩷🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😘😘😍😍🥰
398,English people😊😊.                               Spanish people 💀☠️,English people                               Spanish people  😊😊💀
400,🖕✌❤ 0:43,🖕✌❤ 0:43
401,😂😂😂😂😂😂,😂😂😂😂😂😂
402,:26😮,:26😮
403,International People: 😃💗

Spanish People: ☠️💋,International People 

Spanish People  😃💗💋
407,I only hear transformers 💀,I only hear transformers  💀
408,Us in 2024 👍😃👍
Us in 3056 👎☠️👎,Us in 2024 
Us in 3056 👍😃👍👎👎
409,😂😂😂😂😂,😂😂😂😂😂
410,0:22 ☠️☠️☠️☠️,0:22 ☠️☠️☠️☠️
412,here from 2024🎉,here from 2024 🎉
417,Us😊

Our parents💀🤔,Us

Our parents 😊💀🤔
418,😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂
421,😂,😂
423,Jj😅😊,Jj 😅😊
425,😂😂😂😂😂😂😂😂😂😂 خربان يعني,It's ruined 😂😂😂😂😂😂😂😂😂😂
426,Lindo 😹😹😹😹😹😹😹😹😹🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂,Lindo 😹😹😹😹😹😹😹😹😹🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂
427,It's all fun and games until you search up the lyrics💀💀💀💀,Its all fun and games until you search up the lyrics 💀💀💀💀
428,আমার এই গান না শুনলে ঘুম আসে না 😅,This is our number, come here. 😅
431,Puro bokachoda 😂😂,Pure bokachoda 😂😂
434,Anyone here in October 2024🎉🎉😊,Anyone here in October 2024 🎉🎉😊
438,ケロロ軍曹,Sergeant Keroro
439,Who watch 15/10/2024😅 

6 year ago😮,Who watch 15102024 

6 year ago 😅😮
441,I  like  this😊😊😊😊😊,I  like  this 😊😊😊😊😊
442,Что ета такой 😂😂😂😂😂😂😂,What is this? 😂😂😂😂😂😂😂
444,Ff😂,Ff 😂
448,😂😂😂😂😂😂,😂😂😂😂😂😂
449,🖕🖕🖕🖕🖕🖕🖕🖕🖕🤞🤞🤞🤞🤞🤞🤞🤞🤞🤞🤞🤞👌👌👌👌👌👌,🖕🖕🖕🖕🖕🖕🖕🖕🖕🤞🤞🤞🤞🤞🤞🤞🤞🤞🤞🤞🤞👌👌👌👌👌👌
451,Me in 2020 : 🤐🤐🤐🤐😍😍😒,Me in 2020 🤐🤐🤐🤐😍😍😒
457,😂😂😂😂😂😂😂🎉😂😂😂😂😂😂😂🎉😂😂😂😂😂😂😂🎉😂😂😂😂❤❤❤❤❤😂😂😂😂😂😂❤❤❤😂😂😂😂😂😂😂😂😂😂❤❤❤,😂😂😂😂😂😂😂🎉😂😂😂😂😂😂😂🎉😂😂😂😂😂😂😂🎉😂😂😂😂❤❤❤❤❤😂😂😂😂😂😂❤❤❤😂😂😂😂😂😂😂😂😂😂❤❤❤
458,😅😅😅😅,😅😅😅😅
459,4.8B Views broooooo 💀,48B Views broooooo 💀
465,adults know what it mean 😈😈,adults know what it mean  😈😈
466,💀,💀
467,😊,😊
468,So geil😊,So cool 😊
469,Who is watching this today ? 😅,Who is watching this today   😅
471,Kids who don't understand Spanish 😃
Kids Who Understand Spanish 💀💀💀,Kids who dont understand Spanish 
Kids Who Understand Spanish  😃💀💀💀
472,1:28 moans😩😫,128 moans 😩😫
473,Bruh imagine playing this in front of your parents 💀💀💀☠️,Bruh imagine playing this in front of your parents  💀💀💀
477,Nice boss ❤😎🥵🐍😏,Nice boss  😎🥵🐍😏
478,Hi I. love you 🌹😍😍😍😍😍😍❤❤❤,Hi I love you 🌹😍😍😍😍😍😍
481,We all know why that girl was moaning in the video😭💀,We all know why that girl was moaning in the video 😭💀
482,Sj. Isks lqlllq , pslwqqls 😂😂😂 sllwlw.   Lsllsdk2??,Sj Isks lqlllq pslwqqls sllwlw Lsllsdk2 😂😂😂
485,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
486,Lmaoo my 5 year old likes this song, it’s all his dad’s fault!😂,Lmaoo my 5 year old likes this song its all his dads fault 😂
488,This moroon is moaning like he was clapping in his bedroom plus the uhHHhhHHh was so personal 💀💀💀💀💀,This moroon is moaning like he was clapping in his bedroom plus the uhHHhhHHh was so personal  💀💀💀💀💀
490,English People 😇
Spanish People 😈
Bulgaria People 👈😐👉,English People 
Spanish People 
Bulgaria People  😇😈👈😐👉
493,😂😂😂😂😂😂😂
Ph dix hhc
7555😂😂😂😅,Ph dix hhc
7555 😂😂😂😂😂😂😂😂😂😂😅
494,The uh was personal💀☠️,The uh was personal 💀
497,😂,😂
498,the moans are personal😢,the moans are personal 😢
501,❤,❤
503,❤❤❤❤,❤❤❤❤
505,Dude is video I watch when I was 5 or 4😮 😂
Now this video creeps me out 😢😂,Dude is video I watch when I was 5 or 4 
Now this video creeps me out  😮😂😢😂
508,❤❤❤❤❤👌👌👌👌❤❤❤❤❤👌👌👌👌,❤❤❤❤❤👌👌👌👌❤❤❤❤❤👌👌👌👌
509,😂😂😂😂😂❤,😂😂😂😂😂❤
510,AMIGO NO MAMES ☠☠,DUDGE NO MATTER
513,😂,😂
520,4 billion views is crazy😮,4 billion views is crazy 😮
522,🍑 0:26 😂,🍑 0:26 😂
525,هههههههههه 😂😂😂😂😂😂😂😂😂👉👉😅😅😅🤗🤗🤗🤗🤗,Hahahahahaha 😂😂😂😂😂😂😂😂😂👉👉😅😅😅🤗🤗🤗🤗🤗
526,ههههههههههههههههههههههه😂😂😂😂😂😂😂😂😂😊😊😊😊,Hahaha 😂😂😂😂😂😂😂😂😂😊😊😊😊
527,😂😂😂😂,😂😂😂😂
528,Who is watching 2024?😂,Who is watching 2024 😂
529,2018:😂😂😂 2024: Spanish translation 💀💀,2018 2024 Spanish translation  😂😂😂💀💀
530,2024 where 👇,2024 where  👇
531,0:38 Dance step is great in this😂😊,038 Dance step is great in this 😂😊
532,When i was 6 i was vibing with this and now im 12 and looking back now...its terrible😅,When i was 6 i was vibing with this and now im 12 and looking back nowits terrible 😅
536,🇰🇬😂😂😂🙋‍♂️,🇰🇬😂😂😂🙋‍♂️
539,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🫵🫵🫵🫵🫵🫵🫵🫵,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🫵🫵🫵🫵🫵🫵🫵🫵
540,❤❤❤,❤❤❤
543,😅😅😅😅😅😅,😅😅😅😅😅😅
545,🚨🚨ATTENTION PLS🚨🚨
❗❗❗STOP SAYING ^WHO'S HERE IN 2024^ ITS STUPID❗❗,ATTENTION PLS
STOP SAYING WHOS HERE IN 2024 ITS STUPID 🚨🚨🚨🚨
546,😂😂😂😅😅,😂😂😂😅😅
547,Alian is so fanny 😂😂,Alian is so fanny  😂😂
554,😂😂😂,😂😂😂
556,Who is watching this 14/09/2024😅
Comment 👇,Who is watching this 14092024
Comment  😅👇
558,😢 Hughes it😅😅,Hughes it 😢😅😅
559,❤️❤️❤️,❤️❤️❤️
560,Views dekho 😮,see views 😮
561,Bro i watched this in 2018😢,Bro i watched this in 2018 😢
562,😂 ضحك ضحك ضحك,Laugh laugh laugh 😂
566,هههههههههه😂😂😂😂😂,Hahahahahaha 😂😂😂😂😂
567,😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂
570,Патамшкот😠😠😠🥴🥴🥴😐😑😐🤐🤐,The Pathamsk 😠😠😠🥴🥴🥴😐😑😐🤐🤐
576,blind ppl 💀💀💀,blind ppl 💀💀💀
577,That dance is a funny vibe😂😂😅,That dance is a funny vibe 😂😂😅
578,Oktubre 14   1:45  madrugada 🇩🇪🇩🇪 escuchando😄😄😄,October 14 145 early morning listening 🇩🇪🇩🇪😄😄😄
579,Sus ahh lyrics 💀,Sus ahh lyrics  💀
581,Pepe😂,Pepe 😂
582,سمك زبتظيام كمءنبنلمسن❤❤❤❤❤❤يىميىع,I have a lot of fish in my mouth
587,dame tu cosita: 👁️👄👁️,give me your little thing 👁👄👁
592,uhm my kindergarten grade teacher put this on😭,uhm my kindergarten grade teacher put this on 😭
595,😂😂😂😂😂,😂😂😂😂😂
597,😂,😂
598,❤😮,❤😮
600,❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤
602,هههههه😂,Hahahahahaha 😂
603,😂😂😂😂😂😂,😂😂😂😂😂😂
604,I have not hear this in a while now I'm back watching this❤,I have not hear this in a while now Im back watching this
609,1:18 Ahhh~ 😩,118 Ahhh 😩
613,Fvs, 💋😊,Fvs 💋😊
615,❤❤❤
😊😊😊😊😊😊😊,❤❤❤
😊😊😊😊😊😊😊
618,This is so stupid🙄😅🤣,This is so stupid 🙄😅🤣
620,0:26 what was that😂😂,026 what was that 😂😂
622,😂😂😂o😂ooo,oooo 😂😂😂😂
624,😂😂😂😂🥳🥳🥳🥳🥳🥳🥳👸👸👸,😂😂😂😂🥳🥳🥳🥳🥳🥳🥳👸👸👸
626,😂😂 coito🎉,intercourse 😂😂🎉
627,😈,😈
628,The fact this is it for kids but my little cousins watch this 💀💀😭,The fact this is it for kids but my little cousins watch this  💀💀😭
629,nahhh the "ahhh~" part was serius💀,nahhh the ahhh part was serius 💀
630,😂😂😂😂111 😸👽👽👽szxzxxmnxxmnznlnnmmnmxmzmnz,111 szxzxxmnxxmnznlnnmmnmxmzmnz 😂😂😂😂😸👽👽👽
631,😅😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😮😮😮😮😮😮😅😅😅😅😮😮😂😂,😅😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😮😮😮😮😮😮😅😅😅😅😮😮😂😂
633,Kids in 2018:💃🏼🕺💃🏼🕺💃🏼 only og people remember this,Kids in 2018 only og people remember this 💃🏼🕺💃🏼🕺💃🏼
634,👁️👄👁️ all my siblings be vibing with the song,all my siblings be vibing with the song 👁👄👁
638,🎉🎉🎉🎉🎉😅😅😮😢😢,🎉🎉🎉🎉🎉😅😅😮😢😢
639,Anyone 2024😂😂,Anyone 2024 😂😂
642,😂😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂😂
643,0:22 holy shit this is sus man 😏😏😭😨😨,022 holy shit this is sus man  😏😏😭😨😨
647,Deaf people:😃

Blind people:💀,Deaf people

Blind people 😃💀
649,Блог ртт😂😂😂😂😂😂😂 априорного ббтб
😢😢😢😢😢😢😢😢😂😂😂😂😂😂😂😂😂ооттоооОлоооооьо❤❤❤❤❤,Blog rtt apriornogo bbtb
oottoooOloooooyo 😂😂😂😂😂😂😂😢😢😢😢😢😢😢😢😂😂😂😂😂😂😂😂😂
652,Was it just me or everyone used to watch the bounce ball things with this and crazy frog😢,Was it just me or everyone used to watch the bounce ball things with this and crazy frog 😢
653,13.10.24😅😅😅😂,13.10.24😅😅😅😂
656,Aj v is beat k koi mukabla nahi kr sakta😂,Today no one can compete with this beat 😂
658,Lol😂😂😂😂😂😂😂😂😂😂😂,Lol 😂😂😂😂😂😂😂😂😂😂😂
663,What is this?😂😂,What is this 😂😂
664,هههه 😂😢,Hahahaha 😂😢
665,هههههههههههه 😂😂😂😂😂😂😂,Hahahahahaha 😂😂😂😂😂😂😂
666,😮😅😅,😮😅😅
667,😊,😊
668,Who watching on jimins birthday 😊❤❤,Who watching on jimins birthday  😊
671,Legends that are watching in October 2024😂🎉,Legends that are watching in October 2024 😂🎉
672,0:22 Budd 💀,022 Budd 💀
674,Who watch today😅,Who watch today 😅
675,😂😂😂😂😂😂,😂😂😂😂😂😂
677,😂😂😂😂,😂😂😂😂
679,😅❤ se,with 😅
682,2024: kids tipping out 

Me: 💃🕺👄💨,2024 kids tipping out 

Me 💃🕺👄💨
686,0:18 😂😅❤😊😢😊😊☠️☠️👽,0:18 😂😅❤😊😢😊😊☠️☠️👽
687,🎉😂😂❤❤😅,🎉😂😂❤❤😅
688,yo
❤❤❤,yo
689,The sound in the background!! 💀💀💀💀,The sound in the background  💀💀💀💀
691,Who is watching this  today?😅,Who is watching this  today 😅
693,Bro when I was a kid I always sing this untill I found out what it ment💀💀,Bro when I was a kid I always sing this untill I found out what it ment 💀💀
694,😂😂😂😂😂❤❤❤5rrueeugetg6h😂😂😂😂😂😂teyr3rfkfkfhwor7g6😂😂😂😅😅😅😅😅😅😅😆😆😆😆😆😆😆😆😆😆😘,5rrueeugetg6hteyr3rfkfkfhwor7g6 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😅😆😆😆😆😆😆😆😆😆😆😘
697,song : 😂😂
lyrics : 💀💀,song  
lyrics   😂😂💀💀
698,me in 2018 : 😁😁
me in 2024 : 💀💀,me in 2018  
me in 2024 😁😁💀💀
699,😮😮 ahh haram,oh, it's forbidden 😮😮
704,Viugog😎❤❤❤❤❤😊0322,Viugog0322 😎😊
705,😂😂😂😂😂😂,😂😂😂😂😂😂
