row_number,original_comment,translated_comment
451,Omg, this is so literal when u hear about the daddy case, it is horrid - I am so sorry for him 😢,Omg this is so literal when u hear about the daddy case it is horrid  I am so sorry for him  😢
452,Aceite de baby 😂😂❤❤,Baby oil 😂😂
454,Mi vida si666❤si,My life yes666yes
458,Justin Bieber sorry 😢,Justin Bieber sorry  😢
460,12 Oct 2024❤,12 Oct 2024
461,Brandon de mi vida. Sigues creciendo. 🗿🙂‍↔️,Brandon of my life You keep growing 🗿🙂
462,Como deve esta essas meninas hoje 😅❤,How must these girls be today? 😅
467,ديدي اغتصاب 😢,Didi rape 😢
468,2024 💯,2024 💯
472,2016 “this is trash”

2024 “song still trash”🗣️🔥🗣️🔥🔥,2016 this is trash

2024 song still trash 🗣🔥🗣🔥🔥
473,October 2024 who watched?😅,October 2024 who watched 😅
475,12th October 👉>>>,12th October  👉
478,And to thi9this isn't Justin Bieber's most viewed song😱😱🤯,And to thi9this isnt Justin Biebers most viewed song 😱😱🤯
488,Disculpas aceptadas Justin😃👍,Apologies accepted Justin 😃👍
490,Larga vida para Justin ❤️, M3uret3 maldito Diddy,Long live Justin M3uret3 damn Diddy
491,11 de octubre 2024 escuchando este temon uffff 🔥,October 11, 2024 listening to this song uffff 🔥
492,🤚🏻,🤚🏻
496,October 11 ☆?,October 11
504,Quem ama o Justin aí ❤❤❤❤,Who loves Justin there?
511,❤,❤
512,❤❤❤❤❤   free freee pilistin now,free freee pilistin now
514,كل شهرة عالمية من وراء ديدي هههه هههه 🎉🤏🥕🍌🍌🍌😂😂😂😂😂😂,All the world fame is behind Didi hahaha hahaha 🎉🤏🥕🍌🍌🍌😂😂😂😂😂😂
515,W e  l o v e  J B ♡,W e l o v e J B
516,Who is listening in October 2024😂😂😂😂,Who is listening in October 2024 😂😂😂😂
520,Everything comes out i always where right you are gay 😂,Everything comes out i always where right you are gay  😂
522,Que se haga justicia y tu nombre sea limpio😢,May justice be done and your name be cleared 😢
527,Que nostalgia eu ouvia todo dia com minha irmã sorry❤,What nostalgia I listened to every day with my sister sorry
528,2030😢 October,2030 October 😢
