row_number,original_comment,translated_comment
75,Still the same vibes as listened 7 years ago! No doubt , One of the best Foreign Songs I've ever heard!❤,Still the same vibes as listened 7 years ago No doubt  One of the best Foreign Songs Ive ever heard
83,😂😂😂😂😂😂,😂😂😂😂😂😂
87,Mind fresher 🎉🎉,Mind fresher  🎉🎉
97,😳thats impossible 53 millions likes wow first world records,thats impossible 53 millions likes wow first world records 😳
98,2024 anyone❤,2024 anyone
105,20 oct 2024 restart 🎉,20 oct 2024 restart 🎉
114,🔥🔥🤟🤟,🔥🔥🤟🤟
115,Quien hoy??🔻,Who today 🔻
116,🔹Cada vez que alguien le guste...mi comentario lo mireré de nuevo...este atemporal obra maestra.🔻,Every time someone likes my comment I will look at this timeless masterpiece again 🔹🔻
117,Still & 2025 also😍👋😎,Still  2025 also 😍👋😎
118,❤yes!,yes
123,❤,❤
126,Who is watching in 2024❓😎,Who is watching in 2024 😎
128,이제는 더운 날이 지나고 시원한 계절...가을이구나,Now the hot days are over and the cool season of fall has arrived.
132,Also Listen Desipito Marathi song 😅,Also Listen Desipito Marathi song  😅
133,Oct 2024  like button ✅,Oct 2024  like button
134,This song 🎵 will never get old💖🤩,This song  will never get old 🎵💖🤩
139,La mejor canción ❤❤❤,The best song
142,Everytime I think about Neymar I come here 😞,Everytime I think about Neymar I come here  😞
143,Anyone from India 😊😊❤,Anyone from India  😊😊
145,❤❤❤❤❤,❤❤❤❤❤
146,A NADIE LE IMPORTA EN QUE AÑO LA ESCUCHARON 😂,NOBODY CARES WHAT YEAR THEY LISTENED TO IT 😂
147,8.5b views, 20/10/2024🔥,85b views 20102024 🔥
149,2024👀🇧🇷❤️,2024👀🇧🇷❤️
151,fire 🔥,fire  🔥
155,Baby Shark 😂,Baby Shark 😂
157,я тут тока адин русский 😭🇷🇺,I'm the only Russian here 😭🇷🇺
160,STREAM HEYA BY IVE ❤❤,STREAM HEYA BY IVE
161,I sang this to a friend ahhaha😂,I sang this to a friend ahhaha 😂
166,8 billion is crazy ❤❤love this song  Nigeria oct 2024,8 billion is crazy love this song  Nigeria oct 2024
168,BAEKHYUN PINEAPPLE SILCE MUSIC VIDEO ❤
FIND IT,BAEKHYUN PINEAPPLE SILCE MUSIC VIDEO 
FIND IT
169,❤❤❤❤❤❤❤,❤❤❤❤❤❤❤
171,Holaaa, que invite a Karolina PROTENKO violín a tocar con el....😊❤...,Helloooo, I invited Karolina PROTENKO to play violin with him. 😊
173,Alguém de 2024? 😍💖,Someone from 2024 😍💖
174,Ԁєԍѡд ѕї ѕїд ԁјддҝѕ ԁїєѵѕѕҵєѕб ѕӊдјѕјѕѕббѕѕїѕ дҵѕ ѕҝҝѕҝѡҝѻ  єјјѕҋѕҋєҋҋє јєјд ԁӊӊԁғбє ӊєԁӊѕбдҋѯ ѯјѯбѯ ҋѕбԍԍӊѕ ѕӊԁєҵ ԀЄЅҎДЅЇꚌӨ ҝєјѕбд ѕјѕјбѕҝѕ ѕјјѕї ԀЄЅҎДЅЇꚌӨ бдӎ бдӎ ӊєԍѕјѕб ѕїѕ ҏєѕїꚍө јѕјѕҋӝҋӝҋӎѯ ѕҋѕҋҋ ѕдꙇөѡєєꚍө ѕјѕҝҋԍ ѡөєҝб ѕӊѕӊӊѕҋ ԁ ҵѯӊѕ ѕӊјє  јѕјѕҋ ѕјѕј Ԁєѕҏдѕїꚍө јԁҝѕдӎ ѕјѕј ѕїѯө ѕјѕјѕбѕө јҝяїдјбԁбҫб ѕҵєҵдҝѯ ѕјјѕӎӝӝ ҋд дјјѕјҵјєѡ өјєӎєөбѕѕ јөјѕө ԁєѕҏдѕїꚍө.... Ӊд ѕӊӊԁӊѕјҋѯ јѕӊдҝӊѕ ѕбјјѕҋҋѕҋѯѯӊѯ дӊ дӊд ддӊ....ꙇұяїҫѕ❤,Ԁєԍѡд ѕї ѕїд ԁјddҝѕ ԁїєѵѕѕҵєѕб ѕндєѕјѕѕbbѕѕїѕ дҵѕ ѕҝҝѕҝѡҝѻ єйјѕҋѕҋєҋҋє єєйд ԁнъԁгбє єєєѵѕбдҋѯ ѯјѯбѯ ҋѕбԍԍнёѕ ѕнԁєҵ ԀЄЄЅҎДЅЇꚌӨ ҝєјѕбд ѕјѕјбѕҝѕ ѕјєї ԀЄЄЅҎДШЇꚌӨ bдӎ bдӎ нєԍѕјѕб ѕїѕ ҏєѕїꚍө єјѕҋӝҋӝҎѯ ѕҋѕҋҋ ѕдꙇөѡєєꚍө ѕјѕҝҋԍ ѡөєҝб ѕнёєнёѕҋ ҵѯнс ѕёє јјѕҋ зјє Ԁєѕҏдѕїꚍө јԁҝѕдӎ ѕјј ѕїѯё ѕјєбө јҝяїдјбԁбҫб ѕҵєҵдҝѯ ѕјјѕӎӝӝ ҋд дъјјҵјєѡ öјєӎєөбѕѕ ёјєє ԁєѕҏдѕїꚍө Ӊд ѕнъдъѕјҋѯ јјєӎєөєѡ ѕбјјѕҋҋѕҋѯѯъъѯ дны днд ддныꙇуяїҫѕ
175,20 October 2024 🎉,20 October 2024  🎉
176,It’s been 7yr and this song will never get out of my head ❤❤❤,Its been 7yr and this song will never get out of my head
180,Me coming each year to comment 😅,Me coming each year to comment  😅
182,Anyone at October 2024😅,Anyone at October 2024 😅
185,I am From Bangladesh,,, 🇧🇩🇧🇩🇧🇩🇧🇩,I am From Bangladesh 🇧🇩🇧🇩🇧🇩🇧🇩
186,2024..I'm here❤,2024Im here
188,It's 20 October 1991❤,Its 20 October 1991
191,25th October 2024 ❤,25th October 2024
192,As long as there is a net, the views of this song will increase. 
One of the best songs in the world. ❤❤❤,As long as there is a net the views of this song will increase 
One of the best songs in the world
194,❤Love❤,Love
197,It's my birthday 🎉🎉🎉,Its my birthday  🎉🎉🎉
203,😍😍,😍😍
206,Alguirn de el 19 de octubre? 😂❤,Someone from October 19th 😂
210,I am big fan of Sidhumoosewala ❤❤,I am big fan of Sidhumoosewala
213,8 billion views in 2024, incredible😩,8 billion views in 2024 incredible 😩
221,כאן אחרי חיסול נסראללה וסינאוור 😊😊😊,Here after the elimination of Nasrallah and Sinawer 😊😊😊
223,Don't have a clue what they're singing about but do I care? Nope! I love the beat of this kind of music.😁 They could be singing about taking a dump for all I care. 😆 (Not that I think they are though LOL),Dont have a clue what theyre singing about but do I care Nope I love the beat of this kind of music They could be singing about taking a dump for all I care  Not that I think they are though LOL 😁😆
224,Like if this your favorite song ❤,Like if this your favorite song
225,আমার কোন কমেন্ট কেউ লাইক করে না 😭😢,Don't like my comment 😭😢
226,Love from Bangladesh 👉🇧🇩🇧🇩I watch this video come 2024 who else like me 😊,Love from Bangladesh I watch this video come 2024 who else like me  👉🇧🇩🇧🇩😊
228,Brasileiros gostam muito dessa música❤ 🇧🇷,Brazilians really like this song 🇧🇷
234,Go sub to slimmeyserve to be entered in xbox and tv giveaway 🎉,Go sub to slimmeyserve to be entered in xbox and tv giveaway  🎉
236,Me gusta mucho la canción ❤❤❤❤❤❤❤,I really like the song
237,🌴✈️,,,🌴✈️,,
238,8  billion is insane ‼️,8  billion is insane
239,Escuchando ESTAS musicas me fui pal cuartel ❤,Listening to THESE songs I went to the barracks
240,There are 8.2 billion people in world and this song has 8.5 billion views .☠️☠️,There are 82 billion people in world and this song has 85 billion views
241,8,566,662,790 views 
19 October 2024😀,8566662790 views 
19 October 2024 😀
242,Quien en noviembre de 2024🗿🗿,Who in November 2024 🗿🗿
246,My brother is dumb poop 💩💩💩💩💩💩💩 iq=1-1.....you get the point,My brother is dumb poop  iq11you get the point 💩💩💩💩💩💩💩
247,19/10/24 hola ✧⁠◝⁠(⁠⁰⁠▿⁠⁰⁠)⁠◜⁠✧,191024 hello ⁰⁰
249,アミーゴ 帰ってきたぞ アメリカももう終わりだな 切羽詰まってきたろ ポスト ナンバー 372 0844 日本 群馬県 伊勢崎市 羽黒町 31番地 市営住宅 10の B ルームナンバー 2729 現在地 現在の住所じゃないからな 今いる場所 生活保護のごまかしで困ってる人の 手助け,Amigo, I'm back. America is almost over. Things are getting desperate. Post number 372 0844 Japan Gunma Prefecture Isesaki City Haguro-cho 31 Public housing 10 B Room number 2729 Current location It's not my current address. Where I am now. Helping people who are in trouble because of welfare fraud.
250,I love this music I'm not understand this language but i love ❤❤❤❤❤❤❤❤ everything,I love this music Im not understand this language but i love  everything
251,I searched YouTube highest watch' video and come this song i was shocked 😳 to see this view's  and this song was 7 years old.. love from India ♥️♥️,I searched YouTube highest watch video and come this song i was shocked  to see this views  and this song was 7 years old love from India  😳
252,19 oct 2024 India 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🙏🙏🙏🙏🙏,19 oct 2024 India  🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🙏🙏🙏🙏🙏
255,Came for the song. Stayed for the hot latinas 😍,Came for the song Stayed for the hot latinas  😍
256,No me cansó de escucharla !!!🎉,I never got tired of listening to it 🎉
260,19/10/24 from Thailand.👍👍👍🤞🤞🤞,191024 from Thailand 👍👍👍🤞🤞🤞
261,ESTO NUNCA VA A DEJAR DE SER UN TEMAZO 😍 !!


Like si estas en 2024 🫶,THIS WILL NEVER STOP BEING A GREAT TOPIC

Like if you are in 2024 😍🫶
265,2:10 the song hits hard😊,210 the song hits hard 😊
269,Break all records ❤❤❤❤vipe,Break all records vipe
272,👍👍👍👍👍👍👍👍👍👍👍,👍👍👍👍👍👍👍👍👍👍👍
273,19 October 2024❤,19 October 2024
280,Love from Pakistan 🇵🇰,Love from Pakistan  🇵🇰
285,I never forget this song 💞,I never forget this song 💞
286,Os coreanos: 이게 무슨 헛소리야?,Koreans What the hell is this
289,how many people come to see the views😃😃,how many people come to see the views 😃😃
293,Let make it 10 billion 🗿,Let make it 10 billion 🗿
295,Never ending vibes 🙌,Never ending vibes 🙌
297,8.5 Billion views 😮,85 Billion views  😮
300,Aquí mirando por cuantas views va ya 🙄🙄,Here I am looking at how many views it has already 🙄🙄
303,❤❤,❤❤
305,favorit ❤,favorite
307,🌝💐💗🎶,🌝💐💗🎶
309,I love your videos❤,I love your videos
312,9 year old me was singing the lyrics innocently. I was today years old when I decided to translate the lyrics.🎶tHe iNnOcEnCe iS GoNeE🎶,9 year old me was singing the lyrics innocently I was today years old when I decided to translate the lyricstHe iNnOcEnCe iS GoNeE 🎶🎶
313,Nice🎉🎉🎉🎉👍👍👍🫰🫰,Nice 🎉🎉🎉🎉👍👍👍🫰🫰
316,世界人口超えてんのエグすぎやろ,It's too much to surpass the world population.
317,19 de octubre del 2024 às houvir ❤,October 19, 2024 at 8:00 am
319,Any one here on 19 October in 2024. 🇧🇩,Any one here on 19 October in 2024  🇧🇩
321,Sala pagal ho kuchho smjh nhi aa raha hai 😂😂😂😂,You are crazy, I am not able to understand anything 😂😂😂😂
323,Mad to think this song is still getting millions of views after so long 🔥,Mad to think this song is still getting millions of views after so long  🔥
327,Mad to think this song is still getting millions of views after so long 🔥,Mad to think this song is still getting millions of views after so long  🔥
328,Search For Most Viewed Song 😅,Search For Most Viewed Song  😅
330,4.2 millions comments 😢😮,42 millions comments 😢😮
331,Anyone saw the car version of this lmao 😂,Anyone saw the car version of this lmao  😂
332,지리네,Geography
333,Missed those vibes back in 2017 and 18 😊,Missed those vibes back in 2017 and 18  😊
335,🥶🤟🏽,🥶🤟🏽
336,世界の人口超えてやがる,It exceeds the world's population
339,❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤
340,Amazing ❤❤,Amazing
341,Without subtitles 💃🥳🤩
With subtitles 🫣😳💀,Without subtitles 
With subtitles  💃🥳🤩🫣😳💀
343,2025😂😂,2025😂😂
344,i well make the biggest comment 




























































































































































































































































































































































































































































































































english or spanish 🤨🤨🤨😈😈😈,i well make the biggest comment 




























































































































































































































































































































































































































































































































english or spanish  🤨🤨🤨😈😈😈
345,Sábado 19 de octubre, justo y necesario para rumbear 🙏🙂‍↕️,Saturday, October 19th, just right and necessary to party 🙏🙂
347,Trying to get future likes 😂,Trying to get future likes 😂
352,❤❤,❤❤
354,Any one watching 2025😅,Any one watching 2025 😅
358,2024 let's goo❤,2024 lets goo
360,Anyone Nov 2024.?❤,Anyone Nov 2024
361,October 19, 2024
😍❤️❤️,October 19 2024
 😍
364,SIDHU MOOSEWALA ❤,SIDHU MOOSEWALA
368,19 октября 2024 года 😀 о х у е т ь,October 19, 2024 oh f u c k 😀
369,I added to a comment to keep it up lol 2024 😂,I added to a comment to keep it up lol 2024  😂
371,💪,💪
377,Alguien de octubre del 2024?❤,Someone from October 2024
378,This song has more views than the population of the world. 😱😱😱,This song has more views than the population of the world  😱😱😱
379,The lyrics: 🤔🤔🤔
Those who understand the lyrics: 😳
The vibe: 💯💯💯,The lyrics 
Those who understand the lyrics 
The vibe  🤔🤔🤔😳💯💯💯
381,19.10.24❤7.34am,191024734am
384,Listening to 'Despacito' even in 2024, and the charm of the song remains the same. No matter how much time passes, the feeling of this music will never get old!"❤️❤️❤️,Listening to Despacito even in 2024 and the charm of the song remains the same No matter how much time passes the feeling of this music will never get old
385,Quien esta aqui por lo barato que vendio Daddy Yanke el Castalogo 😢,Who is here because of how cheap Daddy Yankee the Castalogo sold it? 😢
396,❤ Sidhu Moosewala (Game) song has 5 million comments 🎉,Sidhu Moosewala Game song has 5 million comments  🎉
406,This song is so good even though you don’t know what it’s saying who agrees??? 
👇🏽,This song is so good even though you dont know what its saying who agrees 
 👇🏽
407,What a song ❤,What a song
408,Anyone's 2025😅😊,Anyones 2025 😅😊
416,2017❤2024🫡😏,2017❤2024🫡😏
417,❤Forheim 😢🎉❤❤❤❤,Foreheim 😢🎉
418,من هنا يتكلم العربيه 😂😂❤,From here he speaks Arabic 😂😂
422,❤❤❤❤🎉🎉,❤❤❤❤🎉🎉
425,anyone 2025  Teri gand jali to😅,anyone 2025 your ass is burnt 😅
428,We have only 8.2B people in the world, how does this have 8.5B views?😭Also…this came out in 2017, back then the world population was only 7.6B💀that’s crazy,We have only 82B people in the world how does this have 85B viewsAlsothis came out in 2017 back then the world population was only 76Bthats crazy 😭💀
430,Best song edit ever❤😂

https://youtube.com/shorts/AopfTB8XruU?si=hZzvvdxtRmReUakc,Best song edit ever

httpsyoutubecomshortsAopfTB8XruUsihZzvvdxtRmReUakc 😂
432,Кто слушает музыку в 2028 году ❤,Who listens to music in 2028
436,Kirti 😴❤😂,Kirti 😴😂
437,❤❤,❤❤
438,19 October 2024😂❤,19 October 2024 😂
439,Love from South Africa 🇿🇦❤,Love from South Africa  🇿🇦
440,18 October 2024😅,18 October 2024 😅
446,☝🏼🇧🇷,☝🏼🇧🇷
447,October 2024,18 Friday 
Who else is hereeeeeeee😂😂😂😂😂😂,October 202418 Friday 
Who else is hereeeeeeee 😂😂😂😂😂😂
450,18 Octobre Is there anyone? 😅❤,18 Octobre Is there anyone  😅
451,Indian view 18 oct 2024 🇮🇳,Indian view 18 oct 2024  🇮🇳
453,8b de personas 
Y hay 8.566b de visitas☠️☠️
Gracios por los 0 likes,8b people
And there are 8566b visits
Thanks for the 0 likes
454,I was spending the best time of life in that time 💯 Now I'm totally Fuc*ked up 💔🙂,I was spending the best time of life in that time  Now Im totally Fucked up  💯💔🙂
455,English sub-title make it awesome 😂😂,English subtitle make it awesome  😂😂
457,This song is in my heart❤❤,This song is in my heart
459,people came to listen this song in2024😀,people came to listen this song in2024 😀
464,Anyone in November 2024❤❤,Anyone in November 2024
467,me en canta😍,I love 😍
472,Listener number ????? October 2024 South Africa Mpumalanga place of the rising Sun 🌄,Listener number  October 2024 South Africa Mpumalanga place of the rising Sun  🌄
474,😯😯😯😯😯,😯😯😯😯😯
475,Total population in world 8.2 billion and this views 8.5 billion 👍,Total population in world 82 billion and this views 85 billion  👍
478,2024😂😂,2024😂😂
479,Anyone 19 October ❤❤❤,Anyone 19 October
480,Se inscrivem a mi la canal????❤❤,Sign up for my channel
481,Quien 2024 ❤,Who 2024
483,2024 is here ❤,2024 is here
484,Old Town San Diego California United States of America.9.22.am.Oct.19.❤.,Old Town San Diego California United States of America922amOct19
485,19 October anybody ❤,19 October anybody
487,Who is like me in 2024? 1k likes please 🙏,Who is like me in 2024 1k likes please 🙏
488,Today's my birthday and I am coming to this masterpiece 🖤🤍🤎💖💛💓💜💟💗💘💞💌💙♥️❤️💝,Todays my birthday and I am coming to this masterpiece  🖤🤍🤎💖💛💓💜💟💗💘💞💌💙💝
491,18/10/2024 I heard this song for the first time😘,18102024 I heard this song for the first time 😘
495,Who still listen this song 2024 🤭😍,Who still listen this song 2024  🤭😍
500,اين العرب ❤,Where are the Arabs?
505,Anyone October 2024 
  18 🇧🇩🚩,Anyone October 2024 
  18  🇧🇩🚩
506,Keeping this comment so if someone like i remember about this song and watch it again and again 😅,Keeping this comment so if someone like i remember about this song and watch it again and again  😅
508,🤟😩😵❣️,🤟😩😵❣️
510,18oct 2024❤😂,18oct 2024 😂
518,넌. 깡,You are a jerk
522,Anyone 2025😅😅,Anyone 2025 😅😅
523,Lyrics💀💀💀,Lyrics 💀💀💀
524,October 2024, 🗿🗿,October 2024  🗿🗿
525,자막에 한국어 추가 부탁드립니다,Please add Korean to the subtitles
530,18th/10/2024, 14.56 hrs East African time.❤,18th102024 1456 hrs East African time
535,Love from INDIA 🇮🇳 ♥️,Love from INDIA   🇮🇳
539,his song🤡 his views☠,his song his views 🤡
542,From Tajikistan 🇹🇯,From Tajikistan 🇹🇯
545,❤,❤
546,Who is here 2024 October 18 😅😅,Who is here 2024 October 18  😅😅
549,Уже 2024 год 17 октября 😮,It's already 2024 October 17 😮
551,2024 NOVEMBER month ? 😂,2024 NOVEMBER month   😂
552,와 시간개빠르다,Wow time flies
553,Soon 10 billion ❤❤❤,Soon 10 billion
556,어느덧 이제는 서늘하고 시원한 가을이네요,It's now a cool and refreshing fall.
557,2050 ❤,2050 ❤
558,To day 18 oct😂❤,To day 18 oct 😂
560,Anyone in October...😅,Anyone in October 😅
561,Endless despacito❤❤❤😅😂,Endless despacito 😅😂
572,Just here to Check the views 8.565.534.544. More views than people on earth 😱,Just here to Check the views 8565534544 More views than people on earth  😱
576,Helloww from Malaysia 🇲🇾 i'm big fans of luis fonsi and DY ❤,Helloww from Malaysia  im big fans of luis fonsi and DY  🇲🇾
579,This song is for a special person beautiful talented young ❤️ cute strong petite ♎️🌹🌹🌹🌹🌹,This song is for a special person beautiful talented young  cute strong petite  🌹🌹🌹🌹🌹
582,Wow ❤❤❤,Wow
584,2024 baru tau ternyata luis fonsi ikut party pdd😭,2024 just found out that Luis Fonsi joined the PDD party 😭
587,Who is watching it on October 2024 ❤,Who is watching it on October 2024
589,21 oct anyone here❤,21 oct anyone here
592,Cool 😂,Cool  😂
593,8 millones de vista 🎉🎉,8 million views 🎉🎉
596,2024😂,2024😂
599,18/10/2024💃🏻🕺,18/10/2024💃🏻🕺
600,Alguien de octubre no me borren el comentario quiero un comentario 😢💔,Someone from October don't delete my comment I want a comment 😢💔
601,Aqui los que estan escuchando en Noviembre 2024 
👇,Here are those who are listening in November 2024 👇
602,If this song got so many views why can't i get 100k subscribers😢?,If this song got so many views why cant i get 100k subscribers 😢
610,DING DONG EAT IT UP EAT IT WELL I MIX IT UP 🗣️ 🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️,DING DONG EAT IT UP EAT IT WELL I MIX IT UP   🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣
611,Love from india ❤,Love from india
612,🌃🎆🎧,🌃🎆🎧
618,I still remember the day this song was out for the first time.. it was playing on a music channel on the tv at my grandma's, and i was young back then, just vibing to it in the background while i did my thing.. and now i can't believe it's already been over 7 years.. great song!! ❤,I still remember the day this song was out for the first time it was playing on a music channel on the tv at my grandmas and i was young back then just vibing to it in the background while i did my thing and now i cant believe its already been over 7 years great song
622,Qui est la 2k17 a 2k24🎉❤,Who is 2k17 to 2k24 🎉
624,h v m g  , uv
hvubghbyhuhm😘😘😘😘😘😘😘😘,h v m g   uv
hvubghbyhuhm 😘😘😘😘😘😘😘😘
626,🎉,🎉
628,8 Balloon wow😮,8 Balloon wow 😮
629,Imagine knowing Spanish and they play this at a school party😭😭😭,Imagine knowing Spanish and they play this at a school party 😭😭😭
630,18 October en 2024 il y a quelqu’ un ❤,October 18 in 2024 there is someone
633,❤,❤
637,From india🇮🇳,From india 🇮🇳
643,Anyone 18 October 2024❤❤,Anyone 18 October 2024
644,18 octubre 2024 🇧🇷,October 18, 2024 🇧🇷
645,I remember this song I used to listen to this when I was like really young it brings back memories ❤❤,I remember this song I used to listen to this when I was like really young it brings back memories
650,❤❤❤❤❤,❤❤❤❤❤
652,8.2 Billion people in World ... And Views on This Song 😮😮😮,82 Billion people in World  And Views on This Song  😮😮😮
654,2024 🎉,2024 🎉
655,Most Viewed Song On YouTube 😅,Most Viewed Song On YouTube  😅
660,الي جاي من فيديو هنودي اسوم 😂,Who is coming from the Indian video Asom? 😂
661,Hello 2030 guys 😂❤,Hello 2030 guys 😂
662,Right now 18 October 3 am 😂,Right now 18 October 3 am  😂
663,Again here ❤️,Again here
665,October,18,2024 here🎉,October182024 here 🎉
668,1:27 💀💀💀,1:27 💀💀💀
669,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
670,BestbSong🎉🎉🎉🎉,BestbSong 🎉🎉🎉🎉
675,เพลงพี่ผมชอบมากครับ เนื้อหาเพลง ดีมากครับ🇹🇭🙏🚵🏿‍♂️ขอบคุณครับ,I really like this song. The lyrics are complete. Thank you very much. 🇹🇭🙏🚵🏿
679,18October 2024🔥,18October 2024 🔥
680,Listening to: Luis Fonsi - Despacito ft. Daddy Yankee
0:55 ━●━━─────- 4:41
⇆ㅤ ㅤ◁ㅤ ❚❚ ㅤ▷ ㅤㅤ↻﻿
               ılıılıılıılıılıılı
